,player_id,match_id,team_id,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received
13,903b6e8b,d46b4a18,8cec06e1,GK,28-328,90,42,42,42,0,0,0,28,0,0,,0,0,7,35,18,0,0,0,0,0,11,11,100.0,0
0,38c7feef,678d7dca,822bd0ba,FW,28-118,57,23,0,2,8,15,4,23,0,0,,0,0,14,75,46,5,2,0,0,1,30,17,56.7,7
1,178ae8f8,678d7dca,822bd0ba,FW,25-007,33,11,0,1,4,6,4,11,1,2,50.0,1,0,9,24,17,1,0,0,3,1,16,6,37.5,3
2,c691bfe2,678d7dca,822bd0ba,LW,29-245,87,46,0,3,12,34,17,44,1,2,50.0,2,1,38,243,174,10,1,7,3,0,54,32,59.3,6
3,f833a830,678d7dca,822bd0ba,LW,26-329,3,2,0,0,1,1,0,2,0,0,,0,0,1,3,3,0,0,0,0,0,4,2,50.0,0
4,e342ad68,678d7dca,822bd0ba,RW,29-179,90,50,0,3,10,39,22,49,5,7,71.4,5,0,46,229,148,9,1,4,3,4,60,42,70.0,22
5,77e84962,678d7dca,822bd0ba,CM,30-244,82,94,2,15,63,20,2,93,0,2,0.0,0,0,69,232,97,4,0,0,1,2,75,70,93.3,3
6,2f90f6b8,678d7dca,822bd0ba,CM,35-341,8,5,0,0,3,2,0,5,0,0,,0,0,3,4,0,0,0,0,0,0,3,3,100.0,0
7,935e6b8f,678d7dca,822bd0ba,CM,31-177,90,54,2,5,22,32,1,53,1,1,100.0,1,0,43,167,88,6,5,0,1,0,48,40,83.3,7
8,7f3b388c,678d7dca,822bd0ba,DM,28-049,90,60,6,12,37,13,0,60,0,0,,0,0,38,127,70,4,2,0,1,1,34,33,97.1,2
9,2e4f5f03,678d7dca,822bd0ba,LB,27-275,90,105,3,16,54,40,8,91,1,3,33.3,2,0,73,284,179,9,0,0,4,0,77,70,90.9,13
10,e06683ca,678d7dca,822bd0ba,CB,30-156,90,92,10,43,47,4,1,91,0,0,,0,0,56,206,87,1,0,0,0,0,58,57,98.3,0
11,b217ef29,678d7dca,822bd0ba,CB,30-125,90,76,8,35,38,9,5,74,0,0,,0,0,47,318,234,8,2,0,0,1,49,48,98.0,2
12,cd1acf9d,678d7dca,822bd0ba,RB,23-065,90,95,1,17,37,46,5,78,1,1,100.0,1,0,59,238,155,8,3,1,1,1,63,59,93.7,6
13,7a2e46a8,678d7dca,822bd0ba,GK,29-070,90,27,20,27,0,0,0,23,0,0,,0,0,15,64,28,0,0,0,0,0,15,15,100.0,0
0,aed3a70f,678d7dca,8602292d,FW,25-346,90,34,1,1,15,22,5,33,0,1,0.0,0,0,17,102,63,5,2,1,3,4,55,22,40.0,7
1,be927d03,678d7dca,8602292d,LW,36-155,68,20,2,3,8,9,2,19,1,3,33.3,2,1,9,36,15,2,0,0,2,0,27,15,55.6,6
2,66b76d44,678d7dca,8602292d,AM,24-351,22,20,0,1,7,13,2,20,0,0,,0,0,13,44,8,0,1,0,1,2,25,17,68.0,2
3,1544f145,678d7dca,8602292d,RW,20-197,73,17,1,5,8,6,0,16,1,1,100.0,1,0,11,80,22,0,0,0,0,2,28,10,35.7,3
4,07802f7f,678d7dca,8602292d,FW,29-141,17,7,0,0,2,5,3,7,0,0,,0,0,2,2,2,0,0,0,0,1,6,4,66.7,0
5,6f7d826d,678d7dca,8602292d,CM,23-216,90,56,5,22,27,11,0,52,1,1,100.0,1,0,32,145,80,2,0,0,2,0,37,32,86.5,1
6,90f91999,678d7dca,8602292d,CM,27-054,90,52,5,19,18,16,1,50,1,5,20.0,2,0,32,86,28,1,1,0,0,1,35,26,74.3,2
7,de5b5570,678d7dca,8602292d,DM,27-326,56,34,5,16,18,1,0,31,0,0,,0,0,12,29,14,0,0,0,0,2,14,14,100.0,0
8,6e7f1353,678d7dca,8602292d,DM,27-115,34,26,2,8,9,10,1,26,2,2,100.0,2,0,16,73,44,1,0,0,0,1,17,13,76.5,2
9,e514ab62,678d7dca,8602292d,LB,26-084,90,45,5,17,22,7,0,36,0,0,,0,0,19,88,66,3,0,0,0,0,24,21,87.5,0
10,8397a50c,678d7dca,8602292d,CB,28-273,90,48,21,36,9,3,0,46,0,0,,0,0,16,75,12,0,0,0,0,0,17,16,94.1,0
11,0313a347,678d7dca,8602292d,CB,24-049,90,38,14,26,11,2,0,37,2,2,100.0,2,0,20,70,15,1,0,0,0,0,22,20,90.9,0
12,2389cdc2,678d7dca,8602292d,RB,24-126,90,61,8,23,20,20,1,46,0,0,,0,0,25,78,32,0,0,0,2,1,29,23,79.3,3
13,7956236f,678d7dca,8602292d,GK,29-100,90,44,40,43,1,0,0,29,0,0,,0,0,20,116,68,0,0,0,0,0,13,12,92.3,0
0,9dbb75ca,6a35f07c,18bb7c10,FW,30-197,82,34,0,2,14,20,7,34,1,1,100.0,1,0,21,92,57,2,1,2,6,2,46,24,52.2,7
1,57e3f0c7,6a35f07c,18bb7c10,LM,26-196,8,7,0,0,3,4,0,7,0,0,,0,0,4,2,1,0,0,0,0,2,11,5,45.5,1
2,79300479,6a35f07c,18bb7c10,AM,22-359,90,69,0,12,41,23,5,67,2,3,66.7,2,0,45,240,150,9,2,0,3,1,60,50,83.3,5
3,48a5a5d6,6a35f07c,18bb7c10,"LM,FW",20-176,90,37,2,5,10,23,4,31,0,3,0.0,1,0,24,174,96,6,0,2,1,4,39,21,53.8,6
4,bc7dc64d,6a35f07c,18bb7c10,RM,20-097,90,44,1,5,20,23,7,40,2,2,100.0,2,0,32,184,125,6,1,2,2,2,57,32,56.1,8
5,e61b8aee,6a35f07c,18bb7c10,DM,29-075,80,58,1,13,34,11,3,58,1,1,100.0,1,0,30,83,22,1,0,0,0,0,49,45,91.8,1
6,1b4f1169,6a35f07c,18bb7c10,DM,22-050,10,5,0,0,3,2,0,5,0,0,,0,0,4,25,0,0,0,0,0,0,6,4,66.7,0
7,529f49ab,6a35f07c,18bb7c10,DM,28-181,90,67,3,19,42,9,0,66,0,1,0.0,0,0,40,144,88,1,0,0,1,0,49,48,98.0,0
8,fce2302c,6a35f07c,18bb7c10,LB,24-189,90,62,1,20,25,20,3,50,0,0,,0,0,30,130,51,4,1,0,2,0,37,32,86.5,1
9,67ac5bb8,6a35f07c,18bb7c10,CB,23-357,68,47,10,37,12,2,2,47,0,0,,0,0,21,182,102,1,0,0,0,0,31,30,96.8,0
10,d79a8c87,6a35f07c,18bb7c10,CB,26-082,22,24,3,9,14,1,1,22,0,0,,0,0,14,77,38,1,0,0,0,0,17,17,100.0,0
11,35e413f1,6a35f07c,18bb7c10,CB,24-064,90,64,13,43,22,0,0,62,0,0,,0,0,40,168,81,2,0,0,0,1,39,39,100.0,0
12,b3af9be1,6a35f07c,18bb7c10,RB,23-036,90,83,1,28,43,18,3,75,0,0,,0,0,48,230,93,5,2,1,3,0,59,51,86.4,0
13,466fb2c5,6a35f07c,18bb7c10,GK,23-211,90,51,46,51,0,0,0,46,0,0,,0,0,34,163,62,0,0,0,0,0,35,35,100.0,0
0,68c720b5,6a35f07c,33c895d4,FW,24-304,42,11,0,0,4,7,3,8,1,1,100.0,1,0,7,21,12,1,0,0,0,1,13,7,53.8,2
1,68dc0dac,6a35f07c,33c895d4,"LM,CM",27-129,48,22,1,6,12,5,0,21,0,1,0.0,1,0,11,25,9,0,0,0,2,1,16,9,56.3,0
2,97220da2,6a35f07c,33c895d4,FW,20-092,69,23,0,1,16,8,2,23,0,1,0.0,1,0,11,21,7,1,1,0,2,1,42,21,50.0,2
3,b5bf1770,6a35f07c,33c895d4,CB,24-313,21,5,1,2,3,0,0,5,0,0,,0,0,2,11,0,0,0,0,0,0,3,2,66.7,0
4,f1e94cd6,6a35f07c,33c895d4,"FW,LM",22-159,90,31,0,3,19,13,3,29,1,1,100.0,1,0,22,132,97,5,3,2,5,4,40,19,47.5,6
5,ab651565,6a35f07c,33c895d4,"RM,FW",27-280,90,32,2,5,14,14,3,32,1,1,100.0,1,0,20,64,34,2,1,0,3,1,30,21,70.0,5
6,11ff3d56,6a35f07c,33c895d4,DM,22-278,90,34,2,4,23,7,0,34,0,1,0.0,1,0,21,50,29,1,0,0,0,0,19,18,94.7,0
7,3515d404,6a35f07c,33c895d4,"DM,CM",27-040,90,46,2,9,24,14,0,35,0,0,,0,0,20,34,14,1,0,0,1,0,31,25,80.6,1
8,984a5a64,6a35f07c,33c895d4,"LB,WB",24-242,90,50,5,16,27,10,1,39,0,0,,0,0,22,103,76,4,2,0,2,2,25,21,84.0,3
9,4115ce4e,6a35f07c,33c895d4,CB,25-243,90,66,10,32,35,3,1,62,0,0,,0,0,38,165,78,3,0,0,0,0,36,34,94.4,0
10,6adbc307,6a35f07c,33c895d4,CB,27-318,90,65,11,38,31,0,0,62,0,1,0.0,0,0,30,145,41,2,0,0,0,0,32,30,93.8,0
11,afed6722,6a35f07c,33c895d4,"RB,WB",19-029,90,51,6,13,28,14,3,48,1,1,100.0,1,0,27,147,44,3,2,0,2,1,28,24,85.7,2
12,a179d516,6a35f07c,33c895d4,GK,40-074,90,38,30,38,0,0,0,29,0,0,,0,0,25,135,71,0,0,0,0,0,23,23,100.0,0
0,fed7cb61,6ad3036b,cff3d9bb,"FW,RW",22-183,90,47,1,2,22,27,4,44,2,4,50.0,3,0,35,184,56,6,2,0,3,5,55,33,60.0,12
1,49fe9070,6ad3036b,cff3d9bb,LW,25-280,73,27,0,3,11,15,4,27,1,1,100.0,1,0,22,133,49,2,0,1,3,2,31,18,58.1,3
2,15f3ec41,6ad3036b,cff3d9bb,"LW,WB",21-034,17,10,0,0,5,5,1,10,0,0,,0,0,10,38,27,2,0,1,0,4,9,9,100.0,0
3,9674002f,6ad3036b,cff3d9bb,"RW,LW",22-335,90,44,1,5,9,31,5,40,1,2,50.0,1,0,31,105,31,2,0,0,3,2,44,31,70.5,7
4,45db685d,6ad3036b,cff3d9bb,DM,29-356,90,61,3,9,40,14,2,58,1,1,100.0,1,0,35,137,85,4,1,0,0,0,47,46,97.9,1
5,e97fd090,6ad3036b,cff3d9bb,DM,25-322,90,50,0,7,33,16,2,50,1,3,33.3,1,0,36,235,124,7,4,0,1,2,37,31,83.8,4
6,f4290206,6ad3036b,cff3d9bb,WB,30-348,86,64,3,13,25,29,1,47,1,1,100.0,1,0,26,158,73,1,0,0,1,5,30,27,90.0,4
7,5eae500a,6ad3036b,cff3d9bb,FW,28-212,4,3,0,0,0,3,0,3,0,0,,0,0,2,3,2,0,0,0,0,0,6,3,50.0,1
8,1265a93a,6ad3036b,cff3d9bb,WB,22-003,90,56,3,11,23,27,2,40,3,3,100.0,3,0,31,228,123,9,4,0,2,1,38,30,78.9,7
9,18b896d6,6ad3036b,cff3d9bb,CB,28-283,90,43,1,15,25,5,1,39,0,1,0.0,0,0,23,96,36,3,1,0,0,1,32,26,81.3,1
10,86e7deaf,6ad3036b,cff3d9bb,CB,37-080,90,76,16,39,44,8,1,75,0,0,,0,0,55,598,500,17,6,0,0,0,64,63,98.4,1
11,53cad200,6ad3036b,cff3d9bb,CB,32-105,73,58,4,17,35,8,0,56,0,0,,0,0,29,213,138,4,2,0,0,0,32,32,100.0,1
12,1cb49278,6ad3036b,cff3d9bb,CB,25-245,17,15,0,9,6,0,0,15,0,0,,0,0,9,33,2,0,0,0,0,0,8,8,100.0,0
13,33887998,6ad3036b,cff3d9bb,GK,29-285,90,33,29,33,0,0,0,28,0,0,,0,0,17,64,17,0,0,0,0,0,20,20,100.0,0
0,c931d9f9,6ad3036b,5bfb9659,FW,24-031,87,25,1,4,10,13,4,25,2,4,50.0,2,0,21,151,78,5,0,3,0,0,34,15,44.1,6
1,4654e5f5,6ad3036b,5bfb9659,CB,19-004,3,2,0,0,1,1,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0
2,3423f250,6ad3036b,5bfb9659,FW,24-362,80,38,0,5,14,22,4,31,3,4,75.0,3,0,28,107,55,3,1,2,0,2,38,23,60.5,4
3,01962d0d,6ad3036b,5bfb9659,FW,19-221,10,3,0,1,1,2,1,3,0,0,,0,0,2,54,51,0,1,0,1,0,3,3,100.0,1
4,6c17e046,6ad3036b,5bfb9659,"AM,RW",22-333,90,30,0,8,14,12,3,28,1,2,50.0,1,0,20,100,37,3,3,0,0,0,35,17,48.6,4
5,aa849a12,6ad3036b,5bfb9659,"CM,LW",25-021,90,47,2,16,20,15,2,45,0,2,0.0,0,0,34,157,94,4,1,0,2,3,37,29,78.4,3
6,8d03ca5a,6ad3036b,5bfb9659,CM,22-064,58,18,3,5,11,3,0,18,0,0,,0,0,11,28,9,0,0,0,0,1,15,11,73.3,0
7,282679b4,6ad3036b,5bfb9659,"CM,DM",31-181,32,17,0,3,11,4,2,17,1,1,100.0,1,0,13,67,23,1,0,0,0,1,15,11,73.3,5
8,9f1938ab,6ad3036b,5bfb9659,DM,30-064,90,42,1,15,21,8,0,41,0,0,,0,0,26,131,40,0,0,0,0,2,23,21,91.3,2
9,24f59bb2,6ad3036b,5bfb9659,"LB,WB",25-111,90,48,3,15,22,14,1,36,0,1,0.0,0,0,22,125,75,7,1,0,0,1,29,23,79.3,1
10,bba30585,6ad3036b,5bfb9659,CB,28-117,90,41,11,28,16,0,0,40,1,1,100.0,1,0,23,169,114,0,0,0,0,1,25,24,96.0,0
11,420d7c7d,6ad3036b,5bfb9659,CB,30-108,90,51,17,41,11,2,0,51,0,0,,0,0,32,176,114,0,0,0,1,0,31,30,96.8,0
12,67ca8566,6ad3036b,5bfb9659,"RB,WB",30-236,90,53,3,28,23,5,0,40,1,1,100.0,1,0,26,180,92,3,1,0,0,2,23,21,91.3,0
13,6b625ac2,6ad3036b,5bfb9659,GK,21-284,90,41,39,41,0,0,0,31,0,0,,0,0,24,111,59,0,0,0,0,0,19,19,100.0,0
0,0745b37d,11a67612,1c781004,FW,31-257,90,25,0,1,11,14,8,23,0,1,0.0,0,0,12,97,54,3,1,1,2,0,58,20,34.5,8
1,a8d4428b,11a67612,1c781004,LW,21-294,90,35,4,10,13,14,3,35,1,2,50.0,1,0,17,131,78,2,0,0,4,1,42,21,50.0,6
2,3c33f9d9,11a67612,1c781004,RW,23-263,69,31,1,9,8,15,1,25,1,1,100.0,1,0,18,53,35,1,0,0,1,2,32,20,62.5,3
3,f63d8a4b,11a67612,1c781004,RW,23-287,21,11,0,1,3,8,1,9,1,2,50.0,1,0,7,26,0,0,0,0,0,0,9,7,77.8,1
4,471f16b3,11a67612,1c781004,CM,29-337,90,51,4,10,32,13,1,50,0,1,0.0,0,0,27,148,82,4,0,0,1,0,47,35,74.5,4
5,3faa1780,11a67612,1c781004,CM,30-337,75,48,4,15,22,14,3,48,2,2,100.0,2,0,31,144,38,2,0,0,0,4,38,31,81.6,6
6,f5044e54,11a67612,1c781004,CM,28-200,15,19,1,1,10,8,1,19,0,0,,0,0,10,42,11,1,0,0,0,0,14,12,85.7,0
7,df10e27c,11a67612,1c781004,DM,20-183,90,90,4,24,49,20,2,80,0,0,,0,0,49,254,89,1,0,0,1,1,60,56,93.3,0
8,112c495e,11a67612,1c781004,LB,26-055,90,70,3,22,41,15,0,58,3,4,75.0,4,0,50,281,183,6,2,0,2,1,39,37,94.9,1
9,2d61d13a,11a67612,1c781004,CB,21-261,90,53,10,38,12,3,3,51,0,0,,0,0,29,136,74,4,0,0,1,0,37,36,97.3,0
10,e9254eec,11a67612,1c781004,CB,30-021,20,11,1,10,1,0,0,11,0,0,,0,0,7,17,5,0,0,0,0,0,6,6,100.0,0
11,953c30b0,11a67612,1c781004,CB,23-283,70,49,9,29,23,1,1,46,0,0,,0,0,24,136,71,2,0,0,0,0,30,27,90.0,0
12,774cf58b,11a67612,1c781004,RB,21-341,90,70,5,28,33,14,0,59,2,4,50.0,2,1,40,238,124,8,2,0,0,1,43,40,93.0,1
13,f23f9d20,11a67612,1c781004,GK,33-252,90,42,37,42,0,0,0,31,0,0,,0,0,13,71,45,0,0,0,0,0,21,21,100.0,0
0,a1d5bd30,11a67612,19538871,FW,24-041,90,47,1,4,22,26,7,46,4,6,66.7,4,1,34,235,124,6,2,2,6,2,62,37,59.7,12
1,dea698d9,11a67612,19538871,FW,36-309,90,49,2,5,21,26,7,48,0,1,0.0,0,0,23,62,37,2,0,1,5,2,64,42,65.6,8
2,507c7bdf,11a67612,19538871,AM,27-094,87,70,2,11,25,39,4,63,1,1,100.0,1,0,39,242,134,7,2,1,0,2,56,48,85.7,10
3,50dc94ce,11a67612,19538871,AM,24-237,3,1,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
4,dbf053da,11a67612,19538871,AM,21-261,66,47,1,2,28,22,3,46,1,1,100.0,1,0,32,224,144,9,4,0,1,1,45,35,77.8,5
5,58eee997,11a67612,19538871,AM,20-071,24,9,1,1,4,4,1,9,0,3,0.0,2,0,8,34,11,1,0,0,0,0,11,8,72.7,3
6,b853e0ad,11a67612,19538871,DM,28-281,90,75,2,15,40,21,0,73,2,2,100.0,2,0,45,165,86,4,0,0,0,1,55,53,96.4,2
7,d93c2511,11a67612,19538871,DM,25-003,90,64,3,24,31,15,0,64,1,1,100.0,1,0,41,284,124,4,1,0,0,0,47,39,83.0,1
8,e73c9bb2,11a67612,19538871,LB,28-361,90,59,3,20,23,22,1,53,0,0,,0,0,24,148,95,3,2,0,0,0,38,30,78.9,2
9,d8931174,11a67612,19538871,CB,28-281,90,69,10,30,37,6,2,69,0,0,,0,0,37,272,171,9,3,0,0,0,50,48,96.0,1
10,f5deef4c,11a67612,19538871,CB,27-147,73,62,4,30,38,3,0,62,0,1,0.0,0,0,38,361,198,5,1,0,0,0,43,42,97.7,0
11,a1232f4e,11a67612,19538871,CB,27-243,17,6,1,4,2,0,0,6,0,1,0.0,0,0,2,14,0,0,0,0,0,0,0,0,,0
12,d9565625,11a67612,19538871,RB,22-268,90,62,6,18,33,17,2,54,0,2,0.0,1,0,29,128,87,3,1,0,0,1,33,30,90.9,3
13,7ba6d84e,11a67612,19538871,GK,31-034,90,27,24,27,0,0,0,20,0,0,,0,0,9,54,33,0,0,0,0,0,8,8,100.0,0
0,4ab53cdb,6d236ce6,943e8050,FW,32-136,90,28,0,4,13,13,4,28,0,0,,0,0,9,39,30,1,2,0,2,0,42,20,47.6,6
1,4e9a0555,6d236ce6,943e8050,FW,30-005,59,19,1,2,8,11,2,19,0,0,,0,0,7,37,14,1,1,0,1,0,26,13,50.0,4
2,0d4ceb32,6d236ce6,943e8050,FW,29-225,31,14,3,3,3,8,2,14,2,2,100.0,2,0,9,35,18,1,0,0,3,0,22,10,45.5,5
3,fc15fb84,6d236ce6,943e8050,LM,22-020,87,51,0,11,27,20,0,45,3,3,100.0,3,0,39,288,153,7,2,0,4,1,35,29,82.9,2
4,2ff964a0,6d236ce6,943e8050,LM,34-240,3,1,0,0,1,0,0,1,0,0,,0,0,1,6,0,0,0,0,0,0,1,1,100.0,0
5,f72293fc,6d236ce6,943e8050,RM,31-046,90,32,2,6,15,11,3,32,1,2,50.0,1,0,21,78,28,2,0,1,0,2,31,21,67.7,5
6,74e12f1e,6d236ce6,943e8050,DM,32-170,90,34,2,9,19,8,0,34,1,1,100.0,1,0,19,92,31,2,1,0,0,0,20,16,80.0,0
7,495945ef,6d236ce6,943e8050,DM,31-255,69,34,2,5,21,10,0,29,0,0,,0,0,19,52,17,0,2,0,0,0,16,15,93.8,0
8,47369df8,6d236ce6,943e8050,DM,25-358,21,16,0,3,12,2,0,16,0,0,,0,0,10,68,40,1,0,0,0,0,9,9,100.0,1
9,cc2d7ad5,6d236ce6,943e8050,LB,28-085,90,57,12,31,18,13,1,52,1,3,33.3,2,0,31,208,101,4,2,0,0,1,28,27,96.4,0
10,8df7a2fb,6d236ce6,943e8050,CB,32-080,90,49,11,25,24,1,0,47,0,0,,0,0,16,64,35,1,0,0,0,1,14,13,92.9,0
11,15ea812b,6d236ce6,943e8050,CB,29-023,90,48,8,25,25,3,3,48,0,1,0.0,0,0,24,155,79,0,0,0,2,0,20,20,100.0,0
12,9a9c05db,6d236ce6,943e8050,RB,32-186,90,48,4,11,26,14,0,43,2,2,100.0,2,0,26,136,80,5,1,0,0,0,22,21,95.5,0
13,4b40d9ca,6d236ce6,943e8050,GK,29-237,90,36,35,36,0,0,0,21,0,0,,0,0,15,143,83,0,0,0,0,0,7,7,100.0,0
0,ac05f970,6d236ce6,7c21e445,FW,31-259,90,34,0,0,12,25,7,34,1,3,33.3,1,0,25,127,83,4,2,2,5,3,70,29,41.4,9
1,5a04fd92,6d236ce6,7c21e445,LW,26-124,69,35,1,3,10,25,7,35,1,3,33.3,1,1,26,117,75,5,1,1,1,0,41,29,70.7,5
2,aa8e289e,6d236ce6,7c21e445,LW,24-069,21,13,0,1,4,10,4,12,0,0,,0,0,8,88,53,4,2,1,0,0,17,9,52.9,2
3,79c84d1c,6d236ce6,7c21e445,RW,24-357,90,60,0,5,28,32,5,53,0,4,0.0,0,0,37,211,63,5,2,2,2,0,51,36,70.6,8
4,26f6dca8,6d236ce6,7c21e445,AM,28-300,79,59,0,6,30,28,3,52,0,1,0.0,0,0,37,268,108,6,2,1,0,0,58,42,72.4,3
5,82927de4,6d236ce6,7c21e445,AM,25-293,11,13,0,2,4,7,0,10,0,0,,0,0,8,55,43,1,0,0,0,0,10,9,90.0,1
6,1c7012b8,6d236ce6,7c21e445,DM,22-332,90,65,2,16,40,16,7,63,1,4,25.0,1,0,43,330,222,12,2,5,1,0,46,43,93.5,0
7,6613c819,6d236ce6,7c21e445,DM,26-288,90,63,1,15,35,18,3,62,1,1,100.0,1,0,30,197,108,3,2,0,2,0,48,41,85.4,0
8,57df7a11,6d236ce6,7c21e445,LB,28-035,90,70,3,22,28,22,2,64,3,3,100.0,3,1,51,174,95,5,0,1,1,0,46,44,95.7,1
9,a712ca2b,6d236ce6,7c21e445,CB,24-337,90,40,7,27,13,2,1,38,0,0,,0,0,16,89,56,1,0,0,0,0,21,19,90.5,0
10,3e9e06cb,6d236ce6,7c21e445,CB,31-220,90,43,8,32,13,1,1,42,0,0,,0,0,13,90,37,0,0,0,0,1,15,14,93.3,0
11,fdf3cb77,6d236ce6,7c21e445,RB,29-112,90,92,1,31,36,29,0,75,0,0,,0,0,42,274,103,2,1,0,1,0,50,46,92.0,1
12,9328b835,6d236ce6,7c21e445,GK,36-238,90,32,28,32,0,0,0,16,0,0,,0,0,12,76,37,0,0,0,0,0,11,10,90.9,0
0,ca45605e,8805978d,a2d435b3,FW,23-064,90,31,1,2,16,15,2,30,0,2,0.0,1,0,14,83,71,4,2,1,5,3,50,21,42.0,4
1,3ea50f67,8805978d,a2d435b3,LW,24-003,70,27,0,2,14,13,3,27,0,1,0.0,0,0,21,89,65,2,1,0,3,1,36,21,58.3,5
2,b827d5b3,8805978d,a2d435b3,LW,32-024,20,14,2,2,8,4,0,12,0,0,,0,0,5,15,0,0,0,0,1,0,8,7,87.5,0
3,ee38d9c5,8805978d,a2d435b3,RW,25-019,87,43,0,5,16,23,4,38,1,2,50.0,1,0,28,95,60,3,0,0,1,1,37,28,75.7,4
4,b2c66859,8805978d,a2d435b3,RW,20-020,3,2,1,1,0,1,0,2,0,0,,0,0,2,5,5,0,0,0,1,0,4,2,50.0,0
5,5c74c0f5,8805978d,a2d435b3,AM,23-097,90,69,1,14,35,22,2,67,1,1,100.0,1,0,39,108,56,5,2,0,0,5,52,46,88.5,6
6,6b47c5db,8805978d,a2d435b3,"CB,DM",24-361,90,49,11,27,21,1,1,46,0,0,,0,0,26,112,29,1,0,0,0,1,27,27,100.0,0
7,56f7a928,8805978d,a2d435b3,DM,24-219,90,72,5,21,42,11,2,70,1,4,25.0,1,0,51,130,58,3,1,0,0,0,48,47,97.9,1
8,fc027d02,8805978d,a2d435b3,LB,20-185,90,59,2,16,32,15,1,44,3,5,60.0,3,0,30,165,68,4,1,0,0,0,29,25,86.2,0
9,21166ff4,8805978d,a2d435b3,CB,25-203,90,71,12,32,43,0,0,67,2,2,100.0,2,0,37,179,85,3,0,0,0,0,39,39,100.0,0
10,f8fcd2a5,8805978d,a2d435b3,CB,33-343,5,5,1,3,2,0,0,5,0,0,,0,0,5,18,7,0,0,0,0,0,6,5,83.3,0
11,ae59b359,8805978d,a2d435b3,DM,22-288,85,40,4,9,31,2,0,40,0,1,0.0,0,0,22,107,62,1,0,0,0,0,30,28,93.3,2
12,197640fd,8805978d,a2d435b3,RB,26-007,90,49,6,16,25,8,0,44,0,0,,0,0,25,107,49,2,0,0,2,1,32,28,87.5,1
13,53af52f3,8805978d,a2d435b3,GK,35-037,90,29,27,29,0,0,0,19,0,0,,0,0,13,51,12,0,0,0,0,0,11,11,100.0,0
0,c17bfb65,8805978d,b2b47a98,FW,25-120,90,60,2,8,35,18,3,57,0,1,0.0,0,0,38,181,94,6,0,0,2,5,50,38,76.0,2
1,c596fcb0,8805978d,b2b47a98,FW,29-288,90,21,3,3,12,9,3,20,0,1,0.0,0,0,11,82,53,2,1,2,3,3,31,11,35.5,3
2,2b16cb1a,8805978d,b2b47a98,LM,24-275,90,46,0,1,25,25,7,46,14,20,70.0,14,0,52,163,81,5,0,1,3,3,42,33,78.6,3
3,862a1c15,8805978d,b2b47a98,RM,27-305,61,28,1,7,10,12,5,28,1,2,50.0,1,0,13,56,8,0,0,0,1,1,26,12,46.2,3
4,d56543a0,8805978d,b2b47a98,"LB,DM",27-291,29,21,0,2,12,9,1,18,0,0,,0,0,15,82,48,4,0,1,0,0,19,16,84.2,1
5,a3b03921,8805978d,b2b47a98,DM,22-114,90,47,0,7,25,18,6,47,1,2,50.0,2,0,35,167,74,6,1,0,0,2,39,33,84.6,2
6,3727dd3c,8805978d,b2b47a98,DM,29-288,84,68,2,14,43,13,0,58,0,0,,0,0,39,157,51,3,0,0,0,1,40,40,100.0,1
7,71ef519e,8805978d,b2b47a98,LB,32-093,6,15,0,1,9,5,1,14,0,0,,0,0,13,52,30,1,0,0,0,0,14,14,100.0,1
8,efb9215a,8805978d,b2b47a98,LB,23-321,61,37,3,10,19,9,0,33,0,0,,0,0,22,126,51,2,0,0,0,2,20,19,95.0,1
9,de112b84,8805978d,b2b47a98,RM,26-291,29,20,0,4,5,14,3,18,0,0,,0,0,16,206,141,7,2,1,1,0,16,14,87.5,2
10,450ab6fc,8805978d,b2b47a98,CB,28-031,90,46,5,23,19,5,3,45,0,0,,0,0,31,79,25,1,0,0,1,1,35,32,91.4,0
11,c8aa95da,8805978d,b2b47a98,CB,29-357,90,81,10,40,38,11,1,74,0,1,0.0,0,0,45,221,128,2,2,0,0,0,51,51,100.0,0
12,758dd7f0,8805978d,b2b47a98,RB,27-221,90,54,1,20,22,18,2,49,1,1,100.0,1,0,27,156,90,3,3,0,1,0,30,27,90.0,2
13,3a949a25,8805978d,b2b47a98,GK,32-331,90,34,25,34,1,0,0,25,0,0,,0,0,15,59,38,0,0,0,0,0,18,18,100.0,0
0,0562b7f1,02abf29a,47c64c55,FW,23-330,73,28,1,2,15,11,3,26,3,4,75.0,3,0,15,66,44,1,0,0,1,2,41,20,48.8,5
1,ab070c55,02abf29a,47c64c55,FW,31-009,17,14,1,2,3,9,4,14,0,0,,0,0,4,33,19,1,0,1,1,0,20,12,60.0,2
2,b2bc3b1f,02abf29a,47c64c55,LW,29-032,90,50,0,8,23,25,4,48,1,4,25.0,2,0,37,209,145,8,3,2,2,5,62,37,59.7,6
