,player_id,match_id,team_id,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received
11,172e52d8,175160b7,cd051869,CB,30-295,90,61,20,39,27,0,0,55,0,0,,0,0,25,179,148,1,0,0,0,1,27,26,96.3,0
12,7aee4dd3,175160b7,cd051869,CB,26-124,90,46,5,17,22,9,1,36,2,2,100.0,2,0,18,92,63,2,0,0,0,0,18,18,100.0,0
13,f127d782,175160b7,cd051869,GK,23-236,90,41,35,40,1,0,0,34,0,0,,0,0,19,133,109,0,0,0,0,0,19,19,100.0,0
0,21a66f6a,78e62deb,361ca564,FW,28-130,90,37,2,4,16,22,4,36,2,4,50.0,2,0,22,130,60,1,2,0,4,2,45,25,55.6,8
1,92e7e919,78e62deb,361ca564,AM,29-150,90,52,0,2,25,29,3,45,1,2,50.0,1,0,31,121,61,5,2,0,0,2,50,39,78.0,7
2,2b622f01,78e62deb,361ca564,AM,29-114,79,46,1,3,28,21,0,46,4,4,100.0,4,0,32,143,76,8,3,0,0,3,52,40,76.9,8
3,a29b1131,78e62deb,361ca564,AM,24-058,11,7,1,3,3,2,0,7,0,0,,0,0,5,59,45,2,1,0,0,0,7,5,71.4,0
4,8b04d6c1,78e62deb,361ca564,DM,26-122,90,77,3,25,49,6,1,76,0,1,0.0,0,0,48,178,80,4,1,1,0,1,65,62,95.4,0
5,6250083a,78e62deb,361ca564,DM,21-080,90,57,4,15,30,16,0,56,0,0,,0,0,35,183,114,4,3,0,1,1,42,39,92.9,1
6,3353737a,78e62deb,361ca564,WB,24-354,21,11,2,4,6,3,0,11,0,0,,0,0,5,28,17,1,1,0,0,0,10,7,70.0,0
7,6aa3e78b,78e62deb,361ca564,WB,21-201,69,35,2,6,11,21,2,32,1,4,25.0,1,0,22,183,122,5,1,1,0,1,28,22,78.6,1
8,e9971f2d,78e62deb,361ca564,WB,22-249,61,35,0,10,16,14,1,31,1,1,100.0,1,0,22,89,56,3,2,0,1,2,25,25,100.0,1
9,d557d734,78e62deb,361ca564,WB,29-323,29,28,1,11,8,10,3,22,1,1,100.0,1,0,15,82,47,3,0,1,1,1,15,15,100.0,1
10,44781702,78e62deb,361ca564,CB,28-225,90,54,4,16,35,12,3,50,0,0,,0,0,28,199,165,11,6,1,0,0,39,37,94.9,0
11,ac861941,78e62deb,361ca564,CB,27-324,90,61,20,43,21,0,0,59,0,0,,0,0,31,207,143,1,0,0,0,0,44,44,100.0,0
12,da7b447d,78e62deb,361ca564,CB,25-176,90,58,5,33,23,2,1,58,0,0,,0,0,22,130,68,5,0,0,0,0,34,32,94.1,0
13,8f62b6ee,78e62deb,361ca564,GK,34-344,90,34,28,33,1,0,0,22,0,0,,0,0,8,31,21,0,0,0,0,0,12,12,100.0,0
0,0745b37d,78e62deb,1c781004,FW,31-251,90,26,0,1,12,15,6,23,2,3,66.7,2,1,20,52,33,2,0,1,3,2,39,19,48.7,9
1,291e3ec3,78e62deb,1c781004,FW,20-269,68,22,0,0,7,16,5,22,0,0,,0,0,17,60,8,0,0,0,3,3,32,16,50.0,7
2,a8d4428b,78e62deb,1c781004,FW,21-288,22,9,0,0,2,7,2,8,1,1,100.0,1,0,5,6,3,0,0,0,0,1,14,6,42.9,2
3,471f16b3,78e62deb,1c781004,CM,29-331,90,59,0,12,32,19,2,58,1,2,50.0,2,0,51,194,92,4,1,0,0,1,57,50,87.7,5
4,f5044e54,78e62deb,1c781004,CM,28-194,71,39,1,13,19,10,1,39,0,0,,0,0,28,106,39,2,0,0,0,0,37,29,78.4,5
5,2f6ec02a,78e62deb,1c781004,CM,24-056,19,17,0,0,9,9,1,15,0,0,,0,0,13,44,19,1,1,0,0,0,15,12,80.0,2
6,df10e27c,78e62deb,1c781004,DM,20-177,80,76,0,18,53,13,0,71,0,1,0.0,1,0,53,242,90,2,0,0,0,0,65,60,92.3,0
7,953c30b0,78e62deb,1c781004,DM,23-277,10,10,0,0,6,5,0,10,1,1,100.0,1,1,9,23,19,1,1,0,0,0,9,9,100.0,1
8,5e74d6c8,78e62deb,1c781004,WB,21-093,90,96,3,18,53,29,4,89,0,1,0.0,0,0,69,242,112,10,1,2,3,2,77,71,92.2,3
9,774cf58b,78e62deb,1c781004,WB,21-335,90,68,5,17,30,23,0,63,2,2,100.0,2,0,50,224,101,6,0,0,1,1,50,46,92.0,1
10,bcfb0142,78e62deb,1c781004,CB,28-324,90,118,11,50,67,5,2,112,0,0,,0,0,86,226,111,1,1,0,0,0,94,94,100.0,1
11,e9254eec,78e62deb,1c781004,CB,30-015,90,105,12,67,39,4,4,104,0,0,,0,0,80,205,49,1,0,0,0,0,89,88,98.9,0
12,c393a6c4,78e62deb,1c781004,CB,19-165,90,99,1,38,62,11,1,93,0,0,,0,0,74,371,229,8,3,0,0,0,77,76,98.7,0
13,f23f9d20,78e62deb,1c781004,GK,33-246,90,43,34,43,0,0,0,34,0,0,,0,0,24,77,50,0,0,0,0,0,23,23,100.0,0
0,a1d5bd30,8d10c8d4,19538871,FW,24-035,75,30,0,0,2,29,8,30,1,4,25.0,2,0,17,66,21,2,0,0,1,1,47,28,59.6,14
1,2fba6108,8d10c8d4,19538871,FW,19-222,15,10,0,1,5,4,0,10,0,0,,0,0,3,49,7,1,0,0,1,0,7,6,85.7,1
2,dea698d9,8d10c8d4,19538871,FW,36-303,90,50,3,3,19,30,8,49,1,1,100.0,1,0,18,59,21,2,1,0,3,1,54,42,77.8,9
3,dbf053da,8d10c8d4,19538871,AM,21-255,61,48,0,1,26,28,7,48,1,2,50.0,1,1,39,282,174,9,4,4,2,3,46,42,91.3,3
4,58eee997,8d10c8d4,19538871,AM,20-065,29,20,0,5,8,8,1,20,0,1,0.0,0,0,13,72,40,3,0,0,0,1,16,13,81.3,1
5,507c7bdf,8d10c8d4,19538871,AM,27-088,85,76,2,9,32,40,1,69,0,1,0.0,0,0,48,182,118,4,2,0,0,5,59,55,93.2,4
6,50dc94ce,8d10c8d4,19538871,AM,24-231,5,9,1,4,1,4,0,9,0,1,0.0,0,0,5,10,0,0,0,0,0,1,6,5,83.3,1
7,b853e0ad,8d10c8d4,19538871,DM,28-275,90,91,2,19,56,21,1,90,0,1,0.0,1,0,47,173,64,1,1,0,1,2,71,66,93.0,2
8,d93c2511,8d10c8d4,19538871,DM,24-362,90,47,0,7,28,16,3,47,0,0,,0,0,30,168,90,6,3,0,3,2,33,33,100.0,2
9,e73c9bb2,8d10c8d4,19538871,LB,28-355,90,102,1,22,45,40,1,82,1,1,100.0,1,0,50,222,148,7,3,0,0,0,59,57,96.6,1
10,d8931174,8d10c8d4,19538871,CB,28-275,90,77,10,34,44,4,2,75,0,0,,0,0,50,338,206,5,0,0,0,0,54,53,98.1,1
11,f5deef4c,8d10c8d4,19538871,CB,27-141,90,56,5,24,32,7,1,56,0,0,,0,0,31,318,129,8,3,0,0,0,33,33,100.0,0
12,d9565625,8d10c8d4,19538871,RB,22-262,90,73,0,16,42,20,1,58,1,2,50.0,1,0,36,208,105,5,0,0,3,1,45,38,84.4,1
13,7ba6d84e,8d10c8d4,19538871,GK,31-028,90,20,18,20,0,0,0,15,0,0,,0,0,6,37,26,0,0,0,0,0,9,9,100.0,0
0,ab070c55,8d10c8d4,47c64c55,FW,31-002,65,21,1,2,12,7,2,20,0,0,,0,0,8,38,17,1,0,0,0,0,31,17,54.8,5
1,0562b7f1,8d10c8d4,47c64c55,FW,23-323,25,9,0,0,5,4,0,8,0,1,0.0,1,0,4,10,3,0,0,0,0,0,11,4,36.4,2
2,b2bc3b1f,8d10c8d4,47c64c55,LW,29-025,90,40,0,6,18,18,1,40,3,4,75.0,3,2,35,164,119,8,2,1,6,4,43,27,62.8,3
3,da052c14,8d10c8d4,47c64c55,RW,30-085,83,38,1,4,22,14,2,38,2,3,66.7,2,0,23,135,55,2,0,1,2,3,31,22,71.0,2
4,c4486bac,8d10c8d4,47c64c55,RW,19-358,7,13,1,2,3,8,0,9,0,1,0.0,0,0,4,26,23,1,0,0,1,1,7,5,71.4,0
5,c2731c10,8d10c8d4,47c64c55,"CM,DM",21-302,90,57,4,17,35,11,0,51,1,1,100.0,1,0,27,119,32,1,1,0,0,4,30,29,96.7,0
6,3312f911,8d10c8d4,47c64c55,CM,28-347,90,29,0,3,15,11,1,29,1,1,100.0,1,1,12,39,12,0,0,0,1,2,22,16,72.7,1
7,8d3c902d,8d10c8d4,47c64c55,DM,31-349,83,46,6,21,22,4,2,46,0,1,0.0,0,0,24,90,32,0,1,0,1,0,22,21,95.5,1
8,ae4fc6a4,8d10c8d4,47c64c55,CM,23-159,7,6,0,1,3,2,0,6,0,0,,0,0,2,14,6,0,0,0,0,0,4,4,100.0,0
9,5cbd1eb0,8d10c8d4,47c64c55,LB,22-095,90,59,5,24,35,4,0,49,0,0,,0,0,31,149,90,4,0,0,0,1,31,30,96.8,0
10,d0706b27,8d10c8d4,47c64c55,CB,21-145,90,44,14,34,11,0,0,39,0,0,,0,0,21,83,21,0,0,0,1,0,22,22,100.0,0
11,e7ca0439,8d10c8d4,47c64c55,CB,32-251,90,48,14,32,14,2,1,42,0,0,,0,0,20,99,29,1,0,0,0,0,22,22,100.0,0
12,0442183b,8d10c8d4,47c64c55,RB,30-244,90,52,2,27,20,8,0,40,0,0,,0,0,19,79,34,0,1,0,2,0,25,24,96.0,0
13,ab13a5aa,8d10c8d4,47c64c55,GK,34-329,90,34,31,34,0,0,0,23,0,0,,0,0,13,67,33,0,0,0,0,0,13,13,100.0,0
0,aed3a70f,49cc65ac,8602292d,FW,25-340,90,43,1,3,20,22,6,42,0,1,0.0,1,0,24,129,54,4,2,1,2,1,54,28,51.9,6
1,66b76d44,49cc65ac,8602292d,LW,24-345,77,45,0,6,30,16,3,43,3,3,100.0,3,0,36,199,107,5,2,1,2,2,44,36,81.8,3
2,b2f9c73e,49cc65ac,8602292d,"FW,LW",17-332,13,10,0,4,5,1,0,10,1,1,100.0,1,0,9,41,23,1,0,0,1,0,13,6,46.2,3
3,1544f145,49cc65ac,8602292d,RW,20-191,83,39,0,6,12,24,3,39,2,3,66.7,2,0,30,162,39,3,0,0,4,2,38,26,68.4,6
4,2baec6ce,49cc65ac,8602292d,CB,24-021,7,1,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
5,6f7d826d,49cc65ac,8602292d,CM,23-210,76,62,2,15,30,19,0,53,0,1,0.0,0,0,35,93,42,4,1,0,2,2,36,32,88.9,1
6,6e7f1353,49cc65ac,8602292d,CM,27-109,14,8,0,3,5,1,0,8,0,0,,0,0,4,26,12,1,0,0,0,1,5,4,80.0,0
7,90f91999,49cc65ac,8602292d,CM,27-048,90,43,0,6,29,13,0,40,2,3,66.7,2,0,39,203,132,8,2,0,1,1,32,29,90.6,1
8,de5b5570,49cc65ac,8602292d,DM,27-320,90,51,4,23,26,4,0,48,1,1,100.0,1,0,31,104,28,1,0,0,0,0,29,26,89.7,0
9,be927d03,49cc65ac,8602292d,"LB,WB",36-149,90,59,4,23,21,16,4,48,1,1,100.0,1,0,35,187,143,8,0,4,0,1,35,34,97.1,4
10,8397a50c,49cc65ac,8602292d,CB,28-267,90,32,7,26,6,1,0,32,0,0,,0,0,20,128,57,1,0,0,0,0,19,17,89.5,0
11,0313a347,49cc65ac,8602292d,CB,24-043,90,28,8,22,5,3,2,28,0,0,,0,0,13,67,49,0,0,0,1,1,15,15,100.0,1
12,2389cdc2,49cc65ac,8602292d,"RB,WB",24-120,90,65,7,31,18,18,7,57,0,0,,0,0,30,166,107,5,1,1,0,1,27,26,96.3,4
13,7956236f,49cc65ac,8602292d,GK,29-094,90,35,29,35,0,0,0,19,0,0,,0,0,14,81,48,0,0,0,0,0,9,9,100.0,0
0,ca45605e,49cc65ac,a2d435b3,"FW,RW",23-057,77,32,0,1,11,20,5,31,0,1,0.0,0,0,21,71,36,2,0,0,2,3,46,26,56.5,6
1,819aa8e7,49cc65ac,a2d435b3,RW,28-135,13,8,0,0,5,4,1,8,0,1,0.0,0,0,5,9,8,1,1,0,1,0,10,7,70.0,1
2,3ea50f67,49cc65ac,a2d435b3,LW,23-361,90,62,1,3,18,43,9,62,2,8,25.0,3,0,49,257,158,8,1,2,3,3,61,49,80.3,6
3,7c104bb7,49cc65ac,a2d435b3,RW,24-046,64,42,0,5,22,17,4,42,0,2,0.0,0,0,35,132,83,5,0,0,2,2,40,30,75.0,2
4,45963054,49cc65ac,a2d435b3,FW,34-328,26,1,0,0,0,1,0,1,0,0,,0,0,1,1,1,0,0,0,0,0,7,1,14.3,0
5,ee38d9c5,49cc65ac,a2d435b3,"AM,DM",25-012,90,47,0,1,24,24,2,37,2,3,66.7,2,0,34,148,81,3,1,0,1,1,45,33,73.3,5
6,6b47c5db,49cc65ac,a2d435b3,DM,24-354,90,70,4,14,47,14,0,70,0,0,,0,0,44,156,63,3,2,0,3,0,43,41,95.3,1
7,5c74c0f5,49cc65ac,a2d435b3,DM,23-090,85,68,1,11,43,20,4,67,0,0,,0,0,48,325,171,7,1,0,2,4,58,51,87.9,5
8,c92e1a31,49cc65ac,a2d435b3,AM,25-063,5,4,0,0,0,4,1,4,0,0,,0,0,3,24,22,1,0,1,0,0,5,4,80.0,0
9,fc027d02,49cc65ac,a2d435b3,LB,20-178,90,93,5,17,43,37,2,79,0,1,0.0,0,0,64,249,148,4,1,0,1,2,71,66,93.0,2
10,21166ff4,49cc65ac,a2d435b3,CB,25-196,90,78,4,35,44,6,0,77,0,0,,0,0,56,335,131,4,3,0,0,0,54,54,100.0,0
11,f8fcd2a5,49cc65ac,a2d435b3,CB,33-336,90,70,7,41,29,3,2,69,0,0,,0,0,46,215,94,1,1,0,1,0,41,41,100.0,0
12,197640fd,49cc65ac,a2d435b3,RB,26-000,90,78,3,23,41,20,2,63,0,0,,0,0,50,300,231,11,4,0,2,0,54,52,96.3,4
13,53af52f3,49cc65ac,a2d435b3,GK,35-030,90,21,19,20,1,0,0,15,0,0,,0,0,8,22,12,0,0,0,0,0,7,6,85.7,0
0,fa031b34,5fdb6c19,d3fd31cc,FW,24-210,90,45,1,5,19,23,6,45,2,2,100.0,2,0,29,157,96,5,0,0,4,3,50,27,54.0,2
1,b28bbd58,5fdb6c19,d3fd31cc,AM,30-143,65,20,0,0,9,11,0,16,0,0,,0,0,15,59,21,1,0,0,1,0,26,14,53.8,5
2,1961b2aa,5fdb6c19,d3fd31cc,AM,28-129,25,16,0,1,8,8,1,16,1,1,100.0,1,0,12,82,47,3,1,0,0,1,16,12,75.0,2
3,4468ec10,5fdb6c19,d3fd31cc,LM,25-161,90,44,0,4,17,27,0,41,1,3,33.3,1,0,31,193,118,6,3,0,2,0,46,30,65.2,4
4,2bd83368,5fdb6c19,d3fd31cc,RM,20-285,86,37,0,8,13,18,2,37,0,1,0.0,0,0,19,125,59,1,2,0,4,1,29,20,69.0,1
5,6ca5ec4b,5fdb6c19,d3fd31cc,RM,25-217,4,3,0,1,0,2,1,3,0,0,,0,0,2,6,6,1,0,0,0,0,4,2,50.0,1
6,cc700722,5fdb6c19,d3fd31cc,DM,30-332,90,45,2,8,30,7,0,40,1,1,100.0,1,0,21,106,56,3,0,0,1,3,19,17,89.5,2
7,02b29014,5fdb6c19,d3fd31cc,DM,28-339,90,35,1,5,20,14,3,35,0,1,0.0,0,0,23,170,119,5,2,1,1,0,25,18,72.0,3
8,9f7c837d,5fdb6c19,d3fd31cc,LB,23-325,90,35,1,10,15,12,1,25,0,0,,0,0,11,61,44,1,2,0,3,1,14,10,71.4,1
9,c5b7c315,5fdb6c19,d3fd31cc,CB,28-329,90,57,6,24,35,3,1,55,0,0,,0,0,35,209,127,4,0,0,1,0,36,36,100.0,0
10,6d5701f2,5fdb6c19,d3fd31cc,CB,27-074,30,21,6,12,12,0,0,20,0,0,,0,0,15,81,24,0,0,0,0,0,15,15,100.0,0
11,d0042ab9,5fdb6c19,d3fd31cc,CB,25-045,60,36,9,16,19,1,0,33,0,0,,0,0,14,39,12,0,0,0,1,0,11,11,100.0,0
12,0420d84f,5fdb6c19,d3fd31cc,RB,33-056,90,49,5,18,22,9,0,37,0,0,,0,0,22,69,23,0,0,0,1,1,26,24,92.3,1
13,4806ec67,5fdb6c19,d3fd31cc,GK,27-274,90,37,32,37,0,0,0,26,0,0,,0,0,22,135,45,0,0,0,0,0,19,19,100.0,0
0,9dbb75ca,5fdb6c19,18bb7c10,FW,30-192,84,20,0,1,13,7,1,20,0,0,,0,0,13,34,12,0,0,0,0,1,25,16,64.0,8
1,d5dd5f1f,5fdb6c19,18bb7c10,FW,32-171,6,4,0,0,1,3,2,4,0,0,,0,0,0,0,0,0,0,0,0,0,4,3,75.0,1
2,48a5a5d6,5fdb6c19,18bb7c10,LW,20-171,70,26,0,4,16,8,1,23,0,0,,0,0,18,100,46,1,1,0,2,1,27,17,63.0,4
3,a53649b7,5fdb6c19,18bb7c10,LW,22-190,20,18,0,3,7,9,4,18,0,0,,0,0,15,102,91,3,1,2,5,0,15,14,93.3,4
4,bc7dc64d,5fdb6c19,18bb7c10,RW,20-092,90,47,0,3,18,30,2,47,3,3,100.0,3,2,41,206,125,6,3,0,1,1,49,37,75.5,12
5,79300479,5fdb6c19,18bb7c10,AM,22-354,90,72,0,10,34,31,4,66,0,0,,0,0,48,210,94,5,1,0,1,1,54,51,94.4,4
6,e61b8aee,5fdb6c19,18bb7c10,DM,29-070,90,81,4,23,50,9,1,80,0,0,,0,0,54,244,119,6,0,0,2,0,67,63,94.0,1
7,529f49ab,5fdb6c19,18bb7c10,DM,28-176,90,90,5,30,55,10,0,87,0,1,0.0,0,0,63,307,158,6,2,0,1,4,66,63,95.5,0
8,fce2302c,5fdb6c19,18bb7c10,LB,24-184,64,53,0,15,22,17,1,45,2,2,100.0,2,0,32,147,78,5,1,0,1,2,33,30,90.9,4
9,a65c844b,5fdb6c19,18bb7c10,LB,21-314,26,27,1,15,6,7,0,21,1,1,100.0,1,0,15,98,65,1,1,0,0,0,15,15,100.0,1
10,67ac5bb8,5fdb6c19,18bb7c10,CB,23-352,90,86,12,48,37,3,1,85,0,0,,0,0,70,333,138,3,0,0,0,0,71,71,100.0,0
11,35e413f1,5fdb6c19,18bb7c10,CB,24-059,90,73,11,38,42,4,0,73,0,1,0.0,0,0,61,452,279,6,2,0,0,0,60,60,100.0,0
12,b3af9be1,5fdb6c19,18bb7c10,RB,23-031,90,91,1,18,53,23,1,84,0,0,,0,0,58,216,90,2,0,1,1,2,59,59,100.0,4
13,466fb2c5,5fdb6c19,18bb7c10,GK,23-206,90,43,37,43,0,0,0,32,0,0,,0,0,23,80,26,0,0,0,0,0,20,20,100.0,0
0,2500cef9,49a36a4e,cd051869,FW,25-098,68,25,0,3,13,12,3,25,0,0,,0,0,14,103,71,4,2,1,0,3,44,20,45.5,8
1,82c215a0,49a36a4e,cd051869,FW,22-175,22,5,0,0,1,4,1,5,0,0,,0,0,2,7,4,0,0,0,0,1,10,4,40.0,1
2,6afaebf2,49a36a4e,cd051869,FW,22-125,90,41,1,3,24,20,3,39,1,3,33.3,1,0,27,147,97,6,4,1,2,3,61,31,50.8,14
3,0f134faf,49a36a4e,cd051869,CM,25-343,68,62,0,5,41,19,1,56,0,3,0.0,2,1,41,148,72,5,2,0,1,0,48,39,81.3,2
4,f7b1d4e0,49a36a4e,cd051869,"WB,CM",28-095,22,17,0,1,7,10,3,15,1,1,100.0,1,0,11,66,32,2,1,0,0,0,16,12,75.0,7
5,2886c9b5,49a36a4e,cd051869,CM,23-246,90,30,0,4,14,18,2,30,2,2,100.0,2,0,25,121,90,5,4,0,2,1,37,19,51.4,5
6,df0a4c90,49a36a4e,cd051869,DM,27-275,90,64,0,12,38,17,4,59,0,0,,0,0,25,126,56,2,1,0,0,0,34,31,91.2,2
7,8a3c1dc7,49a36a4e,cd051869,WB,24-155,76,54,0,9,23,24,3,53,0,1,0.0,0,0,33,166,86,4,0,0,1,0,40,34,85.0,2
8,2944f86f,49a36a4e,cd051869,CM,23-343,14,11,0,3,5,3,1,9,0,0,,0,0,6,28,20,1,0,0,0,0,8,6,75.0,0
9,57c94db2,49a36a4e,cd051869,WB,22-169,90,40,0,5,18,17,1,39,0,1,0.0,0,0,26,143,72,5,0,1,0,2,36,25,69.4,5
10,8449d35e,49a36a4e,cd051869,CB,23-214,90,109,8,41,55,19,4,94,3,3,100.0,3,0,60,478,321,9,0,0,0,0,65,63,96.9,3
11,172e52d8,49a36a4e,cd051869,CB,30-300,90,68,9,42,24,5,3,66,0,0,,0,0,36,156,87,2,0,0,1,0,42,40,95.2,0
12,7aee4dd3,49a36a4e,cd051869,CB,26-129,90,83,1,24,49,20,2,61,0,0,,0,0,40,341,184,6,5,0,0,0,44,41,93.2,0
13,f127d782,49a36a4e,cd051869,GK,23-241,90,36,31,35,2,0,0,29,0,0,,0,0,24,87,46,0,0,0,0,0,23,23,100.0,0
0,2c44a35d,49a36a4e,2abfe087,FW,24-025,89,31,1,2,13,17,6,31,1,3,33.3,1,1,17,69,44,2,0,1,6,2,50,25,50.0,5
1,17d45fb2,49a36a4e,2abfe087,FW,26-262,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0
2,43458538,49a36a4e,2abfe087,LW,29-329,90,36,4,16,12,9,1,35,2,3,66.7,2,0,21,114,41,3,0,0,6,1,28,20,71.4,5
3,71b47ab9,49a36a4e,2abfe087,RW,22-234,76,39,2,10,22,11,0,38,2,2,100.0,2,0,24,91,51,5,1,0,2,3,33,25,75.8,3
4,1770bd68,49a36a4e,2abfe087,RW,28-071,14,6,1,2,2,2,0,6,0,0,,0,0,3,2,1,0,0,0,1,1,4,3,75.0,1
5,6cdd8245,49a36a4e,2abfe087,AM,32-120,57,26,1,3,14,10,0,21,0,0,,0,0,13,29,11,1,1,0,2,1,18,13,72.2,1
6,e8832875,49a36a4e,2abfe087,AM,20-075,33,18,1,5,13,1,0,16,1,1,100.0,1,0,9,49,31,1,1,0,0,3,14,10,71.4,1
7,2acd49b9,49a36a4e,2abfe087,DM,32-116,90,38,7,23,13,3,0,37,0,0,,0,0,12,86,31,1,0,0,0,0,23,19,82.6,1
8,5aaef9ef,49a36a4e,2abfe087,DM,34-287,90,45,1,13,27,6,1,44,1,2,50.0,1,1,12,60,38,1,0,0,1,2,20,12,60.0,0
9,3631ad41,49a36a4e,2abfe087,LB,21-094,90,44,4,18,17,10,0,36,0,0,,0,0,15,72,17,0,0,0,0,1,13,12,92.3,1
10,89e4b358,49a36a4e,2abfe087,CB,32-307,90,27,6,13,14,1,0,25,0,0,,0,0,5,10,4,0,0,0,0,0,6,6,100.0,0
11,7ed4921e,49a36a4e,2abfe087,CB,28-100,90,44,13,29,15,1,0,43,0,0,,0,0,11,40,17,0,0,0,0,0,14,14,100.0,0
12,e5d01ecf,49a36a4e,2abfe087,RB,30-311,90,66,8,28,28,12,0,48,0,0,,0,0,21,79,39,0,0,0,2,0,21,20,95.2,0
13,1c0eea98,49a36a4e,2abfe087,GK,27-154,90,26,21,24,2,0,0,15,0,0,,0,0,8,79,68,0,0,0,0,0,5,5,100.0,0
0,b66315ae,d46b4a18,b8fd03ef,FW,24-252,90,33,0,1,8,24,10,32,1,2,50.0,1,0,25,118,41,4,0,1,2,2,51,26,51.0,10
1,b0b4fd3e,d46b4a18,b8fd03ef,LW,26-092,73,46,0,0,14,33,8,42,0,0,,0,0,40,233,120,11,0,2,0,2,50,38,76.0,11
2,e46012d4,d46b4a18,b8fd03ef,CM,30-166,17,28,0,1,14,15,2,28,0,1,0.0,0,0,24,112,72,5,2,0,0,0,24,24,100.0,4
3,b400bde0,d46b4a18,b8fd03ef,RW,27-003,90,58,0,1,14,50,10,56,2,6,33.3,3,0,54,255,150,14,4,2,2,1,65,50,76.9,13
4,819b3158,d46b4a18,b8fd03ef,CM,31-048,55,55,0,2,29,29,2,47,0,0,,0,0,37,197,60,4,1,0,0,1,45,39,86.7,2
5,ed1e53f3,d46b4a18,b8fd03ef,"LW,CM",21-197,35,30,0,1,10,20,3,27,1,1,100.0,1,0,23,40,6,0,1,0,0,1,28,25,89.3,3
6,3eb22ec9,d46b4a18,b8fd03ef,CM,27-123,90,70,0,2,30,47,11,68,1,3,33.3,1,0,51,334,232,15,8,2,1,0,70,57,81.4,9
7,6434f10d,d46b4a18,b8fd03ef,DM,25-172,90,95,2,10,55,32,3,95,0,0,,0,0,75,245,123,6,0,0,0,2,82,77,93.9,4
8,51cf8561,d46b4a18,b8fd03ef,LB,24-361,90,117,1,9,74,44,0,110,1,2,50.0,1,0,95,481,254,13,5,0,1,0,96,93,96.9,1
9,119b9a8e,d46b4a18,b8fd03ef,CB,27-198,90,95,2,29,69,6,3,95,0,0,,0,0,77,439,303,12,1,0,0,0,81,78,96.3,1
10,31c69ef1,d46b4a18,b8fd03ef,CB,24-211,90,85,1,20,68,2,0,83,0,0,,0,0,67,301,218,7,1,0,0,0,68,67,98.5,0
11,bd6351cd,d46b4a18,b8fd03ef,RB,27-198,90,155,0,10,90,74,4,146,2,4,50.0,2,0,126,562,361,24,14,1,0,2,126,125,99.2,4
12,3bb7b8b4,d46b4a18,b8fd03ef,GK,28-116,90,22,17,22,0,0,0,21,0,0,,0,0,19,76,43,0,0,0,0,0,17,17,100.0,0
0,9a28eba4,d46b4a18,8cec06e1,"FW,AM",25-320,66,16,0,3,14,3,0,16,4,5,80.0,4,0,18,102,16,2,1,0,3,0,37,14,37.8,3
1,169fd162,d46b4a18,8cec06e1,AM,25-319,24,8,0,0,7,2,0,6,0,1,0.0,0,0,6,11,6,0,0,0,2,0,8,5,62.5,1
2,b561db50,d46b4a18,8cec06e1,FW,30-220,44,19,2,3,10,6,4,18,0,1,0.0,0,0,9,19,12,1,0,0,2,0,18,12,66.7,4
3,f5a00fa4,d46b4a18,8cec06e1,"CM,DM",35-094,90,44,3,22,21,1,0,42,2,2,100.0,2,0,29,78,36,1,0,0,2,0,31,28,90.3,0
4,5a7301ae,d46b4a18,8cec06e1,"CM,DM",26-240,86,28,4,12,14,3,0,27,1,1,100.0,1,0,7,24,17,0,0,0,1,0,21,11,52.4,1
5,7fcc71d8,d46b4a18,8cec06e1,CM,26-051,4,4,0,1,2,1,0,4,0,1,0.0,0,0,4,20,16,0,0,0,0,0,6,4,66.7,0
6,44bfb6c5,d46b4a18,8cec06e1,DM,24-273,81,49,3,21,27,1,0,46,0,0,,0,0,24,47,16,1,0,0,0,0,33,32,97.0,0
7,77e39b04,d46b4a18,8cec06e1,CM,21-347,9,8,0,2,7,1,0,8,0,3,0.0,1,1,7,27,22,0,0,0,0,0,8,6,75.0,1
8,9b398aea,d46b4a18,8cec06e1,WB,20-188,90,60,11,39,19,2,0,51,3,5,60.0,5,0,31,161,105,2,0,0,1,3,31,27,87.1,0
9,d04b94db,d46b4a18,8cec06e1,WB,28-025,90,39,7,21,18,3,0,36,0,0,,0,0,26,188,89,1,0,0,1,0,26,21,80.8,1
10,9fbbcf39,d46b4a18,8cec06e1,CB,31-260,90,45,12,40,7,1,0,43,0,0,,0,0,19,120,71,0,0,0,0,0,27,27,100.0,0
11,2928dca2,d46b4a18,8cec06e1,CB,28-289,90,43,22,32,12,0,0,41,0,0,,0,0,19,51,16,0,0,0,0,0,21,21,100.0,0
12,d0f72bf1,d46b4a18,8cec06e1,CB,24-202,90,47,14,33,15,2,2,46,0,0,,0,0,27,140,110,1,0,0,0,1,30,28,93.3,0
