,minute,player_id,team_id,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
7,28,b318a643,6985d123,Blocked,26,Right Foot,,cc700722,Pass (Live),9f7c837d,Pass (Live)
8,30,71b47ab9,6985d123,Blocked,25,Right Foot,,43458538,Pass (Live),7ed4921e,Pass (Live)
9,30,bfdb33aa,6985d123,Off Target,20,Left Foot,Half volley,,,,
10,34,cc700722,6985d123,Blocked,32,Right Foot,,4468ec10,Pass (Live),2bd83368,Pass (Live)
11,40,cc700722,6985d123,Blocked,17,Right Foot,,2bd83368,Pass (Live),,
12,40,bfdb33aa,6985d123,Off Target,33,Right Foot,,,,,
13,45,2bd83368,6985d123,Blocked,9,Left Foot,Half volley,1b84dbe1,Pass (Live),b28bbd58,Pass (Live)
14,45+1,5aaef9ef,6985d123,Off Target,22,Left Foot,,5aaef9ef,Dribble,71b47ab9,Pass (Live)
15,45+3,71b47ab9,6985d123,Blocked,17,Right Foot,Volley,5aaef9ef,Pass (Live),17d45fb2,Pass (Live)
16,47,43458538,6985d123,Blocked,12,Right Foot,,71b47ab9,Pass (Live),17d45fb2,Pass (Live)
17,52,43458538,6985d123,Blocked,23,Right Foot,Half volley,,,,
18,52,2bd83368,6985d123,Blocked,20,Right Foot,Half volley,2bd83368,Dribble,,
19,58,43458538,6985d123,Saved,7,Right Foot,,bfdb33aa,Pass (Live),3631ad41,Pass (Live)
20,60,5aaef9ef,6985d123,Off Target,29,Right Foot,,,,,
21,62,9228b07c,6985d123,Off Target,9,Head,Diving header,1b84dbe1,Pass (Dead),1b84dbe1,Fouled
22,63,1b84dbe1,6985d123,Wayward,15,Left Foot,Half volley,,,,
23,63,fa031b34,6985d123,Goal,11,Head,Diving header,c5b7c315,Pass (Live),9f7c837d,Pass (Live)
24,65,5aaef9ef,6985d123,Saved,25,Right Foot,Half volley,71b47ab9,Pass (Live),71b47ab9,Dribble
25,74,c5b7c315,6985d123,Off Target,6,Head,,1b84dbe1,Pass (Dead),fa031b34,Fouled
26,78,5aaef9ef,6985d123,Goal,7,Head,,71b47ab9,Pass (Dead),,
27,80,43458538,6985d123,Goal,13,Right Foot,Half volley,2c44a35d,Pass (Live),e8832875,Pass (Live)
28,81,2c44a35d,6985d123,Saved,16,Right Foot,Volley,,,,
29,82,5aaef9ef,6985d123,Off Target,8,Head,,71b47ab9,Pass (Dead),2c44a35d,Shot
30,84,1b84dbe1,6985d123,Off Target,13,Left Foot,Half volley,fa031b34,Pass (Live),b318a643,Pass (Live)
31,86,71b47ab9,6985d123,Off Target,20,Right Foot,,2c44a35d,Pass (Live),e8832875,Pass (Live)
32,86,e8832875,6985d123,Wayward,19,Right Foot,,2c44a35d,Tackle,,
33,86,43458538,6985d123,Goal,9,Left Foot,,43458538,Dribble,e8832875,Shot
34,90+1,2c44a35d,6985d123,Goal,12,Right Foot,,2c44a35d,Dribble,e8832875,Pass (Live)
0,10,1ecb65be,d5164fbe,Blocked,19,Right Foot,,afed6722,Pass (Live),afed6722,Dribble
1,13,beb391dd,d5164fbe,Goal,5,Head,,9a9c05db,Pass (Live),fc15fb84,Pass (Live)
2,26,97220da2,d5164fbe,Blocked,11,Right Foot,Volley,afed6722,Pass (Live),11ff3d56,Pass (Live)
3,29,68dc0dac,d5164fbe,Off Target,13,Head,,4b511457,Pass (Live),4115ce4e,Pass (Live)
4,31,6dfd8f05,d5164fbe,Off Target,23,Left Foot,Half volley,,,,
5,33,4e9a0555,d5164fbe,Saved,17,Right Foot,Deflected,fc15fb84,Pass (Live),beb391dd,Pass (Live)
6,37,1ecb65be,d5164fbe,Off Target,15,Right Foot,Half volley,ab651565,Pass (Live),97220da2,Pass (Live)
7,38,ab651565,d5164fbe,Off Target,3,Right Foot,"Open goal, Volley",97220da2,Pass (Live),afed6722,Pass (Live)
8,39,fc15fb84,d5164fbe,Blocked,22,Left Foot,,47369df8,Pass (Live),fc15fb84,Pass (Live)
9,39,afed6722,d5164fbe,Woodwork,11,Left Foot,Deflected,4b511457,Pass (Live),68dc0dac,Pass (Live)
10,41,afed6722,d5164fbe,Goal,6,Head,,ab651565,Pass (Dead),1ecb65be,Pass (Live)
11,50,97220da2,d5164fbe,Goal,12,Right Foot,,11ff3d56,Pass (Live),,
12,53,11ff3d56,d5164fbe,Off Target,29,Right Foot,,,,,
13,57,beb391dd,d5164fbe,Goal,24,Left Foot,Half volley,495945ef,Pass (Live),4e9a0555,Pass (Live)
14,61,fc15fb84,d5164fbe,Off Target,27,Left Foot,,47369df8,Pass (Live),4e9a0555,Pass (Live)
15,63,ab651565,d5164fbe,Saved,19,Right Foot,,6dfd8f05,Pass (Live),68dc0dac,Pass (Live)
16,65,495945ef,d5164fbe,Off Target,17,Right Foot,,beb391dd,Pass (Live),47369df8,Pass (Live)
17,76,ab651565,d5164fbe,Blocked,16,Right Foot,,97333cf5,Pass (Live),,
18,81,4ab53cdb,d5164fbe,Saved,14,Head,,495945ef,Pass (Dead),9a9c05db,Fouled
19,82,afed6722,d5164fbe,Off Target,23,Right Foot,Half volley,97333cf5,Pass (Live),ab651565,Pass (Live)
20,84,ab651565,d5164fbe,Blocked,24,Right Foot,,68dc0dac,Pass (Live),0b33f6ad,Pass (Live)
21,84,11ff3d56,d5164fbe,Saved,33,Right Foot,,ab651565,Shot,,
22,85,4ab53cdb,d5164fbe,Off Target,26,Right Foot,Volley,a8c19eb8,Pass (Live),9a9c05db,Pass (Live)
23,86,f2bf1b0f,d5164fbe,Off Target,13,Head,,afed6722,Pass (Live),97333cf5,Pass (Live)
24,88,f72293fc,d5164fbe,Blocked,30,Left Foot,,,,,
0,7,bd6351cd,dc93611c,Saved,21,Right Foot,,b0b4fd3e,Pass (Live),bd6351cd,Pass (Live)
1,8,6434f10d,dc93611c,Wayward,8,Head,,819b3158,Pass (Dead),bd6351cd,Shot
2,11,b66315ae,dc93611c,Saved,12,Right Foot,,819b3158,Pass (Live),b0b4fd3e,Pass (Live)
3,13,ed1e53f3,dc93611c,Blocked,16,Left Foot,,3eb22ec9,Pass (Live),86dd77d1,Pass (Live)
4,13,3eb22ec9,dc93611c,Blocked,6,Left Foot,Overhead kick,ed1e53f3,Shot,,
5,13,819b3158,dc93611c,Goal,2,Right Foot,"Open goal, Half volley",3eb22ec9,Shot,,
6,17,38ceb24a,dc93611c,Off Target,15,Left Foot,,8aec0537,Pass (Live),bb5fbd2b,Pass (Live)
7,18,f230bc30,dc93611c,Off Target,12,Head,,38ceb24a,Pass (Live),bb5fbd2b,Tackle
8,19,b0b4fd3e,dc93611c,Blocked,17,Right Foot,,ed1e53f3,Pass (Live),3eb22ec9,Pass (Live)
9,20,b66315ae,dc93611c,Saved,14,Left Foot,,b0b4fd3e,Shot,,
10,28,ed1e53f3,dc93611c,Goal,12,Left Foot,Open goal,b0b4fd3e,Pass (Live),3eb22ec9,Pass (Live)
11,31,b0b4fd3e,dc93611c,Saved,10,Right Foot,,b66315ae,Pass (Live),b66315ae,Dribble
12,31,b66315ae,dc93611c,Blocked,14,Left Foot,,b0b4fd3e,Shot,,
13,31,ed1e53f3,dc93611c,Goal,8,Other,,b66315ae,Shot,,
14,43,bb5fbd2b,dc93611c,Saved,22,Right Foot,,f230bc30,Pass (Live),b2d31e83,Pass (Live)
15,45+1,ed1e53f3,dc93611c,Saved,17,Left Foot,,819b3158,Pass (Live),,
16,45+2,b0b4fd3e,dc93611c,Saved,21,Right Foot,,3eb22ec9,Pass (Live),3eb22ec9,Dribble
17,46,bd6351cd,dc93611c,Blocked,21,Left Foot,,b0b4fd3e,Pass (Live),bd6351cd,Pass (Live)
18,47,bd6351cd,dc93611c,Saved,64,Right Foot,Free kick,b0b4fd3e,Fouled,b66315ae,Pass (Live)
19,49,ed1e53f3,dc93611c,Off Target,16,Right Foot,,bd6351cd,Pass (Live),819b3158,Pass (Live)
20,53,31c69ef1,dc93611c,Wayward,9,Right Foot,Back heel,819b3158,Pass (Dead),,
21,55,8aec0537,dc93611c,Saved,11,Left Foot,Half volley,38ceb24a,Pass (Live),8aec0537,Pass (Live)
22,58,38ceb24a,dc93611c,Saved,22,Right Foot,,f230bc30,Pass (Live),38ceb24a,Pass (Live)
23,61,38ceb24a,dc93611c,Saved,13,Left Foot,,f230bc30,Pass (Live),1d5cab82,Pass (Live)
24,64,f230bc30,dc93611c,Blocked,16,Right Foot,,f230bc30,Dribble,1daec722,Pass (Live)
25,74,bb5fbd2b,dc93611c,Off Target,22,Left Foot,,f4e433d4,Tackle,,
26,81,83d074ff,dc93611c,Goal,12,Right Foot,,1d5cab82,Fouled,38ceb24a,Pass (Live)
27,86,f4e433d4,dc93611c,Off Target,14,Right Foot,,f4e433d4,Dribble,,
28,89,ed1e53f3,dc93611c,Saved,8,Left Foot,,e46012d4,Pass (Live),bd6351cd,Pass (Live)
29,90+1,ed1e53f3,dc93611c,Blocked,17,Left Foot,,e46012d4,Pass (Live),101da2b5,Pass (Live)
30,90+3,ed1e53f3,dc93611c,Blocked,14,Left Foot,,e46012d4,Pass (Live),6434f10d,Pass (Live)
31,90+4,bd6351cd,dc93611c,Saved,21,Right Foot,,e46012d4,Pass (Live),119b9a8e,Pass (Live)
32,90+5,892d5bb1,dc93611c,Goal,12,Left Foot,,ed1e53f3,Pass (Live),101da2b5,Pass (Live)
0,2,5a04fd92,70c508ee,Blocked,16,Right Foot,,6613c819,Pass (Live),,
1,8,79c84d1c,70c508ee,Blocked,19,Left Foot,,82927de4,Pass (Live),5a04fd92,Pass (Live)
2,8,82927de4,70c508ee,Saved,13,Right Foot,Volley,79c84d1c,Pass (Live),9319781b,Pass (Live)
3,11,8b04d6c1,70c508ee,Saved,39,Right Foot,,92e7e919,Pass (Live),ac861941,Tackle
4,14,6613c819,70c508ee,Off Target,14,Left Foot,Volley,ac05f970,Pass (Live),4f974391,Pass (Dead)
5,19,82927de4,70c508ee,Off Target,20,Right Foot,Half volley,,,,
6,20,2b622f01,70c508ee,Off Target,11,Right Foot,,92e7e919,Pass (Live),,
7,25,92e7e919,70c508ee,Saved,13,Right Foot,,5cdddffa,Pass (Live),92e7e919,Pass (Live)
8,33,9319781b,70c508ee,Off Target,19,Right Foot,Half volley,6613c819,Pass (Live),79c84d1c,Pass (Live)
9,35,6613c819,70c508ee,Off Target,4,Head,,82927de4,Pass (Live),4f974391,Pass (Live)
10,38,5cdddffa,70c508ee,Blocked,21,Right Foot,Half volley,,,,
11,39,3353737a,70c508ee,Wayward,27,Left Foot,Half volley,,,,
12,40,5cdddffa,70c508ee,Saved,11,Head,,3353737a,Pass (Live),21a66f6a,Pass (Live)
13,41,ac05f970,70c508ee,Off Target,10,Left Foot,,9319781b,Pass (Live),ce4246f5,Pass (Live)
14,44,21a66f6a,70c508ee,Saved,8,Head,,3353737a,Pass (Live),2b622f01,Pass (Live)
15,47,5a04fd92,70c508ee,Blocked,19,Right Foot,,9328b835,Pass (Live),,
16,47,79c84d1c,70c508ee,Blocked,13,Left Foot,,5a04fd92,Shot,,
17,71,82927de4,70c508ee,Saved,18,Right Foot,Deflected,82927de4,Tackle,,
18,72,ac05f970,70c508ee,Goal,5,Right Foot,Volley,4f974391,Pass (Dead),82927de4,Shot
19,82,5a04fd92,70c508ee,Saved,10,Left Foot,,ac05f970,Pass (Live),ac05f970,Tackle
0,2,df0a4c90,b5c25937,Saved,11,Right Foot,Half volley,,,,
1,3,172e52d8,b5c25937,Off Target,3,Head,,df0a4c90,Pass (Live),,
2,9,6afaebf2,b5c25937,Off Target,17,Left Foot,,e09f279b,Pass (Live),1137759d,Pass (Live)
3,14,56f7a928,b5c25937,Goal,30,Right Foot,Half volley,,,,
4,17,ee38d9c5,b5c25937,Off Target,27,Right Foot,,56f7a928,Pass (Live),56f7a928,Dribble
5,20,6afaebf2,b5c25937,Saved,20,Left Foot,,1137759d,Pass (Live),6afaebf2,Pass (Live)
6,24,6afaebf2,b5c25937,Blocked,24,Left Foot,,0db5d2c8,Pass (Live),1137759d,Pass (Live)
7,27,2944f86f,b5c25937,Wayward,13,Right Foot,Volley,e541326e,Pass (Live),0f134faf,Pass (Dead)
8,35,e09f279b,b5c25937,Saved,8,Head,,2944f86f,Pass (Live),df0a4c90,Pass (Live)
9,36,0db5d2c8,b5c25937,Blocked,8,Head,,0f134faf,Pass (Dead),e09f279b,Shot
10,36,8a3c1dc7,b5c25937,Off Target,22,Left Foot,,e541326e,Pass (Live),0db5d2c8,Shot
11,47,ee38d9c5,b5c25937,Saved,30,Right Foot,,c92e1a31,Pass (Live),1a4ef233,Interception
12,48,e09f279b,b5c25937,Saved,13,Head,,1137759d,Pass (Live),,
13,56,ae59b359,b5c25937,Saved,22,Right Foot,,ee38d9c5,Pass (Live),ee38d9c5,Fouled
14,60,0db5d2c8,b5c25937,Goal,6,Head,,0f134faf,Pass (Dead),,
15,62,ca45605e,b5c25937,Off Target,12,Head,,c92e1a31,Pass (Live),ca45605e,Pass (Live)
16,71,a8c0acb7,b5c25937,Blocked,10,Right Foot,Volley,,,,
17,73,df0a4c90,b5c25937,Wayward,15,Head,,0f134faf,Pass (Dead),2944f86f,Fouled
18,74,ee38d9c5,b5c25937,Goal,10,Right Foot,Open goal,ca45605e,Pass (Live),56f7a928,Pass (Live)
19,82,c92e1a31,b5c25937,Off Target,26,Left Foot,,75a72a99,Pass (Live),1a4ef233,Pass (Live)
20,84,819aa8e7,b5c25937,Saved,15,Right Foot,,56f7a928,Pass (Live),819aa8e7,Pass (Live)
21,87,df0a4c90,b5c25937,Blocked,20,Right Foot,,e09f279b,Pass (Live),,
22,90+3,e09f279b,b5c25937,Off Target,31,Right Foot,,0f134faf,Pass (Live),f7b1d4e0,Pass (Live)
23,90+5,ca45605e,b5c25937,Blocked,12,Right Foot,Half volley,,,,
24,90+6,ca45605e,b5c25937,Saved,24,Right Foot,,56f7a928,Pass (Live),,
0,4,507c7bdf,b886bec4,Off Target,13,Right Foot,,58eee997,Pass (Live),dea698d9,Pass (Live)
1,5,f25c8e3a,b886bec4,Goal,14,Right Foot,,e342ad68,Pass (Live),4c370d81,Pass (Live)
2,7,4c370d81,b886bec4,Saved,10,Left Foot,,f25c8e3a,Pass (Live),f25c8e3a,Interception
3,9,e342ad68,b886bec4,Off Target,15,Left Foot,,4c370d81,Pass (Live),cd1acf9d,Pass (Live)
4,10,a1d5bd30,b886bec4,Off Target,27,Right Foot,,a1d5bd30,Fouled,b853e0ad,Pass (Live)
5,13,178ae8f8,b886bec4,Goal,5,Left Foot,Open goal,cd1acf9d,Pass (Live),f25c8e3a,Pass (Live)
6,17,d8931174,b886bec4,Wayward,9,Head,,9c94165b,Pass (Dead),,
7,19,dea698d9,b886bec4,Off Target,18,Right Foot,,507c7bdf,Pass (Live),,
8,22,9c94165b,b886bec4,Off Target,26,Left Foot,,d93c2511,Pass (Live),9e525177,Pass (Live)
9,29,58eee997,b886bec4,Saved,23,Left Foot,,507c7bdf,Pass (Live),9e525177,Pass (Live)
10,30,935e6b8f,b886bec4,Blocked,29,Right Foot,,f25c8e3a,Pass (Live),,
11,31,f25c8e3a,b886bec4,Wayward,25,Right Foot,Half volley,,,,
12,31,4c370d81,b886bec4,Off Target,8,Right Foot,Half volley,f25c8e3a,Shot,,
13,32,e342ad68,b886bec4,Saved,8,Left Foot,,,,,
14,35,a1d5bd30,b886bec4,Blocked,7,Head,,9c94165b,Pass (Dead),,
15,36,a1d5bd30,b886bec4,Saved,18,Right Foot,Volley,507c7bdf,Pass (Live),9c94165b,Pass (Live)
16,38,e342ad68,b886bec4,Blocked,20,Left Foot,,178ae8f8,Pass (Live),4c370d81,Pass (Live)
17,38,e342ad68,b886bec4,Goal,7,Right Foot,,f25c8e3a,Pass (Live),e342ad68,Shot
18,45+1,dea698d9,b886bec4,Saved,11,Right Foot,,58eee997,Pass (Live),a1d5bd30,Pass (Live)
19,45+5,e342ad68,b886bec4,Goal,15,Left Foot,Half volley,178ae8f8,Pass (Live),2e4f5f03,Pass (Live)
20,47,4c370d81,b886bec4,Wayward,13,Head,,cd1acf9d,Pass (Dead),4fb9c88f,Fouled
21,50,e342ad68,b886bec4,Goal,10,Left Foot,,935e6b8f,Pass (Live),4c370d81,Tackle
22,56,e342ad68,b886bec4,Blocked,19,Left Foot,,cd1acf9d,Pass (Dead),178ae8f8,Fouled
23,71,cd1acf9d,b886bec4,Saved,23,Right Foot,,38c7feef,Pass (Live),935e6b8f,Pass (Live)
24,81,c691bfe2,b886bec4,Blocked,17,Left Foot,,935e6b8f,Pass (Live),5ed9b537,Pass (Live)
25,82,178ae8f8,b886bec4,Blocked,25,Left Foot,,4fb9c88f,Pass (Live),935e6b8f,Pass (Live)
26,83,527f063d,b886bec4,Blocked,4,Left Foot,Half volley,d93c2511,Pass (Live),d9565625,Pass (Dead)
27,85,38c7feef,b886bec4,Off Target,26,Left Foot,,935e6b8f,Pass (Live),,
28,90+2,4fb9c88f,b886bec4,Blocked,14,Left Foot,,e342ad68,Pass (Live),935e6b8f,Pass (Live)
29,90+3,dea698d9,b886bec4,Blocked,15,Left Foot,,d9565625,Pass (Live),d8931174,Pass (Dead)
30,90+3,dea698d9,b886bec4,Off Target,19,Left Foot,Volley,d93c2511,Pass (Live),,
0,5,67ac5bb8,719b57c6,Goal,5,Head,,bc7dc64d,Pass (Dead),,
1,7,d5dd5f1f,719b57c6,Saved,15,Left Foot,,d5dd5f1f,Dribble,d5dd5f1f,Fouled
2,11,529f49ab,719b57c6,Saved,25,Left Foot,,bc7dc64d,Pass (Live),bc7dc64d,Interception
3,13,ee38d9c5,719b57c6,Blocked,26,Right Foot,Free kick,ee38d9c5,Fouled,45963054,Pass (Live)
4,13,1b4f1169,719b57c6,Blocked,32,Right Foot,,17695062,Pass (Live),,
5,18,17695062,719b57c6,Goal,14,Right Foot,,,,,
6,28,c92e1a31,719b57c6,Saved,26,Left Foot,,56f7a928,Pass (Live),21166ff4,Pass (Live)
7,39,56f7a928,719b57c6,Saved,30,Right Foot,Half volley,ae59b359,Pass (Live),1a4ef233,Pass (Live)
8,43,ee38d9c5,719b57c6,Saved to Post,23,Right Foot,Free kick,ee38d9c5,Fouled,56f7a928,Pass (Live)
9,43,f8fcd2a5,719b57c6,Saved to Post,2,Right Foot,Half volley,ee38d9c5,Shot,,
10,48,a65c844b,719b57c6,Blocked,23,Left Foot,,bc7dc64d,Pass (Live),b3af9be1,Pass (Live)
11,52,3ea50f67,719b57c6,Off Target,19,Right Foot,Volley,45963054,Pass (Live),ee38d9c5,Pass (Live)
12,55,fc027d02,719b57c6,Off Target,16,Left Foot,,56f7a928,Pass (Live),ae59b359,Pass (Live)
13,57,56f7a928,719b57c6,Off Target,23,Right Foot,Half volley,,,,
14,58,7c104bb7,719b57c6,Saved,9,Right Foot,,45963054,Pass (Live),56f7a928,Pass (Live)
15,62,3ea50f67,719b57c6,Saved,8,Right Foot,,ee38d9c5,Pass (Live),ee38d9c5,Dribble
16,65,3ea50f67,719b57c6,Saved,27,Right Foot,,fc027d02,Pass (Live),ee38d9c5,Pass (Live)
17,67,45963054,719b57c6,Off Target,13,Head,,56f7a928,Pass (Live),21166ff4,Pass (Live)
18,70,d5dd5f1f,719b57c6,Saved,4,Right Foot,Volley,17695062,Pass (Dead),,
19,70,bc7dc64d,719b57c6,Blocked,13,Left Foot,,79300479,Pass (Live),1b4f1169,Pass (Live)
20,71,bc7dc64d,719b57c6,Off Target,17,Left Foot,,79300479,Pass (Live),1b4f1169,Pass (Live)
21,74,3ea50f67,719b57c6,Off Target,11,Head,,56f7a928,Pass (Live),ca45605e,Pass (Live)
22,79,3ea50f67,719b57c6,Saved,6,Left Foot,,45963054,Pass (Live),3ea50f67,Pass (Live)
23,83,56f7a928,719b57c6,Blocked,25,Left Foot,,197640fd,Pass (Live),ca45605e,Pass (Live)
24,84,3ea50f67,719b57c6,Blocked,6,Head,,197640fd,Pass (Dead),56f7a928,Shot
0,9,6622454d,49478cd2,Blocked,16,Right Foot,Half volley,1265a93a,Pass (Live),,
1,13,c596fcb0,49478cd2,Off Target,11,Head,,71ef519e,Pass (Dead),d56543a0,Fouled
2,24,fed7cb61,49478cd2,Blocked,22,Left Foot,,15f3ec41,Pass (Live),15f3ec41,Dribble
3,31,b9fbae28,49478cd2,Blocked,21,Right Foot,Half volley,,,,
4,33,fed7cb61,49478cd2,Wayward,9,Right Foot,Volley,1265a93a,Pass (Live),45db685d,Pass (Live)
5,33,6622454d,49478cd2,Off Target,6,Left Foot,"Open goal, Half volley",fed7cb61,Shot,,
6,43,450ab6fc,49478cd2,Blocked,6,Head,,2b91cf8e,Pass (Live),450ab6fc,Pass (Live)
7,45,6622454d,49478cd2,Off Target,30,Left Foot,Free kick,fed7cb61,Fouled,45db685d,Pass (Live)
8,46,6622454d,49478cd2,Saved,19,Left Foot,,15f3ec41,Pass (Live),6622454d,Pass (Live)
9,48,6622454d,49478cd2,Woodwork,25,Left Foot,Deflected,1cb49278,Pass (Live),18b896d6,Pass (Live)
10,50,fed7cb61,49478cd2,Saved,21,Right Foot,,d2424d1b,Pass (Live),fed7cb61,Pass (Live)
11,52,45db685d,49478cd2,Off Target,27,Right Foot,,6622454d,Pass (Live),fed7cb61,Pass (Live)
12,55,a2b105e0,49478cd2,Blocked,27,Right Foot,Half volley,,,,
13,56,18b896d6,49478cd2,Off Target,27,Right Foot,Half volley,15f3ec41,Pass (Live),,
14,57,fed7cb61,49478cd2,Blocked,21,Left Foot,,6622454d,Pass (Live),b9fbae28,Pass (Live)
15,58,2b16cb1a,49478cd2,Wayward,20,Left Foot,Half volley,,,,
16,60,1265a93a,49478cd2,Saved,24,Right Foot,,,,,
17,65,1265a93a,49478cd2,Goal,12,Left Foot,Half volley,,,,
18,72,18b896d6,49478cd2,Wayward,9,Head,,d2424d1b,Pass (Dead),15f3ec41,Pass (Live)
19,77,e97fd090,49478cd2,Blocked,18,Right Foot,,1265a93a,Pass (Live),e97fd090,Pass (Live)
20,77,1265a93a,49478cd2,Goal,19,Right Foot,Half volley,e97fd090,Shot,,
21,81,45db685d,49478cd2,Goal,12,Right Foot,,fed7cb61,Fouled,3a24769f,Pass (Live)
22,84,862a1c15,49478cd2,Blocked,27,Left Foot,,758dd7f0,Pass (Live),862a1c15,Pass (Live)
23,84,758dd7f0,49478cd2,Saved,21,Left Foot,,3727dd3c,Pass (Live),862a1c15,Pass (Live)
24,87,1265a93a,49478cd2,Off Target,18,Right Foot,Volley,,,,
0,3,bb5fbd2b,c68998b5,Saved,11,Left Foot,,38ceb24a,Pass (Live),1daec722,Pass (Live)
1,4,935e6b8f,c68998b5,Goal,18,Right Foot,,e342ad68,Pass (Live),e06683ca,Pass (Live)
2,11,99813635,c68998b5,Off Target,22,Right Foot,,38ceb24a,Pass (Live),bb5fbd2b,Pass (Live)
3,15,6c203af0,c68998b5,Saved to Post,23,Right Foot,,,,,
4,16,4c370d81,c68998b5,Off Target,15,Right Foot,,e342ad68,Pass (Live),f25c8e3a,Pass (Live)
5,24,c691bfe2,c68998b5,Goal,8,Head,,38c7feef,Pass (Live),5ed9b537,Pass (Live)
6,28,1d5cab82,c68998b5,Off Target,5,Head,,1daec722,Pass (Live),38ceb24a,Pass (Live)
7,33,4c370d81,c68998b5,Blocked,14,Right Foot,,c691bfe2,Pass (Live),4fb9c88f,Pass (Live)
8,41,1d5cab82,c68998b5,Goal,28,Right Foot,,bb5fbd2b,Pass (Live),99813635,Pass (Live)
9,49,99813635,c68998b5,Saved,15,Left Foot,,bb5fbd2b,Pass (Live),,
10,52,38ceb24a,c68998b5,Blocked,19,Right Foot,,99813635,Pass (Live),1daec722,Pass (Live)
11,53,4c370d81,c68998b5,Off Target,27,Right Foot,,2e4f5f03,Pass (Live),c691bfe2,Pass (Live)
12,55,38c7feef,c68998b5,Blocked,22,Right Foot,,38c7feef,Dribble,cd1acf9d,Pass (Live)
13,59,38c7feef,c68998b5,Off Target,24,Right Foot,Volley,,,,
14,61,e342ad68,c68998b5,Saved,19,Left Foot,,4c370d81,Pass (Live),5ed9b537,Pass (Live)
15,64,4c370d81,c68998b5,Blocked,20,Right Foot,,38c7feef,Pass (Live),cd1acf9d,Pass (Live)
16,65,38ceb24a,c68998b5,Goal,9,Right Foot,,38ceb24a,Dribble,99813635,Pass (Live)
17,67,1daec722,c68998b5,Saved,26,Left Foot,,38ceb24a,Pass (Live),dad4b285,Pass (Live)
18,72,cd1acf9d,c68998b5,Off Target,25,Right Foot,,935e6b8f,Pass (Dead),4fb9c88f,Fouled
19,74,935e6b8f,c68998b5,Off Target,23,Right Foot,Half volley,,,,
20,79,7314bba4,c68998b5,Wayward,5,Other,,8aec0537,Pass (Dead),1daec722,Pass (Live)
21,88,e342ad68,c68998b5,Blocked,15,Right Foot,,178ae8f8,Pass (Live),cd1acf9d,Pass (Live)
22,88,935e6b8f,c68998b5,Blocked,33,Right Foot,,e342ad68,Shot,,
23,90+1,c691bfe2,c68998b5,Blocked,12,Right Foot,Half volley,2e4f5f03,Pass (Dead),38c7feef,Fouled
0,4,4e9a0555,c8915e9e,Goal,20,Right Foot,Half volley,,,,
1,8,4e9a0555,c8915e9e,Saved,7,Head,,f72293fc,Pass (Live),9a9c05db,Pass (Live)
2,27,e09f279b,c8915e9e,Saved,13,Right Foot,,1137759d,Pass (Live),e541326e,Pass (Live)
3,28,1137759d,c8915e9e,Blocked,18,Right Foot,Volley,,,,
4,29,f72293fc,c8915e9e,Saved,17,Left Foot,,495945ef,Pass (Live),,
5,30,15ea812b,c8915e9e,Off Target,3,Head,,495945ef,Pass (Dead),fc15fb84,Dribble
6,32,9a9c05db,c8915e9e,Goal,5,Head,,cc2d7ad5,Pass (Live),beb391dd,Pass (Live)
7,36,beb391dd,c8915e9e,Goal,18,Right Foot,,fc15fb84,Pass (Live),495945ef,Pass (Live)
8,41,f72293fc,c8915e9e,Wayward,11,Right Foot,,beb391dd,Pass (Live),4e9a0555,Pass (Live)
9,41,4e9a0555,c8915e9e,Blocked,6,Left Foot,Half volley,,,,
10,43,8df7a2fb,c8915e9e,Off Target,7,Head,,4e9a0555,Shot,,
11,44,4e9a0555,c8915e9e,Off Target,26,Left Foot,,47369df8,Pass (Live),495945ef,Pass (Live)
12,49,4e9a0555,c8915e9e,Off Target,7,Head,,9a9c05db,Pass (Live),f72293fc,Pass (Live)
13,50,df0a4c90,c8915e9e,Saved,24,Right Foot,Volley,2944f86f,Pass (Live),e09f279b,Pass (Live)
14,55,e09f279b,c8915e9e,Blocked,9,Right Foot,Half volley,df0a4c90,Pass (Live),0f134faf,Pass (Live)
15,55,2944f86f,c8915e9e,Blocked,25,Right Foot,,,,,
16,55,e09f279b,c8915e9e,Wayward,8,Right Foot,,e09f279b,Tackle,,
17,61,9a9c05db,c8915e9e,Off Target,31,Right Foot,Half volley,,,,
18,62,fc15fb84,c8915e9e,Off Target,23,Left Foot,,f72293fc,Pass (Live),15ea812b,Pass (Live)
19,65,82c215a0,c8915e9e,Blocked,10,Left Foot,Half volley,0f134faf,Pass (Dead),,
20,67,df0a4c90,c8915e9e,Off Target,25,Right Foot,,0f134faf,Pass (Live),8a3c1dc7,Pass (Live)
21,72,cc2d7ad5,c8915e9e,Wayward,21,Left Foot,Volley,,,,
22,74,e09f279b,c8915e9e,Off Target,24,Left Foot,,f7b1d4e0,Pass (Live),1137759d,Pass (Live)
23,76,fc15fb84,c8915e9e,Off Target,33,Left Foot,Free kick,fc15fb84,Fouled,4e9a0555,Pass (Live)
24,79,f7b1d4e0,c8915e9e,Goal,14,Right Foot,Volley,df0a4c90,Pass (Live),8449d35e,Pass (Live)
25,86,f7b1d4e0,c8915e9e,Blocked,26,Right Foot,Free kick,8a3c1dc7,Fouled,,
