,minute,player_id,team_id,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
7,18,291e3ec3,4574a1a6,Goal,10,Right Foot,,5e74d6c8,Pass (Live),5e74d6c8,Interception
8,22,c5b7c315,4574a1a6,Off Target,14,Right Foot,Half volley,,,,
9,25,59e6e5bf,4574a1a6,Saved,12,Head,,4468ec10,Pass (Live),b318a643,Pass (Live)
10,31,bcfb0142,4574a1a6,Wayward,10,Head,,6c6a3300,Pass (Dead),0745b37d,Pass (Live)
11,34,b318a643,4574a1a6,Saved,12,Right Foot,Volley,0420d84f,Pass (Live),02b29014,Pass (Live)
12,41,f5044e54,4574a1a6,Wayward,31,Left Foot,,,,,
13,42,02b29014,4574a1a6,Blocked,26,Right Foot,Half volley,,,,
14,48,f5044e54,4574a1a6,Saved,25,Right Foot,Volley,,,,
15,50,a8d4428b,4574a1a6,Blocked,18,Right Foot,Half volley,,,,
16,60,fa031b34,4574a1a6,Goal,12,Right Foot,Overhead kick,,,,
17,62,a8d4428b,4574a1a6,Blocked,14,Left Foot,,,,,
18,66,f5044e54,4574a1a6,Wayward,27,Right Foot,Volley,,,,
19,68,fa031b34,4574a1a6,Blocked,5,Head,,2bd83368,Pass (Dead),9f7c837d,Pass (Live)
20,72,fa031b34,4574a1a6,Blocked,29,Right Foot,,4468ec10,Pass (Live),fa031b34,Pass (Live)
21,81,953c30b0,4574a1a6,Wayward,23,Left Foot,Volley,,,,
22,83,2bd83368,4574a1a6,Blocked,10,Right Foot,,9f7c837d,Pass (Live),4468ec10,Pass (Live)
23,85,9f7c837d,4574a1a6,Saved,24,Left Foot,Half volley,2bd83368,Pass (Live),59e6e5bf,Pass (Live)
24,90+5,291e3ec3,4574a1a6,Blocked,20,Right Foot,,9f333379,Pass (Live),291e3ec3,Pass (Live)
25,90+9,6c6a3300,4574a1a6,Woodwork,20,Right Foot,,9f333379,Pass (Live),953c30b0,Pass (Live)
0,1,3727dd3c,64dd3e3f,Off Target,21,Left Foot,Volley,c17bfb65,Fouled,2b16cb1a,Pass (Live)
1,8,2c44a35d,64dd3e3f,Blocked,21,Right Foot,Free kick,5aaef9ef,Fouled,2c44a35d,Pass (Live)
2,8,2c44a35d,64dd3e3f,Off Target,16,Left Foot,Volley,2c44a35d,Shot,,
3,8,43458538,64dd3e3f,Wayward,27,Right Foot,,,,,
4,11,c17bfb65,64dd3e3f,Woodwork,7,Left Foot,Volley,,,,
5,15,43458538,64dd3e3f,Off Target,15,Left Foot,,e8832875,Pass (Live),5aaef9ef,Pass (Live)
6,17,f99b71de,64dd3e3f,Blocked,27,Left Foot,,89e4b358,Pass (Live),2c44a35d,Pass (Live)
7,19,c17bfb65,64dd3e3f,Off Target,5,Right Foot,Volley,d56543a0,Pass (Live),a2b105e0,Pass (Live)
8,22,4e9a0555,64dd3e3f,Off Target,8,Head,,d56543a0,Pass (Live),c17bfb65,Pass (Live)
9,24,4e9a0555,64dd3e3f,Off Target,5,Head,,450ab6fc,Pass (Live),21512407,Pass (Dead)
10,30,c8aa95da,64dd3e3f,Off Target,9,Head,,21512407,Pass (Dead),d56543a0,Fouled
11,33,e8832875,64dd3e3f,Blocked,17,Right Foot,,e8832875,Dribble,2c44a35d,Pass (Live)
12,39,a2b105e0,64dd3e3f,Off Target,22,Left Foot,,,,,
13,40,4e9a0555,64dd3e3f,Blocked,6,Left Foot,Half volley,c17bfb65,Pass (Live),3727dd3c,Pass (Live)
14,41,450ab6fc,64dd3e3f,Blocked,8,Head,,d56543a0,Pass (Dead),4e9a0555,Shot
15,42,d56543a0,64dd3e3f,Off Target,26,Left Foot,Half volley,21512407,Pass (Dead),,
16,45,e8832875,64dd3e3f,Blocked,27,Right Foot,,f99b71de,Pass (Live),e8832875,Pass (Live)
17,45+2,5aaef9ef,64dd3e3f,Blocked,34,Right Foot,Free kick,43458538,Fouled,d0b3ceb9,Pass (Live)
18,45+2,92b4758e,64dd3e3f,Saved,9,Head,,3631ad41,Pass (Live),5aaef9ef,Pass (Live)
19,49,2b16cb1a,64dd3e3f,Goal,17,Right Foot,,,,,
20,60,e8832875,64dd3e3f,Saved,16,Right Foot,,43458538,Pass (Live),,
21,61,43458538,64dd3e3f,Saved,12,Right Foot,Lob,f99b71de,Pass (Live),5aaef9ef,Pass (Live)
22,65,e8832875,64dd3e3f,Saved,10,Head,,43458538,Pass (Live),19a12bed,Pass (Live)
23,67,2acd49b9,64dd3e3f,Off Target,14,Right Foot,,2c44a35d,Pass (Live),2c44a35d,Dribble
24,70,f99b71de,64dd3e3f,Off Target,24,Left Foot,,5aaef9ef,Pass (Live),e5d01ecf,Pass (Dead)
25,73,43458538,64dd3e3f,Wayward,15,Head,,19a12bed,Pass (Live),f99b71de,Pass (Live)
26,81,e5d01ecf,64dd3e3f,Wayward,23,Right Foot,Volley,,,,
27,81,3727dd3c,64dd3e3f,Off Target,33,Right Foot,,2b16cb1a,Pass (Live),,
28,87,e8832875,64dd3e3f,Goal,8,Head,,e5d01ecf,Pass (Live),71b47ab9,Pass (Live)
29,90+1,e8832875,64dd3e3f,Blocked,22,Right Foot,,43458538,Pass (Live),71b47ab9,Pass (Live)
0,4,4115ce4e,dd7b8b8b,Saved,7,Right Foot,Half volley,0b33f6ad,Pass (Live),4b511457,Pass (Live)
1,14,5a7301ae,dd7b8b8b,Off Target,33,Right Foot,,f5a00fa4,Pass (Live),9b398aea,Pass (Live)
2,19,6dfd8f05,dd7b8b8b,Saved,21,Right Foot,,4b511457,Pass (Live),f1e94cd6,Pass (Live)
3,26,7fcc71d8,dd7b8b8b,Saved,15,Left Foot,,5a7301ae,Pass (Live),9b398aea,Pass (Live)
4,33,b561db50,dd7b8b8b,Blocked,13,Left Foot,,7fcc71d8,Pass (Live),,
5,37,b561db50,dd7b8b8b,Goal,12,Right Foot,,9b398aea,Fouled,b561db50,Shot
6,40,0b33f6ad,dd7b8b8b,Saved,6,Head,,4b511457,Pass (Live),ab651565,Pass (Live)
7,45+1,4b511457,dd7b8b8b,Saved,30,Right Foot,,11ff3d56,Pass (Live),6dfd8f05,Pass (Live)
8,45+3,0b33f6ad,dd7b8b8b,Saved,8,Head,,3515d404,Pass (Dead),,
9,48,3515d404,dd7b8b8b,Saved,33,Right Foot,,0b33f6ad,Pass (Live),3515d404,Pass (Live)
10,52,b5bf1770,dd7b8b8b,Off Target,28,Right Foot,Half volley,,,,
11,59,d0f72bf1,dd7b8b8b,Woodwork,11,Head,,9b398aea,Pass (Dead),7fcc71d8,Fouled
12,59,2928dca2,dd7b8b8b,Goal,2,Head,,d0f72bf1,Shot,,
13,70,97220da2,dd7b8b8b,Saved,12,Head,,4b511457,Pass (Live),3515d404,Pass (Live)
14,71,3515d404,dd7b8b8b,Off Target,43,Right Foot,Free kick,6dfd8f05,Fouled,ab651565,Pass (Live)
15,74,f2bf1b0f,dd7b8b8b,Saved,15,Left Foot,,ab651565,Pass (Live),f2bf1b0f,Pass (Live)
16,84,3515d404,dd7b8b8b,Goal,33,Right Foot,Free kick,ab651565,Fouled,,
17,89,6dfd8f05,dd7b8b8b,Woodwork,9,Head,,4115ce4e,Pass (Live),97333cf5,Pass (Live)
18,89,97333cf5,dd7b8b8b,Saved,10,Right Foot,Half volley,6dfd8f05,Shot,,
19,90,e7aa9d7c,dd7b8b8b,Saved,14,Right Foot,,903b6e8b,Pass (Live),,
20,90,9a28eba4,dd7b8b8b,Off Target,9,Left Foot,Half volley,e7aa9d7c,Shot,,
21,90+1,9a28eba4,dd7b8b8b,Goal,11,Left Foot,,9b398aea,Pass (Live),5a7301ae,Pass (Live)
0,6,507c7bdf,745dc664,Goal,28,Right Foot,,e73c9bb2,Pass (Dead),e73c9bb2,Fouled
1,12,2fba6108,745dc664,Off Target,4,Head,,b853e0ad,Pass (Live),58eee997,Pass (Live)
2,18,58eee997,745dc664,Saved,9,Right Foot,Half volley,e73c9bb2,Pass (Live),b853e0ad,Pass (Live)
3,28,e73c9bb2,745dc664,Saved,26,Left Foot,Free kick,d9565625,Fouled,58eee997,Pass (Live)
4,28,58eee997,745dc664,Off Target,22,Right Foot,Half volley,e73c9bb2,Shot,,
5,32,aed3a70f,745dc664,Saved,16,Right Foot,,66b76d44,Pass (Live),,
6,33,58eee997,745dc664,Saved,15,Left Foot,,507c7bdf,Pass (Live),eb7822d7,Interception
7,35,aed3a70f,745dc664,Wayward,5,Head,,6f7d826d,Pass (Dead),,
8,36,66b76d44,745dc664,Saved,5,Head,,1b84dbe1,Pass (Dead),aed3a70f,Shot
9,43,1b84dbe1,745dc664,Saved,14,Left Foot,Half volley,2389cdc2,Pass (Live),6f7d826d,Pass (Live)
10,45+4,2fba6108,745dc664,Blocked,21,Right Foot,,d9565625,Pass (Live),b853e0ad,Pass (Live)
11,47,2fba6108,745dc664,Saved,17,Left Foot,,527f063d,Pass (Live),,
12,49,1544f145,745dc664,Saved,15,Right Foot,,66b76d44,Pass (Live),1544f145,Pass (Live)
13,55,66b76d44,745dc664,Saved,19,Left Foot,,1b84dbe1,Pass (Live),1b84dbe1,Dribble
14,57,1b84dbe1,745dc664,Off Target,17,Left Foot,,66b76d44,Pass (Live),6f7d826d,Pass (Live)
15,59,58eee997,745dc664,Blocked,27,Left Foot,,d9565625,Pass (Live),b853e0ad,Pass (Live)
16,60,2fba6108,745dc664,Off Target,16,Left Foot,,,,,
17,61,58eee997,745dc664,Off Target,12,Right Foot,,b853e0ad,Pass (Live),d9565625,Pass (Live)
18,67,507c7bdf,745dc664,Goal,16,Right Foot,,b853e0ad,Pass (Live),b853e0ad,Interception
19,73,aed3a70f,745dc664,Off Target,7,Head,,8397a50c,Pass (Live),,
20,76,aed3a70f,745dc664,Wayward,12,Head,,2389cdc2,Pass (Live),2389cdc2,Fouled
21,77,1544f145,745dc664,Goal,11,Left Foot,,,,,
22,81,0ef89a37,745dc664,Goal,4,Right Foot,,1544f145,Pass (Live),66b76d44,Pass (Live)
23,87,0ef89a37,745dc664,Saved,22,Right Foot,,66b76d44,Pass (Live),1544f145,Pass (Live)
24,90+4,bf8fad51,745dc664,Saved,14,Head,,6f7d826d,Pass (Dead),66b76d44,Fouled
25,90+6,50dc94ce,745dc664,Blocked,14,Left Foot,,50dc94ce,Dribble,dbf053da,Pass (Live)
0,4,420d7c7d,62c16969,Off Target,18,Head,,3423f250,Pass (Dead),ea6bc03a,Fouled
1,7,aa849a12,62c16969,Blocked,9,Left Foot,,aa849a12,Dribble,,
2,10,282679b4,62c16969,Saved,17,Right Foot,,3423f250,Pass (Live),420d7c7d,Pass (Live)
3,10,aa849a12,62c16969,Goal,14,Left Foot,,9f1938ab,Pass (Live),282679b4,Shot
4,13,c931d9f9,62c16969,Off Target,20,Left Foot,,9f1938ab,Pass (Live),aa849a12,Pass (Live)
5,26,ac05f970,62c16969,Blocked,14,Right Foot,,82927de4,Pass (Live),82927de4,Dribble
6,30,3e9e06cb,62c16969,Off Target,5,Head,,4f974391,Pass (Dead),,
7,34,79c84d1c,62c16969,Goal,8,Head,,4f974391,Pass (Dead),26f6dca8,Pass (Live)
8,37,420d7c7d,62c16969,Blocked,8,Head,,3423f250,Pass (Dead),c931d9f9,Pass (Live)
9,37,aa849a12,62c16969,Goal,2,Other,Open goal,420d7c7d,Shot,,
10,39,c931d9f9,62c16969,Off Target,11,Head,,282679b4,Pass (Live),cd4256d3,Pass (Live)
11,41,1c7012b8,62c16969,Off Target,11,Left Foot,,82927de4,Pass (Live),aa8e289e,Pass (Live)
12,44,79c84d1c,62c16969,Off Target,8,Head,,4f974391,Pass (Dead),,
13,45+3,c931d9f9,62c16969,Saved,18,Right Foot,,3423f250,Pass (Live),,
14,45+4,79c84d1c,62c16969,Blocked,10,Left Foot,Volley,4f974391,Pass (Live),82927de4,Pass (Live)
15,45+5,c931d9f9,62c16969,Off Target,17,Right Foot,,aa849a12,Pass (Live),f4d296e4,Pass (Live)
16,46,82927de4,62c16969,Blocked,17,Right Foot,,26f6dca8,Pass (Live),,
17,48,aa849a12,62c16969,Blocked,25,Left Foot,,d102b8a2,Pass (Live),282679b4,Pass (Live)
18,51,1c7012b8,62c16969,Off Target,14,Right Foot,Half volley,,,,
19,52,82927de4,62c16969,Goal,11,Right Foot,,ac05f970,Pass (Live),1c7012b8,Pass (Live)
20,56,67ca8566,62c16969,Off Target,6,Left Foot,Half volley,aa849a12,Pass (Live),c931d9f9,Pass (Live)
21,60,aa849a12,62c16969,Goal,13,Left Foot,Lob,3423f250,Pass (Live),67ca8566,Tackle
22,62,3423f250,62c16969,Woodwork,27,Left Foot,Free kick,3423f250,Fouled,ea6bc03a,Pass (Live)
23,63,c931d9f9,62c16969,Off Target,13,Head,,3423f250,Shot,,
24,63,79c84d1c,62c16969,Off Target,23,Left Foot,,,,,
25,72,1fb1c435,62c16969,Blocked,15,Left Foot,,3423f250,Pass (Live),1fb1c435,Pass (Live)
26,73,3423f250,62c16969,Blocked,31,Left Foot,,67ca8566,Pass (Live),ea6bc03a,Pass (Live)
27,74,282679b4,62c16969,Blocked,11,Left Foot,Half volley,3423f250,Pass (Live),3423f250,Dribble
28,78,3423f250,62c16969,Blocked,27,Left Foot,Free kick,c931d9f9,Fouled,1fb1c435,Pass (Live)
29,82,fdf3cb77,62c16969,Saved,11,Left Foot,Half volley,,,,
30,86,fdf3cb77,62c16969,Saved,15,Head,,ac05f970,Pass (Live),1c7012b8,Pass (Live)
31,89,3e9e06cb,62c16969,Blocked,10,Head,,4f974391,Pass (Dead),26f6dca8,Pass (Live)
32,90+2,849c826a,62c16969,Saved,19,Left Foot,,26f6dca8,Pass (Live),ac05f970,Pass (Live)
33,90+4,79c84d1c,62c16969,Off Target,4,Other,Open goal,ac05f970,Pass (Live),4f974391,Pass (Dead)
0,9,178ae8f8,c8c457d6,Saved,3,Left Foot,Half volley,2e4f5f03,Pass (Live),4fb9c88f,Pass (Live)
1,10,178ae8f8,c8c457d6,Blocked,13,Right Foot,Half volley,,,,
2,11,178ae8f8,c8c457d6,Off Target,9,Head,,38c7feef,Pass (Live),cd1acf9d,Pass (Live)
3,12,cd1acf9d,c8c457d6,Blocked,12,Left Foot,,cd1acf9d,Dribble,38c7feef,Pass (Live)
4,14,cd1acf9d,c8c457d6,Off Target,23,Right Foot,,38c7feef,Pass (Live),4c370d81,Pass (Live)
5,20,b217ef29,c8c457d6,Wayward,6,Head,,cd1acf9d,Pass (Dead),178ae8f8,Fouled
6,22,e06683ca,c8c457d6,Saved,7,Left Foot,,,,,
7,24,4c370d81,c8c457d6,Off Target,31,Right Foot,,,,,
8,26,e06683ca,c8c457d6,Saved,10,Head,,cd1acf9d,Pass (Dead),,
9,33,8449d35e,c8c457d6,Off Target,31,Left Foot,,57c94db2,Pass (Live),df0a4c90,Pass (Live)
10,39,e09f279b,c8c457d6,Off Target,33,Right Foot,,,,,
11,41,b217ef29,c8c457d6,Saved,17,Left Foot,Deflected,935e6b8f,Pass (Live),cd1acf9d,Pass (Live)
12,43,178ae8f8,c8c457d6,Blocked,15,Left Foot,,4c370d81,Pass (Live),38c7feef,Pass (Live)
13,44,7f3b388c,c8c457d6,Goal,4,Head,,cd1acf9d,Pass (Dead),935e6b8f,Pass (Live)
14,47,cd1acf9d,c8c457d6,Off Target,31,Right Foot,Half volley,,,,
15,50,7f3b388c,c8c457d6,Saved,29,Right Foot,Half volley,,,,
16,52,4fb9c88f,c8c457d6,Saved,21,Right Foot,,4fb9c88f,Dribble,7f3b388c,Pass (Live)
17,56,b217ef29,c8c457d6,Blocked,7,Head,,2e4f5f03,Pass (Dead),,
18,59,6afaebf2,c8c457d6,Off Target,16,Left Foot,,6afaebf2,Dribble,df0a4c90,Pass (Live)
19,59,38c7feef,c8c457d6,Off Target,14,Right Foot,Half volley,2e4f5f03,Pass (Live),,
20,62,178ae8f8,c8c457d6,Woodwork,14,Right Foot,Half volley,cd1acf9d,Pass (Live),cd1acf9d,Dribble
21,62,4c370d81,c8c457d6,Saved,11,Right Foot,,178ae8f8,Shot,,
22,67,178ae8f8,c8c457d6,Saved,11,Left Foot,,178ae8f8,Dribble,4c370d81,Pass (Live)
23,69,38c7feef,c8c457d6,Goal,9,Head,Diving header,2e4f5f03,Pass (Live),e06683ca,Pass (Live)
24,71,e09f279b,c8c457d6,Blocked,15,Right Foot,,57c94db2,Pass (Live),a8c0acb7,Pass (Live)
25,74,2e4f5f03,c8c457d6,Blocked,15,Left Foot,,,,,
26,76,cd1acf9d,c8c457d6,Off Target,34,Right Foot,,7f3b388c,Pass (Live),2e4f5f03,Pass (Live)
27,77,f833a830,c8c457d6,Goal,9,Right Foot,,4c370d81,Pass (Live),f833a830,Pass (Live)
28,85,4fb9c88f,c8c457d6,Saved,35,Right Foot,Half volley,7f3b388c,Pass (Live),,
29,88,19a9cb70,c8c457d6,Saved,19,Right Foot,,f833a830,Pass (Live),f833a830,Tackle
30,90,f833a830,c8c457d6,Blocked,18,Left Foot,,2f90f6b8,Pass (Live),cd1acf9d,Pass (Live)
31,90+1,1137759d,c8c457d6,Blocked,16,Right Foot,,2500cef9,Pass (Live),e09f279b,Pass (Live)
32,90+2,e09f279b,c8c457d6,Saved,16,Left Foot,,0f134faf,Pass (Dead),57c94db2,Fouled
0,3,f230bc30,b4c9c369,Off Target,18,Right Foot,,ce5143da,Pass (Live),ad1f61f3,Pass (Live)
1,15,53cad200,b4c9c369,Saved,19,Right Foot,,5eae500a,Pass (Live),45db685d,Pass (Live)
2,22,ce5143da,b4c9c369,Blocked,10,Head,,f4e433d4,Pass (Live),8aec0537,Pass (Live)
3,22,83d074ff,b4c9c369,Blocked,13,Right Foot,Half volley,ce5143da,Shot,,
4,28,6622454d,b4c9c369,Goal,26,Left Foot,,b9fbae28,Pass (Live),6622454d,Pass (Live)
5,32,45db685d,b4c9c369,Off Target,23,Right Foot,Half volley,86e7deaf,Pass (Live),18b896d6,Pass (Live)
6,40,ce5143da,b4c9c369,Off Target,21,Right Foot,,1daec722,Pass (Live),83d074ff,Pass (Live)
7,45,15f3ec41,b4c9c369,Off Target,17,Right Foot,,5eae500a,Pass (Live),15f3ec41,Pass (Live)
8,46,ce5143da,b4c9c369,Off Target,11,Left Foot,,8aec0537,Pass (Live),83d074ff,Pass (Live)
9,48,6622454d,b4c9c369,Blocked,23,Left Foot,Half volley,,,,
10,59,f4290206,b4c9c369,Blocked,19,Left Foot,Half volley,53cad200,Pass (Live),6622454d,Pass (Live)
11,60,83d074ff,b4c9c369,Saved,16,Right Foot,Deflected,1daec722,Pass (Live),f230bc30,Pass (Live)
12,60,c40b6180,b4c9c369,Goal,8,Head,,83d074ff,Pass (Dead),83d074ff,Shot
13,63,15f3ec41,b4c9c369,Blocked,15,Right Foot,,9674002f,Pass (Live),f4290206,Pass (Live)
14,64,b9fbae28,b4c9c369,Off Target,24,Right Foot,,15f3ec41,Shot,,
15,66,f4290206,b4c9c369,Off Target,25,Left Foot,,15f3ec41,Pass (Live),9674002f,Pass (Live)
16,70,4bcf39f6,b4c9c369,Blocked,23,Right Foot,,4bcf39f6,Dribble,ad1f61f3,Pass (Live)
17,73,5eae500a,b4c9c369,Saved,11,Left Foot,Half volley,18b896d6,Pass (Live),6622454d,Pass (Live)
18,78,5eae500a,b4c9c369,Blocked,9,Head,,15f3ec41,Pass (Live),9674002f,Pass (Live)
19,82,f4290206,b4c9c369,Blocked,27,Left Foot,Free kick,6622454d,Fouled,b9fbae28,Pass (Live)
20,86,49fe9070,b4c9c369,Blocked,16,Left Foot,,79c0821a,Pass (Live),86e7deaf,Pass (Live)
21,90,79c0821a,b4c9c369,Off Target,23,Right Foot,Half volley,,,,
22,90+2,4bcf39f6,b4c9c369,Blocked,21,Right Foot,,c40b6180,Pass (Live),83d074ff,Pass (Live)
23,90+4,f4290206,b4c9c369,Blocked,28,Left Foot,,f4290206,Dribble,15f3ec41,Pass (Live)
0,5,ca45605e,77d28549,Wayward,5,Right Foot,Volley,5c74c0f5,Pass (Live),ee38d9c5,Pass (Live)
1,9,21a66f6a,77d28549,Blocked,12,Left Foot,,21a66f6a,Dribble,8b04d6c1,Pass (Live)
2,12,21a66f6a,77d28549,Blocked,24,Right Foot,Free kick,3353737a,Fouled,3353737a,Dribble
3,16,2b622f01,77d28549,Wayward,5,Head,,2f7acede,Pass (Dead),,
4,16,21a66f6a,77d28549,Off Target,5,Head,,3353737a,Pass (Dead),,
5,17,6250083a,77d28549,Blocked,23,Right Foot,,21a66f6a,Pass (Live),8b04d6c1,Pass (Live)
6,18,21a66f6a,77d28549,Woodwork,3,Head,,2f7acede,Pass (Dead),,
7,18,df8b52a5,77d28549,Blocked,9,Right Foot,Volley,21a66f6a,Shot,,
8,18,e9971f2d,77d28549,Wayward,4,Head,,df8b52a5,Shot,,
9,22,2b622f01,77d28549,Saved,18,Right Foot,,8b04d6c1,Pass (Live),44781702,Pass (Live)
10,22,da7b447d,77d28549,Off Target,4,Head,,3353737a,Pass (Live),df8b52a5,Pass (Live)
11,24,ca45605e,77d28549,Goal,6,Left Foot,,,,,
12,25,5c74c0f5,77d28549,Blocked,24,Left Foot,,,,,
13,34,ee38d9c5,77d28549,Saved,28,Right Foot,,5c74c0f5,Pass (Live),fc027d02,Pass (Live)
14,35,21166ff4,77d28549,Off Target,7,Head,,ee38d9c5,Pass (Dead),,
15,36,8b04d6c1,77d28549,Blocked,16,Right Foot,,8b04d6c1,Dribble,21a66f6a,Pass (Live)
16,38,21a66f6a,77d28549,Goal,11,Left Foot,,21a66f6a,Dribble,2f7acede,Pass (Live)
17,41,21a66f6a,77d28549,Off Target,16,Right Foot,,2b622f01,Pass (Live),2b622f01,Fouled
18,43,21a66f6a,77d28549,Saved,27,Right Foot,,3353737a,Pass (Live),44781702,Pass (Live)
19,47,8b04d6c1,77d28549,Blocked,31,Right Foot,,d557d734,Pass (Live),21a66f6a,Pass (Live)
20,48,3353737a,77d28549,Blocked,12,Right Foot,,3353737a,Dribble,d557d734,Pass (Live)
21,49,8b04d6c1,77d28549,Off Target,18,Left Foot,Half volley,3353737a,Shot,,
22,53,21a66f6a,77d28549,Off Target,28,Right Foot,,21a66f6a,Dribble,21a66f6a,Fouled
23,56,d557d734,77d28549,Off Target,21,Left Foot,,,,,
24,58,ee38d9c5,77d28549,Saved,17,Right Foot,,5c74c0f5,Pass (Live),5c74c0f5,Tackle
25,60,56f7a928,77d28549,Off Target,24,Left Foot,Half volley,,,,
26,64,e9971f2d,77d28549,Saved,25,Right Foot,,2b622f01,Pass (Live),21a66f6a,Pass (Live)
27,68,3353737a,77d28549,Saved,19,Right Foot,,3353737a,Dribble,da7b447d,Pass (Live)
28,69,7c104bb7,77d28549,Blocked,19,Right Foot,,5c74c0f5,Pass (Live),,
29,70,7d2d3329,77d28549,Wayward,13,Left Foot,Half volley,,,,
30,70,56f7a928,77d28549,Off Target,29,Right Foot,Half volley,,,,
31,72,21a66f6a,77d28549,Off Target,31,Right Foot,,2f7acede,Pass (Live),2b622f01,Pass (Live)
32,76,ee38d9c5,77d28549,Goal,10,Right Foot,Deflected,3ea50f67,Pass (Live),ee38d9c5,Pass (Live)
33,79,21a66f6a,77d28549,Blocked,18,Right Foot,,d557d734,Pass (Live),d7553721,Pass (Live)
34,79,d557d734,77d28549,Saved,6,Right Foot,Half volley,21a66f6a,Shot,,
35,83,56f7a928,77d28549,Blocked,24,Left Foot,Half volley,56f7a928,Dribble,56f7a928,Interception
36,87,5c74c0f5,77d28549,Blocked,32,Left Foot,,5c74c0f5,Interception,,
37,90,3ea50f67,77d28549,Blocked,16,Right Foot,,3ea50f67,Dribble,fb614c44,Pass (Live)
38,90+3,8b04d6c1,77d28549,Blocked,20,Right Foot,,a29b1131,Pass (Live),8b04d6c1,Pass (Live)
39,90+5,a29b1131,77d28549,Goal,9,Right Foot,Half volley,,,,
40,90+7,a29b1131,77d28549,Goal,13,Right Foot,,a29b1131,Dribble,21a66f6a,Pass (Live)
0,2,0f134faf,f7c0bd68,Off Target,20,Right Foot,Half volley,,,,
1,9,9f8e9423,f7c0bd68,Blocked,6,Head,,507c7bdf,Pass (Dead),,
2,13,0f134faf,f7c0bd68,Saved,12,Right Foot,,df0a4c90,Pass (Live),df0a4c90,Dribble
3,13,8449d35e,f7c0bd68,Blocked,16,Left Foot,,,,,
4,14,30db8574,f7c0bd68,Blocked,9,Left Foot,,,,,
5,14,df0a4c90,f7c0bd68,Off Target,8,Left Foot,Half volley,0f134faf,Pass (Live),8449d35e,Pass (Live)
6,18,58eee997,f7c0bd68,Blocked,25,Left Foot,,,,,
7,25,d9565625,f7c0bd68,Off Target,27,Right Foot,,d93c2511,Pass (Live),e73c9bb2,Pass (Live)
8,32,0f134faf,f7c0bd68,Saved,12,Right Foot,,e09f279b,Pass (Live),8449d35e,Pass (Live)
9,33,e541326e,f7c0bd68,Saved,11,Head,,0f134faf,Pass (Dead),,
10,35,8449d35e,f7c0bd68,Blocked,20,Left Foot,Half volley,,,,
11,38,b853e0ad,f7c0bd68,Blocked,25,Right Foot,Half volley,,,,
12,46,dea698d9,f7c0bd68,Blocked,14,Right Foot,,,,,
13,47,dea698d9,f7c0bd68,Woodwork,7,Head,,507c7bdf,Pass (Live),b853e0ad,Pass (Live)
14,48,0f134faf,f7c0bd68,Saved,21,Right Foot,,6afaebf2,Pass (Live),0f134faf,Pass (Live)
15,53,e09f279b,f7c0bd68,Saved,7,Head,,0f134faf,Pass (Live),6afaebf2,Pass (Live)
16,54,0f134faf,f7c0bd68,Saved,72,Right Foot,Lob,0f134faf,Interception,,
17,55,2fba6108,f7c0bd68,Goal,5,Head,,b853e0ad,Pass (Live),d9565625,Pass (Live)
18,57,d93c2511,f7c0bd68,Saved,33,Right Foot,,d93c2511,Dribble,d93c2511,Dribble
19,59,8449d35e,f7c0bd68,Saved,17,Left Foot,Volley,,,,
20,61,dea698d9,f7c0bd68,Blocked,18,Left Foot,,2fba6108,Dribble,2fba6108,Dribble
21,62,58eee997,f7c0bd68,Goal,9,Right Foot,Open goal,507c7bdf,Pass (Live),dea698d9,Pass (Live)
22,76,e09f279b,f7c0bd68,Blocked,23,Right Foot,,,,,
23,76,e09f279b,f7c0bd68,Blocked,14,Right Foot,,2886c9b5,Pass (Live),e09f279b,Shot
24,76,57c94db2,f7c0bd68,Off Target,8,Right Foot,Half volley,30db8574,Pass (Live),df0a4c90,Pass (Live)
25,77,a1d5bd30,f7c0bd68,Goal,14,Right Foot,,507c7bdf,Pass (Live),d93c2511,Pass (Live)
26,85,e541326e,f7c0bd68,Blocked,7,Left Foot,,,,,
27,85,e09f279b,f7c0bd68,Goal,4,Right Foot,"Deflected, Half volley",e541326e,Shot,,
28,86,507c7bdf,f7c0bd68,Blocked,25,Left Foot,Half volley,,,,
29,89,e541326e,f7c0bd68,Saved,14,Head,,6afaebf2,Pass (Dead),,
30,90+3,507c7bdf,f7c0bd68,Saved,19,Right Foot,Lob,b853e0ad,Pass (Live),eb7822d7,Fouled
0,3,6c6a3300,5c592680,Blocked,21,Right Foot,Free kick,291e3ec3,Fouled,,
1,9,291e3ec3,5c592680,Blocked,11,Right Foot,,0745b37d,Pass (Live),774cf58b,Pass (Dead)
2,12,6c6a3300,5c592680,Off Target,20,Right Foot,,a8d4428b,Pass (Live),953c30b0,Interception
3,19,6cdd8245,5c592680,Blocked,24,Left Foot,,2c44a35d,Pass (Live),e5d01ecf,Pass (Live)
4,23,e8832875,5c592680,Off Target,6,Head,,6cdd8245,Pass (Dead),,
5,29,2acd49b9,5c592680,Blocked,19,Left Foot,,e8832875,Pass (Live),,
6,29,43458538,5c592680,Blocked,28,Right Foot,,f99b71de,Pass (Live),2c44a35d,Pass (Live)
7,30,2c44a35d,5c592680,Wayward,22,Right Foot,,f99b71de,Pass (Live),f99b71de,Pass (Live)
