,player_id,match_id,team_id,position,age,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles
8,de0f152c,f475576b,2abfe087,LB,27-333,11,0,0,0,0,0,0,0,0,5,0,0,1,0,0.0,0.0,0.0,0,0,1,5,20.0,0,2,0,0,0
9,89d10e53,f475576b,2abfe087,LB,31-152,79,0,0,0,0,2,1,1,0,55,9,2,4,2,0.1,0.1,0.0,1,0,19,42,45.2,4,15,4,0,1
10,89e4b358,f475576b,2abfe087,CB,32-298,90,0,0,0,0,0,0,0,0,36,10,1,1,0,0.0,0.0,0.0,0,0,21,32,65.6,0,11,0,0,0
11,7ed4921e,f475576b,2abfe087,CB,28-091,90,0,0,0,0,0,0,1,0,33,16,1,2,5,0.0,0.0,0.0,0,0,15,24,62.5,1,10,1,0,0
12,e5d01ecf,f475576b,2abfe087,RB,30-302,90,0,0,0,0,1,0,0,0,99,10,2,4,3,0.0,0.0,0.0,2,0,59,86,68.6,3,46,10,1,1
13,1c0eea98,f475576b,2abfe087,GK,27-145,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,0,0,14,29,48.3,0,15,0,0,0
0,fed7cb61,f475576b,cff3d9bb,"FW,AM",22-173,90,0,1,0,0,1,1,0,0,35,15,0,0,2,0.0,0.0,0.7,2,1,13,21,61.9,0,29,3,4,4
1,1bf33a9a,f475576b,cff3d9bb,"AM,WB",23-074,90,0,0,0,0,0,0,0,0,34,16,1,1,0,0.0,0.0,0.0,1,0,10,21,47.6,1,21,4,1,2
2,9674002f,f475576b,cff3d9bb,"AM,DM",22-325,90,1,1,0,0,2,1,0,0,38,17,1,0,1,0.8,0.8,0.3,2,1,17,26,65.4,1,22,1,1,2
3,c14bc029,f475576b,cff3d9bb,DM,27-010,45,0,0,0,0,1,0,1,0,25,14,2,1,1,0.1,0.1,0.0,0,0,13,16,81.3,0,9,0,0,1
4,86e7deaf,f475576b,cff3d9bb,CB,37-070,45,0,0,0,0,0,0,0,0,31,3,0,1,1,0.0,0.0,0.0,0,0,17,24,70.8,0,15,1,0,0
5,e97fd090,f475576b,cff3d9bb,DM,25-312,90,0,0,0,0,1,0,0,0,51,14,2,0,0,0.0,0.0,0.2,2,0,37,46,80.4,4,29,3,2,3
6,f4290206,f475576b,cff3d9bb,WB,30-338,90,0,0,0,0,0,0,1,0,67,17,3,3,4,0.0,0.0,0.0,3,2,29,52,55.8,3,19,2,0,0
7,53cad200,f475576b,cff3d9bb,WB,32-095,68,0,0,0,0,1,0,0,0,49,7,2,0,2,0.0,0.0,0.0,0,0,25,41,61.0,3,20,3,0,0
8,5eae500a,f475576b,cff3d9bb,FW,28-202,22,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,0,3,0,0,0
9,18b896d6,f475576b,cff3d9bb,CB,28-273,90,0,0,0,0,0,0,0,0,76,14,2,1,5,0.0,0.0,0.0,0,0,41,56,73.2,4,27,1,1,1
10,1cb49278,f475576b,cff3d9bb,CB,25-235,90,0,0,0,0,0,0,0,0,67,6,0,2,1,0.0,0.0,0.0,0,0,49,57,86.0,4,34,5,0,0
11,5515376c,f475576b,cff3d9bb,"CB,DM",22-149,59,0,0,0,0,0,0,0,0,40,4,0,1,2,0.0,0.0,0.0,0,0,25,31,80.6,0,20,0,1,1
12,6622454d,f475576b,cff3d9bb,AM,28-257,31,1,0,0,0,2,2,1,0,21,7,0,2,1,0.4,0.4,0.0,1,0,10,15,66.7,3,15,2,1,1
13,33887998,f475576b,cff3d9bb,GK,29-275,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,21,27,77.8,0,8,0,0,0
0,aed3a70f,1993b7ec,8602292d,FW,25-336,90,1,0,0,0,1,1,0,0,37,17,2,0,1,0.0,0.0,0.2,1,0,22,28,78.6,2,16,4,0,0
1,66b76d44,1993b7ec,8602292d,"LW,AM",24-341,90,0,0,0,0,2,0,0,0,37,26,0,2,1,0.1,0.1,0.4,3,0,26,28,92.9,3,23,4,0,0
2,3a233281,1993b7ec,8602292d,RW,24-114,30,0,0,0,0,1,0,0,0,11,7,1,0,1,0.2,0.2,0.0,0,0,5,5,100.0,1,8,0,1,1
3,be927d03,1993b7ec,8602292d,"RW,LB",36-145,60,0,0,0,0,0,0,0,0,17,8,0,3,0,0.0,0.0,0.0,0,0,8,14,57.1,1,11,0,0,0
4,6f7d826d,1993b7ec,8602292d,"CM,DM",23-206,90,0,1,0,0,0,0,0,0,48,30,1,3,3,0.0,0.0,0.2,6,1,31,37,83.8,3,23,2,2,4
5,90f91999,1993b7ec,8602292d,CM,27-044,90,0,0,0,0,0,0,0,0,50,18,3,1,1,0.0,0.0,0.0,4,0,26,39,66.7,2,28,3,0,0
6,de5b5570,1993b7ec,8602292d,DM,27-316,76,0,0,0,0,0,0,0,0,34,19,5,1,1,0.0,0.0,0.0,1,0,19,23,82.6,0,21,2,0,1
7,6e7f1353,1993b7ec,8602292d,CM,27-105,14,0,0,0,0,0,0,0,0,6,7,1,0,0,0.0,0.0,0.0,0,0,3,4,75.0,1,5,4,0,0
8,e514ab62,1993b7ec,8602292d,LB,26-074,66,0,0,0,0,0,0,0,0,39,8,2,1,3,0.0,0.0,0.0,0,0,27,32,84.4,1,18,0,0,0
9,b2f9c73e,1993b7ec,8602292d,AM,17-328,24,0,0,0,0,1,1,0,0,12,19,0,0,1,0.4,0.4,0.0,0,0,6,8,75.0,0,10,2,0,1
10,8397a50c,1993b7ec,8602292d,CB,28-263,90,0,0,0,0,3,0,0,0,52,2,0,1,5,0.1,0.1,0.0,1,0,33,40,82.5,0,24,0,0,0
11,0313a347,1993b7ec,8602292d,CB,24-039,90,0,0,0,0,1,1,0,0,32,4,1,0,2,0.0,0.0,0.0,0,0,23,26,88.5,2,21,0,0,0
12,2389cdc2,1993b7ec,8602292d,RB,24-116,90,0,0,0,0,0,0,0,0,52,23,8,2,3,0.0,0.0,0.0,0,0,29,38,76.3,0,24,3,1,2
13,7956236f,1993b7ec,8602292d,GK,29-090,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0.0,0.0,0.0,0,0,26,34,76.5,0,18,0,0,0
0,b66315ae,1993b7ec,b8fd03ef,FW,24-242,86,0,1,0,0,6,1,0,0,38,7,1,1,0,0.4,0.4,0.2,3,1,23,25,92.0,3,33,9,5,6
1,b0b4fd3e,1993b7ec,b8fd03ef,FW,26-082,4,0,0,0,0,0,0,0,0,11,1,0,0,0,0.0,0.0,0.0,0,0,7,9,77.8,0,10,2,0,1
2,b400bde0,1993b7ec,b8fd03ef,LW,26-358,90,0,1,0,0,0,0,0,0,61,12,3,1,1,0.0,0.0,0.2,7,1,34,45,75.6,6,56,10,6,9
3,892d5bb1,1993b7ec,b8fd03ef,RW,30-283,90,0,0,0,0,2,1,0,0,61,8,0,0,1,0.1,0.1,0.1,3,0,42,56,75.0,2,39,9,0,0
4,3eb22ec9,1993b7ec,b8fd03ef,AM,27-113,90,1,0,0,0,1,1,0,0,50,13,0,0,0,0.2,0.2,0.2,2,0,31,38,81.6,0,37,7,1,4
5,6434f10d,1993b7ec,b8fd03ef,DM,25-162,90,0,0,0,0,2,1,0,0,92,19,4,1,3,0.1,0.1,0.0,2,0,70,80,87.5,2,63,2,1,2
6,101da2b5,1993b7ec,b8fd03ef,DM,36-211,90,0,0,0,0,0,0,0,0,67,13,2,1,0,0.0,0.0,0.0,2,1,56,60,93.3,4,44,5,0,1
7,51cf8561,1993b7ec,b8fd03ef,LB,24-351,90,0,0,0,0,2,1,0,0,96,7,3,0,1,0.1,0.1,0.1,4,1,83,87,95.4,7,74,17,0,0
8,eaeca114,1993b7ec,b8fd03ef,CB,26-286,90,0,0,0,0,0,0,0,0,63,4,0,3,1,0.0,0.0,0.0,0,0,57,58,98.3,1,48,6,0,0
9,31c69ef1,1993b7ec,b8fd03ef,CB,24-201,90,1,0,0,0,2,1,0,0,76,7,1,4,1,0.1,0.1,0.0,0,0,63,67,94.0,2,52,3,0,0
10,bd6351cd,1993b7ec,b8fd03ef,RB,27-188,90,0,0,0,0,2,1,0,0,89,9,0,0,1,0.0,0.0,0.0,2,0,75,83,90.4,10,61,6,0,1
11,3bb7b8b4,1993b7ec,b8fd03ef,GK,28-106,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0.0,0.0,0.0,1,0,17,20,85.0,0,12,0,0,0
0,b318a643,b46554fb,d3fd31cc,FW,32-076,58,0,0,0,0,0,0,0,0,28,15,1,2,2,0.0,0.0,0.0,0,0,12,17,70.6,0,12,1,1,1
1,2bd83368,b46554fb,d3fd31cc,"RM,LM",20-280,32,0,0,0,0,0,0,0,0,13,12,1,0,0,0.0,0.0,0.0,1,0,5,8,62.5,0,9,2,1,1
2,fa031b34,b46554fb,d3fd31cc,"FW,LM",24-205,90,0,1,0,0,2,0,0,0,30,17,0,1,3,0.1,0.1,0.2,1,1,8,17,47.1,2,20,4,0,0
3,4468ec10,b46554fb,d3fd31cc,"LM,FW",25-156,83,1,0,0,0,3,1,1,0,28,8,0,0,2,0.2,0.2,0.1,3,0,9,16,56.3,3,21,5,1,3
4,9a104dee,b46554fb,d3fd31cc,FW,30-177,7,0,0,0,0,0,0,0,0,3,1,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,0
5,b28bbd58,b46554fb,d3fd31cc,RM,30-138,72,0,0,0,0,1,0,1,0,30,10,1,1,1,0.1,0.1,0.1,2,0,9,17,52.9,0,19,0,2,4
6,111c3236,b46554fb,d3fd31cc,DM,32-010,18,0,0,0,0,0,0,0,0,11,6,0,2,0,0.0,0.0,0.0,0,0,7,9,77.8,1,6,1,0,0
7,cc700722,b46554fb,d3fd31cc,DM,30-327,90,0,0,0,0,0,0,1,0,42,18,2,4,0,0.0,0.0,0.0,2,1,22,34,64.7,5,22,3,1,1
8,02b29014,b46554fb,d3fd31cc,"DM,AM",28-334,90,0,0,0,0,2,0,0,0,32,26,0,2,1,0.2,0.2,0.0,0,0,13,21,61.9,1,11,1,0,2
9,1b84dbe1,b46554fb,d3fd31cc,LB,28-134,90,0,0,0,0,0,0,1,0,55,12,2,7,1,0.0,0.0,0.0,2,0,29,43,67.4,2,19,2,1,1
10,c5b7c315,b46554fb,d3fd31cc,CB,28-324,90,0,0,0,0,0,0,0,0,40,6,2,3,3,0.0,0.0,0.0,1,0,19,30,63.3,0,16,0,1,1
11,9f7c837d,b46554fb,d3fd31cc,CB,23-320,90,0,0,0,0,0,0,0,0,29,6,2,1,4,0.0,0.0,0.0,0,0,8,13,61.5,3,7,0,0,0
12,0420d84f,b46554fb,d3fd31cc,RB,33-051,90,0,0,0,0,0,0,0,0,50,12,7,2,0,0.0,0.0,0.0,1,0,19,34,55.9,1,20,1,0,0
13,4806ec67,b46554fb,d3fd31cc,GK,27-269,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0.0,0.0,0.0,0,0,20,35,57.1,0,14,0,0,0
0,178ae8f8,b46554fb,822bd0ba,FW,24-362,87,1,0,0,0,2,1,0,0,46,13,2,2,0,0.3,0.3,0.6,8,1,25,32,78.1,1,27,3,3,4
1,f833a830,b46554fb,822bd0ba,FW,26-319,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0
2,c691bfe2,b46554fb,822bd0ba,LW,29-235,90,0,0,0,0,3,1,0,0,48,14,1,0,0,0.4,0.4,0.2,2,1,26,33,78.8,0,37,3,0,2
3,e342ad68,b46554fb,822bd0ba,RW,29-169,90,2,0,0,0,5,3,0,0,54,11,1,1,1,1.1,1.1,0.0,1,0,32,39,82.1,4,34,9,0,4
4,77e84962,b46554fb,822bd0ba,CM,30-234,74,0,0,0,0,2,0,1,0,62,17,3,1,2,0.1,0.1,0.0,1,1,40,54,74.1,4,37,2,0,0
5,2f90f6b8,b46554fb,822bd0ba,CM,35-331,16,0,0,0,0,0,0,0,0,24,2,1,0,1,0.0,0.0,0.0,0,0,21,23,91.3,3,16,0,0,0
6,935e6b8f,b46554fb,822bd0ba,CM,31-167,82,1,1,0,0,1,1,0,0,72,15,1,1,1,0.1,0.1,0.3,3,1,43,66,65.2,12,40,6,1,1
7,38c7feef,b46554fb,822bd0ba,CM,28-108,8,0,0,0,0,0,0,0,0,10,4,0,0,0,0.0,0.0,0.0,0,0,7,9,77.8,0,8,1,0,0
8,7f3b388c,b46554fb,822bd0ba,DM,28-039,90,0,0,0,0,0,0,0,0,69,17,1,4,1,0.0,0.0,0.0,2,0,53,60,88.3,3,34,3,0,0
9,2e4f5f03,b46554fb,822bd0ba,LB,27-265,90,0,2,0,0,0,0,1,0,77,20,5,1,2,0.0,0.0,0.4,3,2,44,63,69.8,5,37,5,1,1
10,e06683ca,b46554fb,822bd0ba,CB,30-146,90,0,0,0,0,1,0,1,0,74,3,1,1,2,0.1,0.1,0.0,1,0,59,67,88.1,2,40,1,0,0
11,b217ef29,b46554fb,822bd0ba,CB,30-115,90,0,0,0,0,1,0,0,0,61,10,1,2,3,0.1,0.1,0.0,0,0,45,52,86.5,4,30,2,0,0
12,cd1acf9d,b46554fb,822bd0ba,RB,23-055,90,0,0,0,0,1,1,0,0,89,6,0,3,0,0.1,0.1,0.3,2,0,68,84,81.0,9,42,6,0,0
13,7a2e46a8,b46554fb,822bd0ba,GK,29-060,90,0,0,0,0,0,0,0,0,42,0,0,0,0,0.0,0.0,0.0,0,0,37,41,90.2,0,26,0,0,0
0,21a66f6a,a80b3790,361ca564,FW,28-127,90,0,0,0,0,2,1,0,0,44,6,0,0,1,0.6,0.6,0.5,6,1,22,31,71.0,5,31,5,2,3
1,92e7e919,a80b3790,361ca564,"LW,FW",29-147,86,1,0,0,0,2,2,0,0,41,14,0,1,3,0.8,0.8,0.0,2,0,17,30,56.7,1,19,8,0,1
2,a29b1131,a80b3790,361ca564,FW,24-055,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,0
3,2b622f01,a80b3790,361ca564,RW,29-111,76,0,0,0,0,1,1,0,0,33,11,1,0,1,0.1,0.1,0.0,0,0,15,27,55.6,0,27,4,2,3
4,2f7acede,a80b3790,361ca564,DM,25-303,14,0,0,0,0,0,0,0,0,11,2,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,1,10,0,0,1
5,8b04d6c1,a80b3790,361ca564,"DM,CM",26-119,90,0,0,0,0,2,1,0,0,76,19,2,3,2,0.3,0.3,0.1,3,0,59,67,88.1,7,48,4,3,3
6,6250083a,a80b3790,361ca564,"DM,CM",21-077,90,0,0,0,0,0,0,0,0,55,19,1,1,1,0.0,0.0,0.3,3,0,42,48,87.5,4,34,6,0,0
7,3353737a,a80b3790,361ca564,WB,24-351,90,0,1,0,0,1,0,0,0,55,15,1,2,0,0.1,0.1,1.1,4,1,31,47,66.0,1,38,6,1,3
8,df8b52a5,a80b3790,361ca564,WB,22-322,82,0,0,0,0,0,0,0,0,59,19,2,3,6,0.0,0.0,0.0,0,0,36,43,83.7,1,30,2,0,0
9,e9971f2d,a80b3790,361ca564,WB,22-246,8,0,0,0,0,1,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,2,1,0,0
10,44781702,a80b3790,361ca564,CB,28-222,90,0,0,0,0,1,1,0,0,67,10,0,0,1,0.1,0.1,0.0,0,0,42,61,68.9,6,39,6,0,1
11,ac861941,a80b3790,361ca564,CB,27-321,90,0,0,0,0,0,0,0,0,65,3,2,1,3,0.0,0.0,0.0,1,0,44,55,80.0,3,34,3,0,0
12,da7b447d,a80b3790,361ca564,CB,25-173,90,0,0,0,0,1,0,0,0,59,9,1,1,3,0.3,0.3,0.0,0,0,39,47,83.0,0,35,3,0,0
13,8f62b6ee,a80b3790,361ca564,GK,34-341,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0.0,0.0,0.0,0,0,18,25,72.0,0,7,0,0,0
0,e09f279b,a80b3790,cd051869,FW,25-261,90,0,0,0,0,3,2,0,0,38,9,0,0,1,0.2,0.2,0.0,2,0,14,25,56.0,1,21,2,0,1
1,6afaebf2,a80b3790,cd051869,"FW,WB",22-117,90,0,0,0,0,2,0,0,0,37,16,0,0,1,0.1,0.1,0.0,1,0,17,29,58.6,2,17,1,2,2
2,8449d35e,a80b3790,cd051869,CM,23-206,69,0,0,0,0,0,0,0,0,40,11,1,1,2,0.0,0.0,0.0,1,0,22,34,64.7,0,24,3,0,0
3,0f134faf,a80b3790,cd051869,CM,25-335,21,0,0,0,0,0,0,0,0,27,2,1,1,0,0.0,0.0,0.0,0,0,20,25,80.0,2,19,1,0,0
4,2944f86f,a80b3790,cd051869,CM,23-335,55,0,0,0,0,0,0,0,0,21,6,0,1,1,0.0,0.0,0.0,0,0,13,15,86.7,1,13,2,0,0
5,2886c9b5,a80b3790,cd051869,CM,23-238,35,0,0,0,0,0,0,0,0,19,6,0,0,2,0.0,0.0,0.0,0,0,15,16,93.8,1,13,2,0,0
6,df0a4c90,a80b3790,cd051869,DM,27-267,90,0,0,0,0,0,0,0,0,95,25,6,3,6,0.0,0.0,0.1,1,0,63,77,81.8,5,47,4,0,0
7,8a3c1dc7,a80b3790,cd051869,WB,24-147,90,0,0,0,0,0,0,0,0,67,9,0,2,3,0.0,0.0,0.0,1,0,40,55,72.7,3,45,4,0,1
8,1137759d,a80b3790,cd051869,WB,24-303,69,0,0,0,0,0,0,0,0,28,10,3,1,3,0.0,0.0,0.0,0,0,11,19,57.9,2,12,4,0,0
9,2500cef9,a80b3790,cd051869,FW,25-090,21,0,0,0,0,0,0,0,0,4,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,3,0,0,0
10,e541326e,a80b3790,cd051869,CB,28-187,90,0,0,0,0,0,0,0,0,91,12,1,1,0,0.0,0.0,0.0,0,0,72,85,84.7,3,50,1,0,0
11,172e52d8,a80b3790,cd051869,CB,30-292,90,0,0,0,0,1,0,0,0,89,9,1,4,2,0.0,0.0,0.1,1,0,69,75,92.0,7,52,2,0,0
12,7aee4dd3,a80b3790,cd051869,CB,26-121,90,0,0,0,0,0,0,0,0,76,5,1,0,3,0.0,0.0,0.0,1,0,45,70,64.3,2,39,2,1,1
13,f127d782,a80b3790,cd051869,GK,23-233,90,0,0,0,0,0,0,0,0,42,0,0,0,0,0.0,0.0,0.0,0,0,27,36,75.0,0,23,0,0,0
0,dea698d9,4323a38f,19538871,FW,36-300,87,2,0,1,1,5,3,0,0,33,5,0,0,0,1.2,0.5,0.0,5,0,19,25,76.0,2,23,4,3,3
1,8b788c01,4323a38f,19538871,FW,25-362,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,2,0,0,0
2,dbf053da,4323a38f,19538871,"LW,RW",21-252,90,0,0,0,0,0,0,0,0,53,16,3,1,2,0.0,0.0,0.3,3,1,34,40,85.0,2,37,9,0,1
3,a1d5bd30,4323a38f,19538871,RW,24-032,78,0,1,0,0,1,1,0,0,34,8,0,0,2,0.0,0.0,0.3,3,1,22,27,81.5,1,21,5,0,1
4,810e3c74,4323a38f,19538871,LW,28-352,12,0,0,0,0,1,1,0,0,3,6,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,2,1,0,0
5,507c7bdf,4323a38f,19538871,AM,27-085,89,1,0,0,0,2,1,0,0,54,11,2,1,1,0.5,0.5,0.2,5,1,31,44,70.5,7,38,9,0,1
6,50dc94ce,4323a38f,19538871,AM,24-228,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0
7,b853e0ad,4323a38f,19538871,DM,28-272,90,0,1,0,0,0,0,0,0,65,26,1,3,2,0.0,0.0,0.2,5,2,43,54,79.6,3,33,0,0,0
8,d93c2511,4323a38f,19538871,DM,24-359,90,0,0,0,0,0,0,1,0,57,14,7,3,2,0.0,0.0,0.0,0,0,38,44,86.4,3,35,3,0,0
9,e73c9bb2,4323a38f,19538871,LB,28-352,90,0,0,0,0,0,0,0,0,60,6,3,3,1,0.0,0.0,0.0,2,0,34,46,73.9,0,36,1,0,0
10,d8931174,4323a38f,19538871,CB,28-272,90,0,0,0,0,2,1,0,0,71,3,1,3,1,0.1,0.1,0.0,2,0,51,58,87.9,7,51,3,0,0
11,f5deef4c,4323a38f,19538871,CB,27-138,90,0,0,0,0,1,1,0,0,51,3,1,1,1,0.0,0.0,0.0,0,0,40,43,93.0,1,29,1,0,0
12,d9565625,4323a38f,19538871,RB,22-259,90,0,0,0,0,1,1,0,0,56,8,4,1,0,0.0,0.0,0.0,1,1,38,46,82.6,2,31,4,0,0
13,7ba6d84e,4323a38f,19538871,GK,31-025,90,0,0,0,0,0,0,0,0,24,0,0,0,0,0.0,0.0,0.0,0,0,14,21,66.7,0,6,0,0,0
0,d5dd5f1f,4323a38f,18bb7c10,FW,32-167,78,0,0,0,0,5,4,0,0,24,12,0,0,2,0.5,0.5,0.0,2,0,14,16,87.5,1,19,3,0,0
1,9dbb75ca,4323a38f,18bb7c10,FW,30-188,12,0,0,0,0,0,0,0,0,7,2,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,6,0,0,0
2,79300479,4323a38f,18bb7c10,AM,22-350,78,1,0,0,0,1,1,0,0,50,14,1,0,0,0.1,0.1,0.5,4,0,33,44,75.0,3,32,2,0,0
3,a53649b7,4323a38f,18bb7c10,AM,22-186,12,0,0,0,0,0,0,0,0,7,4,2,0,0,0.0,0.0,0.0,0,0,5,5,100.0,1,5,0,0,0
4,17695062,4323a38f,18bb7c10,LM,21-127,69,1,0,0,0,1,1,0,0,36,8,0,2,0,0.0,0.0,0.1,1,0,19,24,79.2,2,25,2,0,3
5,bc7dc64d,4323a38f,18bb7c10,RM,20-088,21,0,0,0,0,1,0,0,0,18,0,0,0,0,0.1,0.1,0.0,0,0,11,14,78.6,0,16,1,1,1
6,48a5a5d6,4323a38f,18bb7c10,"RM,LM",20-167,90,0,1,0,0,4,0,0,0,40,16,1,1,0,0.4,0.4,0.2,3,1,21,25,84.0,0,27,3,1,3
7,47a34c4f,4323a38f,18bb7c10,DM,29-144,90,0,1,0,0,1,0,0,0,89,10,2,2,0,0.0,0.0,0.0,1,1,75,83,90.4,1,73,1,0,0
8,529f49ab,4323a38f,18bb7c10,DM,28-172,90,0,0,0,0,1,0,0,0,66,8,1,2,0,0.1,0.1,0.0,4,1,48,58,82.8,5,52,5,0,1
9,a65c844b,4323a38f,18bb7c10,LB,21-310,90,0,0,0,0,1,0,0,0,86,6,0,4,1,0.2,0.2,0.1,1,0,64,74,86.5,2,60,8,1,3
10,67ac5bb8,4323a38f,18bb7c10,CB,23-348,90,0,0,0,0,1,1,0,0,68,2,1,2,0,0.1,0.1,0.0,3,0,54,61,88.5,2,51,3,0,0
11,35e413f1,4323a38f,18bb7c10,CB,24-055,90,0,0,0,0,1,0,0,0,52,7,2,3,1,0.1,0.1,0.0,3,0,37,40,92.5,3,36,4,1,2
12,b3af9be1,4323a38f,18bb7c10,RB,23-027,90,0,0,0,0,0,0,0,0,77,10,2,3,1,0.0,0.0,0.0,3,0,51,65,78.5,1,49,7,0,1
13,466fb2c5,4323a38f,18bb7c10,GK,23-202,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0.0,0.0,0.0,0,0,25,37,67.6,0,25,0,0,0
0,ac05f970,776aa8ab,7c21e445,FW,31-251,90,0,1,0,0,2,0,0,0,34,25,1,1,1,0.1,0.1,0.7,3,1,16,25,64.0,1,22,5,2,2
1,26f6dca8,776aa8ab,7c21e445,AM,28-292,84,1,0,1,1,0,0,0,0,43,30,1,0,0,0.8,0.0,0.0,1,0,32,37,86.5,3,27,1,0,0
2,5a04fd92,776aa8ab,7c21e445,AM,26-116,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0.0,0.0,0.0,1,0,2,3,66.7,0,2,0,0,0
3,79c84d1c,776aa8ab,7c21e445,"AM,RM",24-349,90,1,0,0,0,4,1,0,0,39,32,0,1,1,0.8,0.8,0.0,3,1,19,27,70.4,1,26,4,1,2
4,1c7012b8,776aa8ab,7c21e445,"DM,CB",22-324,90,0,0,0,0,0,0,0,0,51,18,0,5,4,0.0,0.0,0.0,2,0,31,38,81.6,4,30,1,2,2
5,6613c819,776aa8ab,7c21e445,DM,26-280,90,0,0,0,0,1,0,0,0,33,26,1,3,1,0.1,0.1,0.0,0,0,15,22,68.2,4,12,3,0,0
6,9319781b,776aa8ab,7c21e445,WB,21-314,44,0,0,0,0,0,0,0,0,26,8,0,0,3,0.0,0.0,0.1,1,0,13,23,56.5,1,11,1,0,0
7,57df7a11,776aa8ab,7c21e445,"WB,LB",28-027,46,1,0,0,0,1,1,0,0,32,16,2,1,3,0.1,0.1,0.0,1,1,18,25,72.0,1,13,3,1,1
8,fdf3cb77,776aa8ab,7c21e445,"WB,RB",29-104,90,0,1,0,0,1,0,1,0,43,18,0,0,4,0.0,0.0,0.1,1,1,22,34,64.7,1,20,5,0,0
9,a712ca2b,776aa8ab,7c21e445,CB,24-329,90,0,0,0,0,0,0,0,0,41,7,1,0,3,0.0,0.0,0.0,1,0,31,34,91.2,1,19,0,0,0
10,ce4246f5,776aa8ab,7c21e445,CB,27-038,70,0,0,0,0,0,0,0,0,40,8,2,3,0,0.0,0.0,0.0,0,0,23,26,88.5,1,15,0,0,0
11,82927de4,776aa8ab,7c21e445,"LM,DM",25-285,20,0,0,0,0,0,0,0,0,11,3,0,1,0,0.0,0.0,0.0,1,0,6,9,66.7,2,5,0,0,0
12,3e9e06cb,776aa8ab,7c21e445,CB,31-212,90,0,0,0,0,1,1,0,0,42,9,2,0,4,0.0,0.0,0.0,0,0,26,33,78.8,1,28,0,0,0
13,9328b835,776aa8ab,7c21e445,GK,36-230,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,16,32,50.0,0,14,0,0,0
0,fed7cb61,776aa8ab,cff3d9bb,FW,22-176,45,0,0,0,0,2,1,0,0,22,5,0,0,0,0.1,0.1,0.0,0,0,15,17,88.2,0,17,4,1,1
1,5eae500a,776aa8ab,cff3d9bb,FW,28-205,45,0,0,0,0,1,0,0,0,15,6,1,0,0,0.1,0.1,0.0,0,0,8,10,80.0,0,6,1,0,0
2,9674002f,776aa8ab,cff3d9bb,AM,22-328,90,1,1,0,0,3,3,0,0,72,14,1,1,1,0.2,0.2,0.2,4,1,50,62,80.6,5,51,11,0,1
3,6622454d,776aa8ab,cff3d9bb,AM,28-260,63,0,1,0,0,3,0,0,0,42,12,0,0,1,0.4,0.4,0.1,3,1,23,34,67.6,2,31,4,0,0
4,15f3ec41,776aa8ab,cff3d9bb,"WB,AM",21-027,27,0,0,0,0,0,0,0,0,23,5,0,2,2,0.0,0.0,0.1,3,0,14,19,73.7,1,17,7,0,0
5,45db685d,776aa8ab,cff3d9bb,DM,29-349,90,0,0,0,0,2,0,1,0,81,18,1,1,1,0.1,0.1,0.0,4,0,68,74,91.9,9,62,7,0,0
6,e97fd090,776aa8ab,cff3d9bb,DM,25-315,90,0,0,0,0,2,1,0,0,74,19,0,1,0,0.1,0.1,0.1,5,1,60,64,93.8,8,63,12,5,6
7,f4290206,776aa8ab,cff3d9bb,WB,30-341,71,0,0,0,0,1,0,0,0,47,8,0,2,3,0.0,0.0,0.0,2,0,30,40,75.0,5,30,3,1,1
8,1bf33a9a,776aa8ab,cff3d9bb,AM,23-077,19,0,0,0,0,1,0,0,0,11,8,0,0,0,0.1,0.1,0.1,1,0,6,7,85.7,0,5,1,0,0
