,player_id,match_id,team_id,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed,passes_offsides,passes_oob,passes_intercepted,passes_blocked
9,31c69ef1,cd797899,b8fd03ef,CB,24-281,90,86,84,2,2,1,2,0,0,0,0,0,0,75,6,5,11,73,1,0,0,82,0,0,1,1
10,86dd77d1,cd797899,b8fd03ef,RB,31-267,90,102,96,6,0,0,2,3,4,0,0,0,0,86,12,4,2,91,2,6,0,96,0,1,0,0
11,3bb7b8b4,cd797899,b8fd03ef,GK,28-186,90,21,17,4,0,0,0,0,0,0,0,0,0,17,2,2,14,4,0,1,2,19,0,1,0,0
0,21a66f6a,cd797899,361ca564,FW,28-206,90,30,28,2,0,3,6,2,0,0,0,0,0,15,7,8,5,18,4,0,0,20,0,1,3,1
1,92e7e919,cd797899,361ca564,LW,29-226,79,17,17,0,0,1,2,1,0,0,0,0,0,15,0,2,2,15,0,0,0,16,0,0,0,1
2,2b622f01,cd797899,361ca564,LW,29-190,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0
3,df3cda47,cd797899,361ca564,RW,21-300,90,21,20,1,0,0,5,0,1,0,0,0,0,19,1,1,19,2,0,0,0,19,0,0,0,0
4,8b04d6c1,cd797899,361ca564,DM,26-198,90,32,31,1,1,0,9,0,0,0,0,0,0,26,1,5,6,24,1,0,0,27,0,1,1,2
5,3b8674e6,cd797899,361ca564,DM,24-259,90,27,27,0,0,0,6,0,0,0,0,0,0,23,1,3,6,20,1,0,0,22,0,0,1,2
6,6aa3e78b,cd797899,361ca564,WB,21-277,89,20,19,1,1,0,1,1,0,0,0,0,0,15,1,4,15,5,0,0,0,15,1,1,0,0
7,da7b447d,cd797899,361ca564,CB,25-252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,df8b52a5,cd797899,361ca564,WB,23-036,82,37,27,10,1,0,4,0,0,0,0,0,0,15,12,10,2,26,0,9,0,30,0,0,1,0
9,d557d734,cd797899,361ca564,WB,30-034,8,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
10,44781702,cd797899,361ca564,"CB,WB",28-301,90,32,32,0,0,0,5,1,0,0,0,0,0,28,0,4,29,3,0,0,0,26,1,1,0,0
11,ac861941,cd797899,361ca564,CB,28-035,90,29,29,0,0,0,3,1,0,0,0,0,0,19,0,10,7,22,0,0,0,20,1,1,2,1
12,a3d94a58,cd797899,361ca564,CB,23-298,90,37,37,0,0,0,5,2,0,0,0,0,0,31,1,5,0,36,1,0,0,33,0,0,2,1
13,8f62b6ee,cd797899,361ca564,GK,35-055,90,36,19,17,3,0,2,1,0,0,0,0,0,18,3,15,21,1,0,0,10,28,0,1,0,0
0,1fb1c435,002f0ff0,5bfb9659,"AM,FW",30-351,90,35,29,6,0,0,8,1,0,0,0,0,0,27,6,2,29,2,2,1,1,24,0,1,3,1
1,aa849a12,002f0ff0,5bfb9659,LW,25-092,45,10,10,0,0,0,4,0,1,0,0,0,0,5,4,1,9,1,0,0,0,4,0,0,0,1
2,3423f250,002f0ff0,5bfb9659,RM,25-068,45,18,14,4,1,0,1,3,1,3,0,2,0,10,3,5,16,2,0,0,0,10,0,0,1,0
3,c931d9f9,002f0ff0,5bfb9659,"LM,RW",24-102,90,22,22,0,0,0,7,0,3,0,0,0,0,13,4,5,5,13,1,0,1,11,1,1,1,1
4,282679b4,002f0ff0,5bfb9659,"DM,AM",31-252,90,38,33,5,4,1,9,0,0,0,0,0,0,24,4,10,3,32,2,1,0,27,1,0,4,1
5,ea6bc03a,002f0ff0,5bfb9659,DM,25-218,30,8,8,0,0,0,2,0,0,0,0,0,0,7,0,1,1,7,0,0,0,6,0,0,0,0
6,24f59bb2,002f0ff0,5bfb9659,LB,25-182,60,36,29,7,2,0,4,2,2,0,0,0,0,21,8,7,25,4,1,5,0,30,1,1,2,0
7,9f1938ab,002f0ff0,5bfb9659,DM,30-135,90,47,42,5,5,0,12,0,0,0,0,0,0,39,3,5,4,41,2,0,0,42,0,0,4,0
8,67ca8566,002f0ff0,5bfb9659,"RB,LB",30-307,90,52,46,6,1,0,6,0,0,0,0,0,0,37,8,7,7,39,1,5,0,42,0,0,2,2
9,f4d296e4,002f0ff0,5bfb9659,"CB,DM",22-193,90,53,48,5,5,0,6,2,0,0,0,0,0,37,8,8,43,9,1,0,0,47,0,2,0,1
10,bba30585,002f0ff0,5bfb9659,CB,28-188,45,24,23,1,0,0,4,2,0,0,0,0,0,17,3,4,4,19,0,1,0,20,0,1,0,0
11,01962d0d,002f0ff0,5bfb9659,FW,19-292,45,5,5,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,1,0,0,4,0,0,0,1
12,420d7c7d,002f0ff0,5bfb9659,"CB,RB",30-179,90,55,52,3,1,0,3,1,0,0,0,0,0,34,10,11,8,40,4,2,1,44,0,1,1,0
13,6b625ac2,002f0ff0,5bfb9659,GK,21-355,90,38,33,5,1,0,2,3,0,0,0,0,0,22,2,14,23,6,0,0,9,27,1,3,0,0
0,dea698d9,002f0ff0,19538871,FW,37-015,84,21,21,0,0,0,5,0,0,0,0,0,0,17,4,0,1,18,1,0,1,18,0,0,0,1
1,9f8e9423,002f0ff0,19538871,CB,28-301,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,dbf053da,002f0ff0,19538871,LW,21-332,90,38,38,0,0,0,4,2,1,0,0,0,0,33,1,4,7,30,0,0,0,30,0,0,3,0
3,810e3c74,002f0ff0,19538871,RW,29-067,66,22,22,0,0,0,2,0,2,0,0,0,0,17,3,2,3,18,1,0,0,16,0,0,1,0
4,2fba6108,002f0ff0,19538871,RW,19-299,24,11,11,0,0,0,2,0,0,0,0,0,0,8,1,2,2,9,0,0,0,8,0,0,0,1
5,507c7bdf,002f0ff0,19538871,"AM,FW",27-165,90,35,29,6,3,0,6,1,1,0,0,0,0,25,1,9,1,34,0,0,0,18,1,2,4,2
6,867239d3,002f0ff0,19538871,DM,28-342,66,23,23,0,0,0,7,2,2,0,0,0,0,14,5,4,2,20,0,0,1,17,1,1,3,0
7,b853e0ad,002f0ff0,19538871,DM,28-352,24,13,13,0,0,0,1,0,0,0,0,0,0,10,2,1,7,6,0,0,0,10,0,0,1,1
8,d93c2511,002f0ff0,19538871,DM,25-074,90,34,32,2,2,0,5,2,1,0,0,0,0,27,1,6,2,30,1,0,0,26,0,0,0,0
9,9c94165b,002f0ff0,19538871,"LB,WB",26-223,90,41,33,8,1,0,7,2,2,3,2,1,0,24,11,6,32,3,1,4,0,28,0,1,0,5
10,d8931174,002f0ff0,19538871,CB,28-352,90,27,22,5,5,0,2,1,0,0,0,0,0,15,6,6,2,22,2,0,0,21,0,0,2,0
11,f5deef4c,002f0ff0,19538871,CB,27-218,90,42,39,3,3,0,7,1,0,0,0,0,0,25,6,11,4,34,3,0,1,34,0,0,1,1
12,9e525177,002f0ff0,19538871,"RB,WB",24-086,90,47,31,16,0,0,6,0,0,0,0,0,0,27,19,1,3,26,1,16,0,38,0,0,3,1
13,7ba6d84e,002f0ff0,19538871,GK,31-105,90,25,15,10,3,0,2,0,0,0,0,0,0,12,0,13,0,21,0,0,4,14,0,1,2,1
0,7fcc71d8,63d95af6,8cec06e1,"FW,AM",26-122,80,22,22,0,0,1,8,0,2,0,0,0,0,14,4,4,3,17,1,0,1,17,0,0,2,1
1,7ba2eaa9,63d95af6,8cec06e1,AM,21-348,10,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,3,0,0,0,0
2,b561db50,63d95af6,8cec06e1,FW,30-291,90,13,10,3,0,0,4,0,0,0,0,0,0,8,2,3,2,8,1,1,0,9,0,0,1,1
3,f5a00fa4,63d95af6,8cec06e1,CM,35-165,57,27,21,6,0,0,6,3,0,5,1,3,0,14,4,9,1,22,3,1,0,22,0,1,0,1
4,169fd162,63d95af6,8cec06e1,AM,26-025,33,8,8,0,0,0,2,0,0,0,0,0,0,6,1,1,1,5,1,0,0,7,0,0,0,1
5,5a7301ae,63d95af6,8cec06e1,"CM,DM",26-311,90,28,26,2,1,0,7,1,1,0,0,0,0,19,3,6,7,17,1,1,0,22,0,1,2,0
6,44bfb6c5,63d95af6,8cec06e1,DM,24-344,90,39,36,3,3,0,10,3,0,0,0,0,0,25,4,10,6,33,0,0,0,30,1,3,2,0
7,9b398aea,63d95af6,8cec06e1,WB,20-259,87,32,20,12,2,0,7,3,2,2,2,0,0,17,5,10,20,4,0,8,0,25,0,3,0,1
8,9ae9eaea,63d95af6,8cec06e1,WB,33-001,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
9,d04b94db,63d95af6,8cec06e1,WB,28-096,90,34,26,8,1,1,3,0,0,0,0,0,0,14,9,11,5,22,0,7,0,22,0,0,2,2
10,9fbbcf39,63d95af6,8cec06e1,CB,31-331,90,34,33,1,1,0,3,1,0,0,0,0,0,21,1,12,27,3,2,0,0,22,0,1,2,1
11,2928dca2,63d95af6,8cec06e1,CB,28-360,90,27,27,0,0,0,3,1,0,0,0,0,0,22,2,3,2,23,1,0,0,26,0,0,0,0
12,d0f72bf1,63d95af6,8cec06e1,CB,24-273,90,33,33,0,0,0,1,0,0,0,0,0,0,26,0,7,23,9,1,0,0,29,0,0,0,0
13,903b6e8b,63d95af6,8cec06e1,GK,29-034,90,28,19,9,1,0,0,0,0,0,0,0,0,13,3,12,2,16,0,0,8,21,0,0,0,0
0,ca45605e,63d95af6,a2d435b3,FW,23-134,72,12,10,2,0,0,2,0,0,0,0,0,0,10,2,0,1,11,0,0,0,10,0,0,1,0
1,c92e1a31,63d95af6,a2d435b3,FW,25-140,18,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0
2,7c104bb7,63d95af6,a2d435b3,LW,24-123,90,43,40,3,1,0,5,1,6,1,0,0,0,33,7,3,7,34,1,1,0,34,0,0,2,2
3,b827d5b3,63d95af6,a2d435b3,RW,32-094,90,53,48,5,2,0,7,2,5,1,1,0,0,40,6,7,7,42,2,2,0,39,1,0,2,2
4,5c74c0f5,63d95af6,a2d435b3,CM,23-167,90,51,47,4,4,0,14,2,5,0,0,0,0,39,5,7,40,7,1,0,0,39,0,1,3,2
5,56f7a928,63d95af6,a2d435b3,"CM,DM",24-289,90,66,59,7,1,1,11,2,4,5,3,1,0,45,6,15,12,50,4,0,0,44,1,2,4,4
6,6b47c5db,63d95af6,a2d435b3,DM,25-066,73,52,52,0,0,0,8,3,0,0,0,0,0,36,3,13,6,39,4,0,0,42,0,1,2,1
7,ee38d9c5,63d95af6,a2d435b3,CM,25-089,17,18,14,4,1,0,0,0,1,3,3,0,0,11,2,5,1,15,2,0,0,13,0,0,0,1
8,fc027d02,63d95af6,a2d435b3,LB,20-255,90,74,64,10,1,0,8,0,3,0,0,0,0,55,13,6,57,7,1,9,0,66,0,1,1,1
9,21166ff4,63d95af6,a2d435b3,CB,25-273,90,71,70,1,1,0,2,4,0,0,0,0,0,53,4,14,11,55,4,0,0,67,0,1,0,0
10,1a4ef233,63d95af6,a2d435b3,CB,27-061,90,64,63,1,0,0,4,2,0,0,0,0,0,59,2,3,4,59,0,0,0,62,0,0,0,1
11,75a72a99,63d95af6,a2d435b3,RB,28-137,90,88,71,17,1,0,11,0,2,0,0,0,0,57,18,13,16,53,3,16,0,75,0,0,3,5
12,53af52f3,63d95af6,a2d435b3,GK,35-107,90,23,18,5,1,0,0,1,0,0,0,0,0,17,0,6,0,21,0,0,2,21,0,0,1,0
0,4ab53cdb,f8d646cb,943e8050,FW,32-209,90,25,25,0,0,0,9,0,0,0,0,0,0,18,4,3,1,18,3,0,1,20,0,0,0,0
1,c4e87b8b,f8d646cb,943e8050,FW,29-200,88,23,23,0,0,0,7,0,0,0,0,0,0,15,5,3,0,16,5,0,0,16,0,0,2,0
2,2691c772,f8d646cb,943e8050,FW,32-116,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3,fc15fb84,f8d646cb,943e8050,LM,22-093,90,50,47,3,1,0,6,3,6,2,2,0,0,37,3,10,49,1,0,0,0,37,1,0,0,3
4,2ff964a0,f8d646cb,943e8050,RM,34-313,90,17,17,0,0,0,3,0,1,0,0,0,0,10,4,3,3,14,0,0,0,9,0,0,2,2
5,47369df8,f8d646cb,943e8050,DM,26-066,90,50,45,5,4,0,12,3,4,0,0,0,0,35,4,11,3,43,1,0,1,42,1,2,1,0
6,74e12f1e,f8d646cb,943e8050,DM,32-243,90,41,41,0,0,0,6,3,0,0,0,0,0,34,0,7,5,35,0,0,0,36,0,1,1,0
7,1ef37668,f8d646cb,943e8050,LB,33-200,90,45,37,8,0,0,9,0,0,0,0,0,0,24,12,9,28,5,2,8,1,34,0,1,1,4
8,8df7a2fb,f8d646cb,943e8050,CB,32-153,90,43,42,1,0,0,3,5,2,0,0,0,0,25,3,15,36,2,3,1,0,31,0,1,0,2
9,15ea812b,f8d646cb,943e8050,CB,29-096,90,26,26,0,0,0,2,1,0,0,0,0,0,16,0,10,3,20,2,0,0,22,0,0,0,0
10,24fae784,f8d646cb,943e8050,RB,26-153,90,36,29,7,0,0,3,1,1,1,0,0,0,27,4,5,3,27,0,6,0,31,0,0,0,1
11,4b40d9ca,f8d646cb,943e8050,GK,29-310,90,25,10,15,5,0,1,0,0,0,0,0,0,1,0,24,1,21,0,0,0,9,1,1,0,0
0,21a66f6a,f8d646cb,361ca564,FW,28-210,90,36,32,4,2,0,11,0,4,0,0,0,0,23,5,8,3,29,0,1,0,22,0,1,6,2
1,92e7e919,f8d646cb,361ca564,LW,29-230,90,31,27,4,1,0,2,0,2,3,0,0,0,24,4,3,2,27,1,0,0,27,0,0,2,1
2,df3cda47,f8d646cb,361ca564,"RW,WB",21-304,90,38,36,2,0,0,7,2,4,1,0,0,0,27,3,8,31,5,0,0,0,28,0,1,1,3
3,8b04d6c1,f8d646cb,361ca564,DM,26-202,90,78,77,1,1,0,10,3,0,0,0,0,0,64,7,7,6,68,2,0,0,67,0,0,1,3
4,3b8674e6,f8d646cb,361ca564,DM,24-263,45,41,41,0,0,0,6,0,0,0,0,0,0,38,3,0,11,29,1,0,0,36,0,0,1,3
5,2f7acede,f8d646cb,361ca564,DM,26-021,45,44,43,1,0,0,6,3,0,1,0,0,0,34,4,6,3,40,1,0,0,37,0,0,1,1
6,6aa3e78b,f8d646cb,361ca564,WB,21-281,78,45,37,8,0,0,6,1,4,1,0,0,0,32,8,5,34,3,1,7,0,40,0,2,1,1
7,a29b1131,f8d646cb,361ca564,WB,24-138,12,9,7,2,0,0,0,0,2,0,0,0,0,5,2,2,1,6,0,2,0,6,0,0,1,0
8,df8b52a5,f8d646cb,361ca564,WB,23-040,64,63,51,12,0,0,10,0,4,1,0,0,0,38,20,5,6,42,4,11,0,51,0,1,4,2
9,2b622f01,f8d646cb,361ca564,RW,29-194,26,6,6,0,0,0,1,0,0,0,0,0,0,5,1,0,0,5,1,0,0,4,1,0,0,1
10,44781702,f8d646cb,361ca564,CB,28-305,90,86,84,2,2,0,5,3,0,0,0,0,0,78,2,6,75,8,2,0,0,80,0,0,2,1
11,ac861941,f8d646cb,361ca564,CB,28-039,90,88,87,1,1,0,4,8,0,0,0,0,0,78,2,8,11,76,0,0,0,79,1,2,1,1
12,a3d94a58,f8d646cb,361ca564,CB,23-302,90,94,86,8,3,0,15,4,0,0,0,0,0,72,12,10,6,75,5,5,0,75,0,2,5,2
13,8f62b6ee,f8d646cb,361ca564,GK,35-059,90,34,27,7,1,0,5,0,0,0,0,0,0,26,0,8,22,2,0,0,9,29,0,0,1,0
0,43458538,daa35440,2abfe087,FW,30-039,50,10,7,3,0,0,1,0,0,0,0,0,0,6,2,2,2,5,3,0,0,7,0,0,0,0
1,71b47ab9,daa35440,2abfe087,LW,22-309,40,16,16,0,0,0,1,2,1,0,0,0,0,8,1,7,0,13,3,0,0,11,0,1,0,0
2,2c44a35d,daa35440,2abfe087,"LW,FW",24-100,90,11,8,3,0,0,1,0,1,0,0,0,0,8,2,1,2,7,0,1,1,9,0,0,1,1
3,bfdb33aa,daa35440,2abfe087,RW,23-363,90,28,27,1,0,0,3,2,2,0,0,0,0,21,2,5,4,20,2,1,0,23,0,1,0,1
4,6cdd8245,daa35440,2abfe087,CM,32-195,72,22,22,0,0,0,4,2,0,0,0,0,0,13,5,4,3,15,2,0,0,19,0,0,0,1
5,f99b71de,daa35440,2abfe087,CM,23-204,18,12,12,0,0,0,0,0,1,0,0,0,0,10,0,2,11,1,0,0,0,11,0,0,0,0
6,2acd49b9,daa35440,2abfe087,CM,32-191,90,29,28,1,1,0,4,2,1,0,0,0,0,24,2,3,0,28,0,0,0,27,0,0,0,0
7,e1df6989,daa35440,2abfe087,DM,22-298,90,51,50,1,1,0,8,2,0,0,0,0,0,35,2,14,44,5,2,0,0,40,0,0,2,2
8,19a12bed,daa35440,2abfe087,LB,27-157,90,63,51,12,0,0,6,2,2,0,0,0,0,36,12,15,41,9,0,12,0,45,1,2,2,4
9,92b4758e,daa35440,2abfe087,CB,27-080,90,69,67,2,2,0,4,2,0,0,0,0,0,56,1,12,55,9,4,0,0,61,0,0,0,1
10,89e4b358,daa35440,2abfe087,CB,33-017,90,69,68,1,1,0,2,1,0,0,0,0,0,58,4,7,12,54,2,0,0,64,0,1,0,0
11,e5d01ecf,daa35440,2abfe087,RB,31-021,90,65,47,18,3,0,7,2,2,6,4,2,0,38,10,17,9,44,2,9,0,43,0,1,6,4
12,d0b3ceb9,daa35440,2abfe087,GK,38-326,90,30,24,6,2,0,2,1,0,0,0,0,0,11,0,19,25,4,0,0,1,22,1,0,1,0
0,50e6dc35,daa35440,47c64c55,FW,24-240,89,17,16,1,0,0,4,0,0,0,0,0,0,10,5,2,2,10,3,0,0,12,0,0,1,1
1,0562b7f1,daa35440,47c64c55,FW,24-038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,b2bc3b1f,daa35440,47c64c55,LW,29-105,90,45,44,1,0,0,15,0,1,0,0,0,0,35,5,5,5,36,2,1,0,35,0,1,4,1
3,c4486bac,daa35440,47c64c55,RW,20-073,72,35,32,3,1,0,12,2,2,2,2,0,0,25,2,8,29,5,1,0,0,26,0,1,1,1
4,da052c14,daa35440,47c64c55,RW,30-165,18,5,5,0,0,0,0,0,1,0,0,0,0,4,0,1,1,4,0,0,0,5,0,0,0,0
5,a0666d3e,daa35440,47c64c55,CM,26-312,79,34,32,2,1,0,6,0,0,0,0,0,0,25,5,4,29,2,2,0,0,30,0,0,2,1
6,cee31595,daa35440,47c64c55,CM,34-139,11,18,18,0,0,0,2,0,0,0,0,0,0,17,1,0,6,12,0,0,0,17,0,0,1,0
7,c2731c10,daa35440,47c64c55,CM,22-017,90,44,41,3,1,0,8,2,1,2,0,0,1,28,9,7,4,37,1,0,0,34,0,3,1,1
8,8d3c902d,daa35440,47c64c55,DM,32-064,90,46,45,1,1,0,8,0,0,0,0,0,0,35,3,8,4,37,2,0,1,36,0,1,3,0
9,5cbd1eb0,daa35440,47c64c55,LB,22-175,90,60,50,10,3,0,11,0,4,0,0,0,0,31,9,20,44,3,6,7,0,46,1,0,1,1
10,d0706b27,daa35440,47c64c55,CB,21-225,90,87,87,0,0,0,4,4,0,0,0,0,0,69,3,15,25,60,1,0,0,78,0,1,0,0
11,e34fc66d,daa35440,47c64c55,CB,25-268,90,103,98,5,4,0,9,4,0,0,0,0,0,74,4,25,8,89,4,1,0,85,0,3,6,0
12,0442183b,daa35440,47c64c55,RB,30-324,90,61,50,11,2,0,12,1,0,0,0,0,0,44,6,11,0,50,1,9,0,54,0,0,1,1
13,cc70a1d5,daa35440,47c64c55,GK,28-350,90,31,23,8,1,0,4,0,0,0,0,0,0,25,0,6,9,20,0,0,2,25,0,0,0,0
0,c691bfe2,6d0f3b48,822bd0ba,FW,29-319,90,59,59,0,0,0,14,0,1,0,0,0,0,49,3,7,11,48,0,0,0,50,1,1,3,2
1,4a1a9578,6d0f3b48,822bd0ba,LW,25-041,84,48,48,0,0,0,11,0,2,0,0,0,0,40,5,3,6,40,1,0,0,43,0,0,3,1
2,43a166b4,6d0f3b48,822bd0ba,LW,26-311,6,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3,e342ad68,6d0f3b48,822bd0ba,RW,29-253,90,52,51,1,0,2,5,2,2,0,0,0,0,45,3,4,45,6,0,1,0,46,0,0,3,2
4,77e84962,6d0f3b48,822bd0ba,CM,30-318,67,53,53,0,0,0,11,0,0,0,0,0,0,49,1,3,3,50,0,0,0,51,0,1,0,0
5,935e6b8f,6d0f3b48,822bd0ba,CM,31-251,23,18,18,0,0,0,2,0,1,0,0,0,0,12,4,2,5,12,0,0,0,14,0,0,0,1
6,4fb9c88f,6d0f3b48,822bd0ba,CM,21-024,76,61,58,3,2,0,14,0,0,0,0,0,0,56,2,3,13,48,0,0,0,55,0,0,1,1
7,2f90f6b8,6d0f3b48,822bd0ba,CM,36-050,14,12,12,0,0,0,0,0,0,0,0,0,0,10,1,1,1,11,0,0,0,10,0,0,1,0
8,7f3b388c,6d0f3b48,822bd0ba,DM,28-123,90,42,39,3,2,0,8,0,2,0,0,0,0,33,5,4,3,37,1,1,0,37,0,1,1,0
9,2e4f5f03,6d0f3b48,822bd0ba,LB,27-349,90,61,47,14,0,0,9,1,1,2,0,2,0,36,12,13,38,4,5,12,1,52,0,0,1,2
10,e06683ca,6d0f3b48,822bd0ba,CB,30-230,90,95,93,2,2,0,11,2,0,0,0,0,0,83,1,11,17,74,3,0,0,86,0,1,1,0
11,b217ef29,6d0f3b48,822bd0ba,CB,30-199,90,89,89,0,0,0,11,0,0,0,0,0,0,75,6,8,16,67,5,0,0,78,0,0,2,2
12,cd1acf9d,6d0f3b48,822bd0ba,RB,23-139,90,47,33,14,6,1,5,4,1,2,0,2,0,22,8,17,5,35,0,6,1,30,0,2,2,6
13,7a2e46a8,6d0f3b48,822bd0ba,GK,29-144,90,61,56,5,3,0,4,0,0,0,0,0,0,51,0,10,5,49,0,0,7,55,0,0,0,0
0,c931d9f9,6d0f3b48,5bfb9659,FW,24-105,60,9,6,3,0,0,0,0,0,0,0,0,0,8,0,1,1,8,0,0,0,7,0,0,0,0
1,01962d0d,6d0f3b48,5bfb9659,FW,19-295,30,5,3,2,0,0,0,0,0,0,0,0,0,4,0,1,2,2,1,0,0,4,0,0,0,0
2,aa849a12,6d0f3b48,5bfb9659,LM,25-095,90,28,28,0,0,0,4,0,3,0,0,0,0,16,7,5,15,13,0,0,0,19,1,0,2,2
3,1fb1c435,6d0f3b48,5bfb9659,CM,30-354,45,15,14,1,0,0,1,0,0,0,0,0,0,12,2,1,13,2,0,0,0,12,0,1,1,0
4,6c17e046,6d0f3b48,5bfb9659,CM,23-042,45,11,11,0,0,0,0,0,0,0,0,0,0,7,4,0,1,8,2,0,0,9,0,0,0,1
5,282679b4,6d0f3b48,5bfb9659,CM,31-255,45,13,13,0,0,1,0,1,0,0,0,0,0,9,3,1,1,11,1,0,0,10,0,1,0,0
6,8d03ca5a,6d0f3b48,5bfb9659,RB,22-138,45,26,25,1,0,0,1,0,0,0,0,0,0,23,1,2,5,20,0,1,0,20,0,1,0,1
7,3423f250,6d0f3b48,5bfb9659,RM,25-071,90,21,20,1,0,0,2,2,1,0,0,0,0,11,4,6,15,2,2,1,1,10,0,3,2,1
8,9f1938ab,6d0f3b48,5bfb9659,DM,30-138,90,57,54,3,3,0,6,4,0,0,0,0,0,41,6,10,7,46,3,0,0,43,1,1,2,1
9,24f59bb2,6d0f3b48,5bfb9659,LB,25-185,90,38,33,5,0,0,3,0,1,0,0,0,0,26,9,3,23,7,2,5,1,32,1,0,3,0
10,f4d296e4,6d0f3b48,5bfb9659,CB,22-196,90,36,35,1,1,0,0,2,0,0,0,0,0,24,2,10,28,6,2,0,0,26,1,1,2,1
11,420d7c7d,6d0f3b48,5bfb9659,CB,30-182,90,49,48,1,1,0,2,2,0,0,0,0,0,36,3,10,4,42,3,0,0,42,1,2,0,0
12,67ca8566,6d0f3b48,5bfb9659,"CM,RB",30-310,90,30,26,4,0,0,4,0,1,0,0,0,0,18,11,1,6,20,0,4,0,21,1,1,2,0
13,6b625ac2,6d0f3b48,5bfb9659,GK,21-358,90,43,32,11,1,0,1,1,0,0,0,0,0,16,3,24,23,6,0,0,11,25,0,1,1,0
0,9dbb75ca,3c516ed6,18bb7c10,FW,30-272,90,25,25,0,0,0,8,0,2,0,0,0,0,17,8,0,2,22,1,0,0,19,0,0,2,2
1,48a5a5d6,3c516ed6,18bb7c10,LW,20-251,70,25,25,0,0,0,7,0,2,0,0,0,0,17,4,4,2,21,2,0,0,20,0,1,1,1
2,57e3f0c7,3c516ed6,18bb7c10,"WB,LW",26-271,20,15,14,1,1,0,3,0,1,0,0,0,0,13,2,0,13,1,1,0,0,12,0,0,1,0
3,bc7dc64d,3c516ed6,18bb7c10,"RW,WB",20-172,90,29,27,2,0,0,10,1,4,2,1,0,0,19,3,7,23,5,0,0,0,19,0,1,0,2
4,79300479,3c516ed6,18bb7c10,AM,23-069,90,46,38,8,1,1,6,1,0,3,1,2,0,34,3,9,37,5,1,2,1,37,1,0,4,1
5,e61b8aee,3c516ed6,18bb7c10,DM,29-150,90,51,47,4,3,0,7,1,0,0,0,0,0,36,8,7,40,3,4,1,1,36,0,0,3,4
6,529f49ab,3c516ed6,18bb7c10,DM,28-256,90,56,56,0,0,1,7,3,0,0,0,0,0,43,6,7,3,52,1,0,0,51,0,0,0,1
7,fce2302c,3c516ed6,18bb7c10,"LB,CB",24-264,89,71,61,10,0,0,4,2,5,0,0,0,0,43,12,16,52,2,6,10,1,59,1,0,1,0
8,a65c844b,3c516ed6,18bb7c10,CB,22-029,1,5,5,0,0,0,1,0,0,0,0,0,0,3,1,1,3,0,1,0,0,5,0,0,0,0
9,67ac5bb8,3c516ed6,18bb7c10,CB,24-067,90,69,67,2,1,0,8,0,0,0,0,0,0,57,8,4,54,6,3,0,3,63,0,1,1,1
10,35e413f1,3c516ed6,18bb7c10,CB,24-139,90,72,71,1,1,1,7,2,0,0,0,0,0,51,5,16,9,57,3,0,0,61,0,1,2,0
11,839c14e1,3c516ed6,18bb7c10,RB,30-177,75,52,43,9,2,0,5,4,2,0,0,0,0,35,8,9,3,40,1,7,0,47,0,2,0,0
12,a53649b7,3c516ed6,18bb7c10,FW,22-270,15,3,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0
13,466fb2c5,3c516ed6,18bb7c10,GK,23-286,90,28,22,6,1,0,1,2,0,0,0,0,0,19,1,8,3,22,0,0,3,22,0,2,1,0
0,b561db50,3c516ed6,8cec06e1,FW,30-295,90,17,14,3,0,0,6,0,0,0,0,0,0,11,4,2,0,12,1,0,0,10,0,0,1,2
1,169fd162,3c516ed6,8cec06e1,LW,26-029,74,31,31,0,0,0,8,0,0,0,0,0,0,22,5,4,3,25,1,0,0,24,0,0,0,1
2,7ba2eaa9,3c516ed6,8cec06e1,"RW,LW",21-352,16,4,4,0,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0
3,7fcc71d8,3c516ed6,8cec06e1,"RW,LW",26-126,89,29,29,0,0,2,4,1,2,0,0,0,0,20,6,3,3,26,0,0,0,22,0,0,2,2
