,player_id,match_id,team_id,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors
11,35e413f1,a9903a63,18bb7c10,CB,24-085,90,2,1,2,0,0,1,3,33.3,2,10,4,40.0,7,2,1,2,2,0,0,0,2,3,0
12,b3af9be1,a9903a63,18bb7c10,"RB,WB",23-057,90,6,2,2,4,0,3,4,75.0,1,25,6,24.0,10,12,3,2,0,0,2,3,9,1,0
13,466fb2c5,a9903a63,18bb7c10,GK,23-232,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,b66315ae,a9903a63,b8fd03ef,FW,24-273,62,0,0,0,0,0,0,1,0.0,1,6,3,50.0,2,2,2,0,0,0,0,0,0,0,0
1,819b3158,a9903a63,b8fd03ef,CM,31-069,28,0,0,0,0,0,0,1,0.0,1,4,1,25.0,1,3,0,1,0,0,1,0,0,1,0
2,b400bde0,a9903a63,b8fd03ef,LW,27-024,90,3,3,0,0,3,0,0,,0,12,4,33.3,2,5,5,1,0,0,1,1,4,1,0
3,892d5bb1,a9903a63,b8fd03ef,RW,30-314,90,0,0,0,0,0,0,1,0.0,1,3,1,33.3,1,1,1,0,0,0,0,0,0,0,0
4,e46012d4,a9903a63,b8fd03ef,CM,30-187,90,0,0,0,0,0,0,2,0.0,2,10,2,20.0,4,3,3,2,0,0,2,0,0,3,0
5,3eb22ec9,a9903a63,b8fd03ef,"CM,FW",27-144,90,1,1,0,0,1,1,2,50.0,1,11,3,27.3,2,3,6,0,0,0,0,1,2,2,0
6,6434f10d,a9903a63,b8fd03ef,DM,25-193,90,3,3,2,1,0,0,2,0.0,2,13,3,23.1,5,7,1,1,1,0,0,0,3,5,0
7,eaeca114,a9903a63,b8fd03ef,LB,26-317,90,1,1,0,0,1,1,1,100.0,0,12,6,50.0,5,7,0,0,0,0,0,4,5,3,0
8,119b9a8e,a9903a63,b8fd03ef,CB,27-219,90,1,0,1,0,0,1,1,100.0,0,2,0,0.0,2,0,0,0,0,0,0,0,1,1,1
9,31c69ef1,a9903a63,b8fd03ef,CB,24-232,90,0,0,0,0,0,0,0,,0,3,1,33.3,1,2,0,0,0,0,0,1,1,6,0
10,bd6351cd,a9903a63,b8fd03ef,RB,27-219,90,1,1,0,0,1,1,4,25.0,3,6,0,0.0,3,2,1,0,0,0,0,0,1,1,0
11,3bb7b8b4,a9903a63,b8fd03ef,GK,28-137,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0,2c44a35d,9c831c07,2abfe087,FW,24-047,45,0,0,0,0,0,0,3,0.0,3,13,3,23.1,4,6,3,1,0,0,1,0,0,0,0
1,e8832875,9c831c07,2abfe087,FW,20-097,45,0,0,0,0,0,0,0,,0,10,4,40.0,2,6,2,0,0,0,0,1,1,1,0
2,43458538,9c831c07,2abfe087,FW,29-351,90,0,0,0,0,0,0,0,,0,18,6,33.3,8,6,4,0,0,0,0,1,1,1,0
3,1770bd68,9c831c07,2abfe087,LM,28-093,89,2,1,1,1,0,2,6,33.3,4,18,3,16.7,11,7,0,2,0,0,2,1,3,1,0
4,71b47ab9,9c831c07,2abfe087,LM,22-256,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
5,5aaef9ef,9c831c07,2abfe087,RM,34-309,90,5,3,5,0,0,3,4,75.0,1,18,4,22.2,15,1,2,1,0,0,1,6,11,7,0
6,2acd49b9,9c831c07,2abfe087,DM,32-138,90,1,1,1,0,0,0,0,,0,12,3,25.0,8,2,2,0,0,0,0,1,2,5,0
7,e1df6989,9c831c07,2abfe087,DM,22-245,89,5,4,3,2,0,2,4,50.0,2,28,5,17.9,21,7,0,1,0,0,1,0,5,3,0
8,6cdd8245,9c831c07,2abfe087,DM,32-142,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
9,de0f152c,9c831c07,2abfe087,LB,27-364,90,1,0,0,1,0,0,3,0.0,3,20,4,20.0,14,6,0,7,0,0,7,2,3,3,0
10,0f933743,9c831c07,2abfe087,CB,24-240,90,0,0,0,0,0,0,0,,0,6,3,50.0,6,0,0,3,1,0,2,6,6,6,0
11,7ed4921e,9c831c07,2abfe087,CB,28-122,90,1,0,1,0,0,0,0,,0,9,1,11.1,6,3,0,2,1,0,1,3,4,5,0
12,89e4b358,9c831c07,2abfe087,RB,32-329,90,2,0,2,0,0,1,2,50.0,1,5,0,0.0,4,1,0,5,3,0,2,0,2,3,0
13,1c0eea98,9c831c07,2abfe087,GK,27-176,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,21a66f6a,9c831c07,361ca564,FW,28-157,90,0,0,0,0,0,0,1,0.0,1,13,2,15.4,0,1,12,0,0,0,0,0,0,2,0
1,92e7e919,9c831c07,361ca564,"LW,FW,WB",29-177,90,1,0,0,1,0,0,2,0.0,2,15,8,53.3,2,5,8,0,0,0,0,2,3,0,0
2,2b622f01,9c831c07,361ca564,RW,29-141,89,2,1,0,1,1,1,3,33.3,2,17,3,17.6,1,10,6,0,0,0,0,0,2,0,0
3,7b5ab7f2,9c831c07,361ca564,"WB,FW",20-324,1,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,0,0
4,8b04d6c1,9c831c07,361ca564,DM,26-149,90,3,3,0,1,2,1,3,33.3,2,17,5,29.4,1,9,7,2,0,0,2,1,4,1,0
5,6250083a,9c831c07,361ca564,DM,21-107,69,2,2,0,1,1,1,1,100.0,0,12,3,25.0,1,7,4,2,0,0,2,0,2,1,0
6,2f7acede,9c831c07,361ca564,"DM,CM",25-333,21,2,1,0,2,0,1,1,100.0,0,3,2,66.7,0,3,0,1,0,0,1,0,2,0,0
7,3353737a,9c831c07,361ca564,WB,25-016,82,4,3,1,2,1,2,3,66.7,1,17,6,35.3,3,8,6,0,0,0,0,1,5,1,0
8,d7553721,9c831c07,361ca564,"WB,CM",25-267,8,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0
9,df8b52a5,9c831c07,361ca564,WB,22-352,90,1,1,0,0,1,0,3,0.0,3,12,5,41.7,3,2,7,0,0,0,0,1,2,3,0
10,44781702,9c831c07,361ca564,CB,28-252,90,3,0,0,2,1,2,3,66.7,1,16,6,37.5,3,6,7,1,0,0,1,0,3,7,0
11,ac861941,9c831c07,361ca564,CB,27-351,90,0,0,0,0,0,0,1,0.0,1,7,2,28.6,4,3,0,1,0,0,1,0,0,6,0
12,da7b447d,9c831c07,361ca564,CB,25-203,90,0,0,0,0,0,0,0,,0,7,1,14.3,1,4,2,1,0,0,1,3,3,7,0
13,8f62b6ee,9c831c07,361ca564,GK,35-006,90,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0
0,ab070c55,b0b5cba6,47c64c55,FW,31-029,67,0,0,0,0,0,0,0,,0,9,2,22.2,0,5,4,0,0,0,0,0,0,0,0
1,c4486bac,b0b5cba6,47c64c55,RM,20-020,23,0,0,0,0,0,0,0,,0,6,3,50.0,1,2,3,0,0,0,0,0,0,0,0
2,0562b7f1,b0b5cba6,47c64c55,"LW,FW,LM",23-350,90,2,2,0,0,2,0,1,0.0,1,16,4,25.0,4,6,6,0,0,0,0,0,2,1,0
3,da052c14,b0b5cba6,47c64c55,"RW,LM,RM",30-112,90,3,2,1,0,2,2,4,50.0,2,23,8,34.8,6,6,11,1,0,0,1,2,5,0,0
4,a0666d3e,b0b5cba6,47c64c55,"CM,DM",26-259,74,0,0,0,0,0,0,0,,0,13,3,23.1,2,10,1,1,0,0,1,4,4,1,0
5,7a1f2c08,b0b5cba6,47c64c55,DM,25-114,16,0,0,0,0,0,0,1,0.0,1,2,0,0.0,1,0,1,2,0,0,2,0,0,0,0
6,3312f911,b0b5cba6,47c64c55,"CM,DM",29-009,90,3,1,1,1,1,0,0,,0,20,7,35.0,6,10,4,3,1,0,2,0,3,1,0
7,2ce2508a,b0b5cba6,47c64c55,DM,30-269,59,1,1,0,1,0,1,1,100.0,0,4,0,0.0,3,1,0,0,0,0,0,1,2,2,0
8,50e6dc35,b0b5cba6,47c64c55,FW,24-187,31,0,0,0,0,0,0,1,0.0,1,4,2,50.0,0,3,1,0,0,0,0,1,1,0,0
9,5cbd1eb0,b0b5cba6,47c64c55,LB,22-122,90,5,3,3,1,1,3,3,100.0,0,21,6,28.6,13,6,2,0,0,0,0,5,10,4,0
10,d0706b27,b0b5cba6,47c64c55,CB,21-172,90,0,0,0,0,0,0,0,,0,7,4,57.1,6,1,0,0,0,0,0,4,4,4,0
11,e34fc66d,b0b5cba6,47c64c55,CB,25-215,90,1,1,1,0,0,0,1,0.0,1,8,0,0.0,6,1,1,0,0,0,0,1,2,1,0
12,8a7ff278,b0b5cba6,47c64c55,RB,32-064,90,3,3,1,2,0,2,3,66.7,1,15,8,53.3,7,4,4,0,0,0,0,4,7,1,0
13,ab13a5aa,b0b5cba6,47c64c55,GK,34-356,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,ac05f970,b0b5cba6,7c21e445,FW,31-279,90,1,0,0,0,1,1,2,50.0,1,10,0,0.0,0,2,8,0,0,0,0,0,1,1,0
1,5a04fd92,b0b5cba6,7c21e445,LW,26-144,70,1,0,1,0,0,0,0,,0,10,1,10.0,5,4,1,1,0,0,1,0,1,0,0
2,aa8e289e,b0b5cba6,7c21e445,LW,24-089,20,0,0,0,0,0,0,0,,0,4,1,25.0,2,1,1,0,0,0,0,0,0,0,0
3,79c84d1c,b0b5cba6,7c21e445,RW,25-012,90,3,1,0,2,1,3,5,60.0,2,17,4,23.5,3,12,2,1,0,0,1,0,3,0,0
4,26f6dca8,b0b5cba6,7c21e445,AM,28-320,88,0,0,0,0,0,0,3,0.0,3,15,3,20.0,6,5,4,0,0,0,0,1,1,1,0
5,ff527768,b0b5cba6,7c21e445,AM,34-238,2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
6,1c7012b8,b0b5cba6,7c21e445,DM,22-352,90,1,1,1,0,0,1,2,50.0,1,10,4,40.0,6,3,1,2,1,0,1,2,3,1,0
7,6613c819,b0b5cba6,7c21e445,DM,26-308,90,1,1,0,1,0,1,3,33.3,2,19,6,31.6,8,8,3,1,0,0,1,2,3,6,0
8,9319781b,b0b5cba6,7c21e445,LB,21-342,45,3,1,1,2,0,3,5,60.0,2,9,2,22.2,3,5,1,1,1,0,0,1,4,0,0
9,57df7a11,b0b5cba6,7c21e445,LB,28-055,45,5,2,3,2,0,4,4,100.0,0,17,5,29.4,11,5,1,2,0,0,2,1,6,3,0
10,a712ca2b,b0b5cba6,7c21e445,CB,24-357,90,1,1,0,1,0,0,1,0.0,1,5,3,60.0,4,1,0,1,1,0,0,1,2,3,0
11,3e9e06cb,b0b5cba6,7c21e445,CB,31-240,90,4,2,4,0,0,1,1,100.0,0,9,4,44.4,4,5,0,1,1,0,0,1,5,9,0
12,fdf3cb77,b0b5cba6,7c21e445,RB,29-132,90,5,2,2,0,3,3,5,60.0,2,16,4,25.0,7,5,4,3,1,0,2,5,10,6,0
13,9328b835,b0b5cba6,7c21e445,GK,36-258,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,6c17e046,cff8022b,5bfb9659,FW,22-355,57,1,0,0,0,1,0,0,,0,13,7,53.8,0,6,7,0,0,0,0,1,2,0,0
1,01962d0d,cff8022b,5bfb9659,FW,19-243,33,1,1,0,0,1,0,0,,0,10,2,20.0,0,3,7,0,0,0,0,0,1,0,0
2,aa849a12,cff8022b,5bfb9659,LW,25-043,61,0,0,0,0,0,0,0,,0,6,1,16.7,0,4,2,3,0,0,3,2,2,0,0
3,c931d9f9,cff8022b,5bfb9659,LW,24-053,29,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
4,3423f250,cff8022b,5bfb9659,RW,25-019,90,3,0,1,0,2,0,1,0.0,1,8,2,25.0,1,2,5,3,0,0,3,0,3,1,0
5,9f1938ab,cff8022b,5bfb9659,DM,30-086,90,3,3,1,2,0,1,1,100.0,0,13,8,61.5,7,6,0,3,0,0,3,3,6,1,0
6,282679b4,cff8022b,5bfb9659,DM,31-203,90,2,1,0,2,0,0,2,0.0,2,20,5,25.0,5,13,2,1,0,0,1,2,4,3,0
7,24f59bb2,cff8022b,5bfb9659,WB,25-133,90,6,2,1,4,1,2,2,100.0,0,11,5,45.5,2,6,3,1,0,0,1,0,6,2,0
8,67ca8566,cff8022b,5bfb9659,WB,30-258,90,3,1,3,0,0,2,6,33.3,4,13,5,38.5,12,1,0,5,0,0,5,2,5,3,0
9,bba30585,cff8022b,5bfb9659,CB,28-139,90,3,3,2,1,0,0,0,,0,10,7,70.0,7,2,1,2,0,0,2,2,5,4,0
10,ea6bc03a,cff8022b,5bfb9659,CB,25-169,90,1,0,1,0,0,0,0,,0,9,4,44.4,4,3,2,3,0,0,3,1,2,8,0
11,420d7c7d,cff8022b,5bfb9659,CB,30-130,90,0,0,0,0,0,0,1,0.0,1,9,4,44.4,6,3,0,3,2,0,1,3,3,4,0
12,6b625ac2,cff8022b,5bfb9659,GK,21-306,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,4e9a0555,cff8022b,943e8050,FW,30-026,83,0,0,0,0,0,0,1,0.0,1,10,4,40.0,1,4,5,1,1,0,0,0,0,0,0
1,0d4ceb32,cff8022b,943e8050,FW,29-246,7,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,0,0
2,2ff964a0,cff8022b,943e8050,"FW,RM",34-261,79,1,0,0,0,1,1,2,50.0,1,17,4,23.5,3,7,7,0,0,0,0,1,2,0,0
3,4ab53cdb,cff8022b,943e8050,FW,32-157,11,0,0,0,0,0,0,0,,0,5,1,20.0,0,0,5,0,0,0,0,0,0,0,0
4,f72293fc,cff8022b,943e8050,LM,31-067,45,0,0,0,0,0,0,0,,0,7,2,28.6,0,2,5,0,0,0,0,2,2,2,0
5,beb391dd,cff8022b,943e8050,"FW,LM",25-097,45,2,1,1,1,0,2,2,100.0,0,5,3,60.0,1,2,2,0,0,0,0,0,2,0,0
6,fc15fb84,cff8022b,943e8050,"RM,LM",22-041,90,3,0,1,2,0,1,2,50.0,1,17,9,52.9,4,8,5,0,0,0,0,0,3,0,0
7,74e12f1e,cff8022b,943e8050,DM,32-191,90,1,0,0,1,0,0,2,0.0,2,24,8,33.3,5,9,10,1,0,0,1,2,3,3,0
8,495945ef,cff8022b,943e8050,DM,31-276,90,0,0,0,0,0,0,2,0.0,2,17,3,17.6,4,9,4,1,0,0,1,1,1,1,0
9,cc2d7ad5,cff8022b,943e8050,LB,28-106,90,5,1,4,1,0,2,6,33.3,4,11,2,18.2,10,0,1,2,1,0,1,4,9,2,0
10,8df7a2fb,cff8022b,943e8050,CB,32-101,90,1,1,0,1,0,1,2,50.0,1,5,0,0.0,3,1,1,5,3,0,2,3,4,4,0
11,15ea812b,cff8022b,943e8050,CB,29-044,90,2,2,1,1,0,1,1,100.0,0,7,3,42.9,4,3,0,5,4,0,1,3,5,6,1
12,9a9c05db,cff8022b,943e8050,RB,32-207,90,2,2,1,0,1,0,3,0.0,3,12,7,58.3,6,2,4,1,0,0,1,3,5,3,0
13,76eca7e2,cff8022b,943e8050,GK,34-343,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0,2500cef9,dfaa1817,cd051869,FW,25-121,90,1,0,1,0,0,0,0,,0,10,0,0.0,3,3,4,1,0,0,1,0,1,1,0
1,e09f279b,dfaa1817,cd051869,FW,25-292,90,1,1,1,0,0,1,3,33.3,2,12,3,25.0,1,6,5,1,0,0,1,1,2,0,0
2,0f134faf,dfaa1817,cd051869,CM,26-001,60,0,0,0,0,0,0,0,,0,13,4,30.8,2,9,2,0,0,0,0,2,2,1,0
3,2886c9b5,dfaa1817,cd051869,CM,23-269,30,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
4,2944f86f,dfaa1817,cd051869,CM,24-001,79,5,2,2,2,1,2,5,40.0,3,27,5,18.5,6,17,4,2,1,0,1,2,7,1,0
5,8449d35e,dfaa1817,cd051869,CM,23-237,11,0,0,0,0,0,0,0,,0,2,0,0.0,1,1,0,1,1,0,0,0,0,0,0
6,df0a4c90,dfaa1817,cd051869,DM,27-298,90,6,3,3,2,1,5,6,83.3,1,16,5,31.3,5,10,1,1,0,0,1,5,11,0,0
7,1137759d,dfaa1817,cd051869,WB,24-334,53,1,0,0,0,1,0,0,,0,4,0,0.0,1,2,1,1,0,0,1,1,2,0,0
8,f7b1d4e0,dfaa1817,cd051869,WB,28-118,37,5,2,1,4,0,1,1,100.0,0,7,1,14.3,2,5,0,0,0,0,0,1,6,0,0
9,57c94db2,dfaa1817,cd051869,WB,22-192,90,2,0,2,0,0,1,1,100.0,0,7,1,14.3,1,4,2,1,0,0,1,0,2,3,0
10,30db8574,dfaa1817,cd051869,CB,22-360,90,0,0,0,0,0,0,1,0.0,1,7,3,42.9,3,4,0,1,1,0,0,2,2,3,0
11,172e52d8,dfaa1817,cd051869,CB,30-323,90,0,0,0,0,0,0,0,,0,2,1,50.0,0,2,0,1,1,0,0,1,1,4,0
12,e541326e,dfaa1817,cd051869,CB,28-218,90,4,3,3,1,0,1,1,100.0,0,9,6,66.7,6,3,0,1,1,0,0,0,4,5,0
13,f127d782,dfaa1817,cd051869,GK,23-264,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,07802f7f,dfaa1817,8602292d,FW,29-163,90,1,0,0,1,0,0,1,0.0,1,15,6,40.0,3,4,8,3,0,0,3,2,3,1,0
1,66b76d44,dfaa1817,8602292d,LW,25-008,90,1,1,0,0,1,0,0,,0,13,4,30.8,0,4,9,1,0,0,1,0,1,0,0
2,c47541e0,dfaa1817,8602292d,RW,26-118,79,0,0,0,0,0,0,0,,0,3,1,33.3,1,0,2,0,0,0,0,0,0,0,0
3,3ae14ed1,dfaa1817,8602292d,RW,27-093,11,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
4,1544f145,dfaa1817,8602292d,CM,20-219,68,2,1,0,2,0,0,0,,0,10,2,20.0,3,5,2,0,0,0,0,1,3,1,0
5,6e7f1353,dfaa1817,8602292d,CM,27-137,22,0,0,0,0,0,0,0,,0,3,0,0.0,1,2,0,0,0,0,0,0,0,0,0
6,90f91999,dfaa1817,8602292d,CM,27-076,90,2,1,0,2,0,0,1,0.0,1,11,3,27.3,3,7,1,2,0,0,2,0,2,1,0
7,6f7d826d,dfaa1817,8602292d,DM,23-238,90,2,1,0,2,0,1,2,50.0,1,15,6,40.0,4,11,0,0,0,0,0,0,2,0,0
8,e514ab62,dfaa1817,8602292d,LB,26-106,90,2,1,2,0,0,0,1,0.0,1,10,1,10.0,4,5,1,1,0,0,1,3,5,1,0
9,bf8fad51,dfaa1817,8602292d,CB,26-170,90,0,0,0,0,0,0,0,,0,6,4,66.7,5,1,0,0,0,0,0,1,1,3,0
10,0313a347,dfaa1817,8602292d,CB,24-071,90,2,1,1,1,0,0,0,,0,7,3,42.9,2,5,0,0,0,0,0,1,3,1,0
11,2389cdc2,dfaa1817,8602292d,RB,24-148,90,0,0,0,0,0,0,1,0.0,1,10,3,30.0,5,4,1,1,0,0,1,1,1,0,0
12,7956236f,dfaa1817,8602292d,GK,29-122,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,59e6e5bf,e22bb565,d3fd31cc,FW,24-292,90,2,0,0,1,1,0,0,,0,7,2,28.6,0,3,4,2,0,0,2,0,2,1,0
1,4468ec10,e22bb565,d3fd31cc,"LW,LM",25-188,90,1,1,0,1,0,0,0,,0,12,4,33.3,1,5,6,1,0,0,1,0,1,0,0
2,2bd83368,e22bb565,d3fd31cc,"RW,RM",20-312,90,1,1,0,0,1,0,2,0.0,2,15,3,20.0,1,6,8,2,1,0,1,3,4,1,0
3,cc700722,e22bb565,d3fd31cc,DM,30-359,86,3,2,2,0,1,1,4,25.0,3,17,9,52.9,10,5,2,3,1,0,2,0,3,2,0
4,1961b2aa,e22bb565,d3fd31cc,DM,28-156,4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
5,02b29014,e22bb565,d3fd31cc,DM,29-001,90,2,2,0,2,0,1,7,14.3,6,23,6,26.1,7,10,6,1,0,0,1,3,5,0,0
6,0420d84f,e22bb565,d3fd31cc,"WB,RB",33-083,90,3,1,0,3,0,1,1,100.0,0,9,3,33.3,2,6,1,0,0,0,0,2,5,2,0
7,099e666f,e22bb565,d3fd31cc,WB,24-293,75,4,4,2,2,0,4,4,100.0,0,14,9,64.3,5,8,1,1,0,0,1,3,7,2,0
8,b318a643,e22bb565,d3fd31cc,FW,32-108,15,0,0,0,0,0,0,0,,0,3,2,66.7,0,0,3,0,0,0,0,0,0,0,0
9,d0042ab9,e22bb565,d3fd31cc,CB,25-072,90,3,1,1,2,0,0,0,,0,6,2,33.3,3,3,0,1,1,0,0,0,3,3,0
10,c5b7c315,e22bb565,d3fd31cc,CB,28-356,90,1,0,0,0,1,0,1,0.0,1,6,1,16.7,4,1,1,0,0,0,0,4,5,3,0
11,9f7c837d,e22bb565,d3fd31cc,"CB,LB",23-352,90,2,2,2,0,0,1,5,20.0,4,9,6,66.7,6,3,0,1,1,0,0,2,4,0,0
12,4806ec67,e22bb565,d3fd31cc,GK,27-301,90,1,0,1,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0
0,38ceb24a,e22bb565,d07537b9,FW,27-029,80,1,1,1,0,0,1,1,100.0,0,14,8,57.1,3,7,4,0,0,0,0,0,1,0,0
1,f230bc30,e22bb565,d07537b9,RM,22-270,10,0,0,0,0,0,0,0,,0,5,1,20.0,1,4,0,0,0,0,0,0,0,0,0
2,4bcf39f6,e22bb565,d07537b9,FW,25-141,90,1,0,1,0,0,1,3,33.3,2,13,3,23.1,3,5,5,2,0,0,2,1,2,0,0
3,83d074ff,e22bb565,d07537b9,"LM,DM",23-009,90,2,1,1,1,0,2,6,33.3,4,22,10,45.5,10,6,6,2,0,0,2,0,2,4,0
4,1d5cab82,e22bb565,d07537b9,"RM,FW",24-001,90,3,2,1,1,1,1,4,25.0,3,15,4,26.7,3,7,5,1,0,0,1,0,3,1,0
5,6c203af0,e22bb565,d07537b9,DM,25-125,90,5,1,3,2,0,2,3,66.7,1,16,3,18.8,11,5,0,3,1,0,2,6,11,3,0
6,99813635,e22bb565,d07537b9,DM,33-237,60,3,1,2,0,1,1,2,50.0,1,9,2,22.2,6,3,0,1,1,0,0,0,3,0,0
7,f4e433d4,e22bb565,d07537b9,RB,21-094,30,3,2,1,2,0,2,2,100.0,0,8,2,25.0,6,2,0,0,0,0,0,3,6,1,0
8,1daec722,e22bb565,d07537b9,"LB,LM",23-164,90,4,1,2,1,1,4,6,66.7,2,16,2,12.5,11,3,2,2,1,0,1,2,6,6,0
9,b2d31e83,e22bb565,d07537b9,"CB,LB",29-238,90,1,0,0,0,1,0,1,0.0,1,4,0,0.0,1,1,2,3,1,0,2,4,5,6,0
10,c40b6180,e22bb565,d07537b9,CB,26-363,90,1,0,1,0,0,0,3,0.0,3,6,1,16.7,3,2,1,2,0,0,2,1,2,5,0
11,dad4b285,e22bb565,d07537b9,RB,29-352,60,1,1,0,1,0,1,2,50.0,1,4,2,50.0,1,2,1,2,1,0,1,1,2,1,0
12,7314bba4,e22bb565,d07537b9,CB,30-001,30,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,2,1,0,1,1,1,3,0
13,6a713852,e22bb565,d07537b9,GK,24-045,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,fed7cb61,3480cc09,cff3d9bb,FW,22-205,78,1,1,0,1,0,0,0,,0,20,6,30.0,1,8,11,2,0,0,2,1,2,1,0
1,15f3ec41,3480cc09,cff3d9bb,FW,21-056,12,0,0,0,0,0,0,0,,0,3,0,0.0,0,2,1,0,0,0,0,0,0,1,0
2,1bf33a9a,3480cc09,cff3d9bb,"AM,WB",23-106,90,1,0,0,1,0,0,0,,0,28,7,25.0,4,13,11,2,0,0,2,1,2,1,0
3,9674002f,3480cc09,cff3d9bb,"AM,FW",22-357,90,1,0,0,0,1,0,1,0.0,1,22,5,22.7,3,10,9,0,0,0,0,0,1,1,0
4,79c0821a,3480cc09,cff3d9bb,"DM,CM",27-241,90,4,4,2,2,0,0,0,,0,19,6,31.6,6,11,2,3,0,0,3,2,6,1,0
5,b9fbae28,3480cc09,cff3d9bb,"DM,CM",30-279,90,1,0,0,1,0,0,1,0.0,1,16,7,43.8,4,8,4,2,0,0,2,3,4,3,0
6,f4290206,3480cc09,cff3d9bb,WB,31-005,90,0,0,0,0,0,0,1,0.0,1,11,4,36.4,5,3,3,1,1,0,0,4,4,5,0
7,53cad200,3480cc09,cff3d9bb,"WB,CB",32-127,90,5,4,2,3,0,2,3,66.7,1,18,8,44.4,7,8,3,2,0,0,2,3,8,6,0
8,18b896d6,3480cc09,cff3d9bb,CB,28-305,90,1,1,1,0,0,1,1,100.0,0,10,4,40.0,6,4,0,0,0,0,0,2,3,6,0
9,86e7deaf,3480cc09,cff3d9bb,CB,37-102,90,0,0,0,0,0,0,1,0.0,1,4,3,75.0,3,1,0,3,1,0,2,0,0,6,0
10,5515376c,3480cc09,cff3d9bb,CB,22-181,69,3,2,2,1,0,2,3,66.7,1,9,5,55.6,4,5,0,1,0,0,1,6,9,6,1
11,45db685d,3480cc09,cff3d9bb,DM,30-013,21,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,0,0,0,0,0,0,0,0
12,33887998,3480cc09,cff3d9bb,GK,29-307,90,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,178ae8f8,3480cc09,822bd0ba,FW,25-029,68,0,0,0,0,0,0,0,,0,23,5,21.7,4,12,7,0,0,0,0,0,0,1,0
1,38c7feef,3480cc09,822bd0ba,FW,28-140,22,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0
2,c691bfe2,3480cc09,822bd0ba,LW,29-267,89,1,1,0,1,0,1,1,100.0,0,30,6,20.0,7,14,9,1,0,0,1,1,2,1,0
3,4fb9c88f,3480cc09,822bd0ba,LW,20-337,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
4,e342ad68,3480cc09,822bd0ba,RW,29-201,90,0,0,0,0,0,0,0,,0,13,1,7.7,2,4,7,0,0,0,0,2,2,0,0
5,2f90f6b8,3480cc09,822bd0ba,CM,35-363,68,7,4,3,4,0,4,5,80.0,1,20,9,45.0,9,9,2,2,2,0,0,3,10,5,0
6,f25c8e3a,3480cc09,822bd0ba,CM,26-326,22,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,1,1,0,0
7,935e6b8f,3480cc09,822bd0ba,CM,31-199,90,1,1,0,1,0,0,0,,0,10,4,40.0,4,5,1,0,0,0,0,2,3,0,0
8,7f3b388c,3480cc09,822bd0ba,DM,28-071,90,2,2,2,0,0,1,7,14.3,6,15,5,33.3,4,11,0,3,0,0,3,2,4,1,0
