,player_id,match_id,team_id,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors
3,b66315ae,2598b046,b8fd03ef,RW,24-183,90,1,0,0,1,0,1,2,50.0,1,11,1,9.1,0,8,3,1,0,0,1,1,2,0,0
4,3eb22ec9,2598b046,b8fd03ef,CM,27-054,90,4,4,2,2,0,1,2,50.0,1,25,10,40.0,12,10,3,0,0,0,0,4,8,3,0
5,e46012d4,2598b046,b8fd03ef,CM,30-097,90,0,0,0,0,0,0,1,0.0,1,6,2,33.3,1,3,2,2,1,0,1,0,0,1,0
6,6434f10d,2598b046,b8fd03ef,DM,25-103,90,2,1,2,0,0,1,2,50.0,1,10,5,50.0,4,4,2,2,1,1,1,2,4,5,0
7,bd6351cd,2598b046,b8fd03ef,LB,27-129,90,2,1,2,0,0,1,4,25.0,3,13,5,38.5,8,4,1,4,0,0,4,5,7,2,0
8,119b9a8e,2598b046,b8fd03ef,CB,27-129,90,0,0,0,0,0,0,1,0.0,1,3,2,66.7,3,0,0,0,0,0,0,2,2,7,0
9,31c69ef1,2598b046,b8fd03ef,CB,24-142,90,2,1,2,0,0,0,0,,0,6,2,33.3,5,1,0,0,0,0,0,2,4,4,0
10,86dd77d1,2598b046,b8fd03ef,RB,31-128,90,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,1,0,0,1,1,1,0,0
11,3bb7b8b4,2598b046,b8fd03ef,GK,28-047,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,bfdb33aa,2ce6d340,2abfe087,"FW,RM",23-233,90,0,0,0,0,0,0,0,,0,33,7,21.2,2,16,15,0,0,0,0,0,0,1,0
1,71b47ab9,2ce6d340,2abfe087,"LM,LW",22-179,90,1,1,1,0,0,0,2,0.0,2,35,9,25.7,14,12,9,4,0,0,4,1,2,0,0
2,2c44a35d,2ce6d340,2abfe087,"RW,RM",23-335,68,2,1,1,1,0,0,1,0.0,1,29,6,20.7,8,18,3,0,0,0,0,1,3,1,0
3,e8832875,2ce6d340,2abfe087,FW,20-020,22,0,0,0,0,0,0,0,,0,5,0,0.0,0,3,2,0,0,0,0,0,0,0,0
4,2acd49b9,2ce6d340,2abfe087,DM,32-061,90,4,2,3,1,0,0,0,,0,21,6,28.6,7,11,3,3,0,0,3,1,5,1,0
5,5aaef9ef,2ce6d340,2abfe087,DM,34-232,90,0,0,0,0,0,0,2,0.0,2,26,7,26.9,5,15,6,2,2,0,0,6,6,5,0
6,de0f152c,2ce6d340,2abfe087,WB,27-287,45,2,1,1,1,0,1,1,100.0,0,16,4,25.0,8,6,2,1,0,0,1,4,6,3,0
7,6cdd8245,2ce6d340,2abfe087,FW,32-065,45,1,1,1,0,0,0,0,,0,13,5,38.5,2,7,4,0,0,0,0,2,3,0,0
8,e5d01ecf,2ce6d340,2abfe087,"WB,RB",30-256,55,0,0,0,0,0,0,1,0.0,1,7,0,0.0,4,3,0,2,0,0,2,0,0,3,0
9,3631ad41,2ce6d340,2abfe087,RB,21-039,35,3,1,2,0,1,1,1,100.0,0,11,7,63.6,6,1,4,1,0,0,1,4,7,1,0
10,89d10e53,2ce6d340,2abfe087,"LB,CB",31-106,90,4,3,3,1,0,3,7,42.9,4,16,9,56.3,11,5,0,4,3,0,1,3,7,1,0
11,7ed4921e,2ce6d340,2abfe087,CB,28-045,90,3,1,2,1,0,1,1,100.0,0,13,4,30.8,8,5,0,3,0,0,3,3,6,6,0
12,89e4b358,2ce6d340,2abfe087,CB,32-252,90,2,1,2,0,0,1,2,50.0,1,7,2,28.6,6,1,0,1,0,0,1,2,4,8,0
13,d0b3ceb9,2ce6d340,2abfe087,GK,38-196,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
0,4c370d81,2ce6d340,822bd0ba,FW,30-014,90,0,0,0,0,0,0,1,0.0,1,18,9,50.0,0,7,11,2,0,0,2,0,0,0,0
1,c691bfe2,2ce6d340,822bd0ba,LW,29-189,90,1,0,0,1,0,0,1,0.0,1,7,3,42.9,1,5,1,0,0,0,0,1,2,1,0
2,e342ad68,2ce6d340,822bd0ba,RW,29-123,90,0,0,0,0,0,0,0,,0,12,5,41.7,1,1,10,0,0,0,0,0,0,0,0
3,f25c8e3a,2ce6d340,822bd0ba,CM,26-248,90,3,2,2,0,1,2,3,66.7,1,26,8,30.8,5,11,10,4,1,0,3,0,3,0,0
4,2f90f6b8,2ce6d340,822bd0ba,"CM,RB",35-285,82,5,4,3,0,2,2,7,28.6,5,16,8,50.0,4,9,3,0,0,0,0,1,6,2,0
5,dd323728,2ce6d340,822bd0ba,RB,20-186,8,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
6,935e6b8f,2ce6d340,822bd0ba,DM,31-121,90,1,1,0,1,0,1,2,50.0,1,16,4,25.0,3,12,1,1,0,0,1,1,2,0,0
7,2e4f5f03,2ce6d340,822bd0ba,LB,27-219,63,2,1,2,0,0,1,1,100.0,0,7,1,14.3,3,1,3,0,0,0,0,3,5,2,0
8,f315ca93,2ce6d340,822bd0ba,LB,25-157,27,2,1,0,0,2,1,1,100.0,0,9,4,44.4,1,1,7,0,0,0,0,0,2,0,0
9,e06683ca,2ce6d340,822bd0ba,CB,30-100,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,3,3,3,0
10,b217ef29,2ce6d340,822bd0ba,CB,30-069,90,0,0,0,0,0,0,0,,0,5,2,40.0,3,2,0,0,0,0,0,1,1,1,0
11,cd1acf9d,2ce6d340,822bd0ba,RB,23-009,64,1,1,1,0,0,0,0,,0,3,2,66.7,2,1,0,0,0,0,0,2,3,1,0
12,38c7feef,2ce6d340,822bd0ba,CM,28-062,26,0,0,0,0,0,0,1,0.0,1,5,2,40.0,0,3,2,1,0,0,1,2,2,0,0
13,62d7ef38,2ce6d340,822bd0ba,GK,22-327,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,45963054,45502ded,a2d435b3,FW,34-278,90,0,0,0,0,0,0,0,,0,18,9,50.0,1,4,13,1,0,0,1,0,0,0,0
1,c92e1a31,45502ded,a2d435b3,FW,25-013,76,2,1,0,1,1,1,2,50.0,1,24,3,12.5,0,14,10,3,0,0,3,1,3,0,0
2,ca45605e,45502ded,a2d435b3,FW,23-007,14,1,0,0,1,0,0,0,,0,5,1,20.0,0,4,1,1,0,0,1,0,1,0,0
3,ee38d9c5,45502ded,a2d435b3,AM,24-327,72,1,0,1,0,0,0,3,0.0,3,20,3,15.0,6,7,7,1,0,0,1,0,1,0,0
4,819aa8e7,45502ded,a2d435b3,AM,28-085,18,0,0,0,0,0,0,0,,0,3,2,66.7,0,3,0,0,0,0,0,1,1,0,0
5,ae59b359,45502ded,a2d435b3,DM,22-231,90,1,1,0,1,0,1,1,100.0,0,25,12,48.0,7,14,4,1,0,0,1,1,2,0,0
6,56f7a928,45502ded,a2d435b3,DM,24-162,90,2,2,0,2,0,1,2,50.0,1,30,8,26.7,7,12,11,5,1,0,4,1,3,0,0
7,197640fd,45502ded,a2d435b3,WB,25-315,90,1,1,0,0,1,0,1,0.0,1,17,5,29.4,2,10,5,1,0,0,1,2,3,2,0
8,75a72a99,45502ded,a2d435b3,WB,28-010,90,2,0,0,2,0,1,2,50.0,1,26,5,19.2,8,15,3,3,0,0,3,2,4,2,0
9,21166ff4,45502ded,a2d435b3,CB,25-146,90,2,2,2,0,0,1,1,100.0,0,7,3,42.9,2,5,0,0,0,0,0,3,5,1,0
10,f8fcd2a5,45502ded,a2d435b3,CB,33-286,87,0,0,0,0,0,0,0,,0,5,3,60.0,3,2,0,2,2,0,0,1,1,0,0
11,1900032e,45502ded,a2d435b3,CB,29-074,3,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
12,1a4ef233,45502ded,a2d435b3,CB,26-299,90,0,0,0,0,0,0,0,,0,5,3,60.0,4,1,0,2,1,0,1,0,0,3,0
13,53af52f3,45502ded,a2d435b3,GK,34-345,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,dea698d9,45502ded,19538871,FW,36-253,90,0,0,0,0,0,0,0,,0,8,1,12.5,1,4,3,0,0,0,0,0,0,0,0
1,dbf053da,45502ded,19538871,LW,21-205,64,0,0,0,0,0,0,0,,0,16,4,25.0,2,9,5,1,0,0,1,2,2,1,0
2,a1d5bd30,45502ded,19538871,LW,23-350,26,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
3,58eee997,45502ded,19538871,RW,20-015,79,0,0,0,0,0,0,0,,0,10,3,30.0,2,5,3,0,0,0,0,0,0,0,0
4,810e3c74,45502ded,19538871,RW,28-305,11,2,1,0,2,0,1,1,100.0,0,5,3,60.0,1,2,2,0,0,0,0,1,3,0,0
5,507c7bdf,45502ded,19538871,AM,27-038,90,2,2,1,0,1,1,1,100.0,0,20,3,15.0,3,10,7,0,0,0,0,2,4,1,0
6,eb7822d7,45502ded,19538871,DM,33-076,79,4,3,1,2,1,2,3,66.7,1,18,5,27.8,6,11,1,1,1,0,0,0,4,0,0
7,d93c2511,45502ded,19538871,DM,24-312,11,0,0,0,0,0,0,0,,0,3,2,66.7,0,3,0,0,0,0,0,0,0,1,0
8,867239d3,45502ded,19538871,DM,28-215,90,0,0,0,0,0,0,2,0.0,2,31,7,22.6,8,13,10,2,0,0,2,1,1,1,0
9,9c94165b,45502ded,19538871,LB,26-096,90,1,0,0,1,0,1,2,50.0,1,8,1,12.5,5,3,0,2,1,0,1,0,1,0,0
10,d8931174,45502ded,19538871,CB,28-225,90,1,0,1,0,0,1,2,50.0,1,3,0,0.0,1,2,0,2,2,0,0,2,3,8,0
11,f5deef4c,45502ded,19538871,CB,27-091,90,0,0,0,0,0,0,0,,0,6,2,33.3,4,2,0,2,1,0,1,3,3,6,0
12,9e525177,45502ded,19538871,RB,23-324,90,3,3,1,1,1,1,4,25.0,3,14,6,42.9,7,6,1,0,0,0,0,3,6,1,0
13,7ba6d84e,45502ded,19538871,GK,30-343,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,b400bde0,55778d0d,b8fd03ef,"LW,FW",26-312,90,1,0,0,1,0,1,6,16.7,5,22,6,27.3,4,13,5,0,0,0,0,1,2,0,0
1,ed1e53f3,55778d0d,b8fd03ef,"FW,LW",21-141,90,1,1,0,0,1,1,1,100.0,0,22,7,31.8,1,9,12,1,0,0,1,0,1,0,0
2,892d5bb1,55778d0d,b8fd03ef,RW,30-237,90,0,0,0,0,0,0,0,,0,13,7,53.8,1,7,5,0,0,0,0,1,1,0,0
3,e46012d4,55778d0d,b8fd03ef,CM,30-110,83,0,0,0,0,0,0,0,,0,11,1,9.1,5,4,2,0,0,0,0,1,1,0,0
4,101da2b5,55778d0d,b8fd03ef,CM,36-165,7,0,0,0,0,0,0,0,,0,3,0,0.0,2,0,1,1,0,0,1,0,0,0,0
5,3eb22ec9,55778d0d,b8fd03ef,CM,27-067,89,2,1,1,1,0,2,5,40.0,3,27,7,25.9,11,14,2,5,0,0,5,1,3,2,0
6,dc7f8a28,55778d0d,b8fd03ef,CM,19-163,1,0,0,0,0,0,0,0,,0,3,0,0.0,0,1,2,0,0,0,0,0,0,0,0
7,6434f10d,55778d0d,b8fd03ef,DM,25-116,90,3,3,0,2,1,2,2,100.0,0,16,3,18.8,3,11,2,0,0,0,0,1,4,5,0
8,eaeca114,55778d0d,b8fd03ef,LB,26-240,90,1,1,0,1,0,0,0,,0,8,3,37.5,1,6,1,0,0,0,0,1,2,2,0
9,119b9a8e,55778d0d,b8fd03ef,CB,27-142,71,2,0,2,0,0,1,1,100.0,0,8,1,12.5,6,2,0,1,1,0,0,1,3,1,0
10,31c69ef1,55778d0d,b8fd03ef,CB,24-155,19,1,1,1,0,0,0,0,,0,4,2,50.0,3,1,0,1,0,0,1,1,2,0,0
11,5eecec3d,55778d0d,b8fd03ef,CB,27-141,90,0,0,0,0,0,0,0,,0,3,2,66.7,0,3,0,1,0,0,1,0,0,4,0
12,bd6351cd,55778d0d,b8fd03ef,RB,27-142,90,1,0,1,0,0,1,2,50.0,1,14,2,14.3,6,5,3,1,0,0,1,2,3,3,0
13,42130443,55778d0d,b8fd03ef,GK,26-197,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,4e9a0555,55778d0d,943e8050,FW,29-313,81,0,0,0,0,0,0,0,,0,11,2,18.2,0,2,9,0,0,0,0,0,0,0,0
1,4ab53cdb,55778d0d,943e8050,FW,32-079,9,0,0,0,0,0,0,0,,0,3,0,0.0,1,1,1,0,0,0,0,0,0,0,0
2,beb391dd,55778d0d,943e8050,FW,25-019,55,0,0,0,0,0,0,0,,0,6,1,16.7,1,1,4,1,1,0,0,0,0,1,0
3,2691c772,55778d0d,943e8050,FW,31-351,35,0,0,0,0,0,0,0,,0,7,0,0.0,0,5,2,0,0,0,0,0,0,0,0
4,fc15fb84,55778d0d,943e8050,LM,21-328,90,2,2,1,1,0,0,3,0.0,3,19,8,42.1,10,7,2,4,0,0,4,5,7,0,0
5,47369df8,55778d0d,943e8050,RM,25-301,90,1,1,0,0,1,0,0,,0,27,8,29.6,5,15,7,0,0,0,0,0,1,0,0
6,74e12f1e,55778d0d,943e8050,"DM,CM",32-113,71,1,1,0,1,0,1,3,33.3,2,17,4,23.5,6,7,4,1,0,0,1,1,2,0,0
7,f72293fc,55778d0d,943e8050,CM,30-354,19,0,0,0,0,0,0,0,,0,5,3,60.0,0,2,3,0,0,0,0,1,1,0,0
8,495945ef,55778d0d,943e8050,"DM,CM",31-198,90,0,0,0,0,0,0,0,,0,16,2,12.5,5,7,4,1,0,0,1,1,1,0,0
9,1ef37668,55778d0d,943e8050,LB,33-070,90,6,2,6,0,0,3,6,50.0,3,24,7,29.2,17,7,0,4,1,0,3,2,8,2,1
10,15ea812b,55778d0d,943e8050,CB,28-331,90,3,3,2,0,1,1,1,100.0,0,8,1,12.5,6,2,0,1,1,0,0,1,4,6,0
11,a8c19eb8,55778d0d,943e8050,CB,20-169,90,3,2,3,0,0,0,1,0.0,1,11,4,36.4,10,0,1,3,2,0,1,5,8,4,0
12,9a9c05db,55778d0d,943e8050,RB,32-129,90,4,2,2,1,1,2,3,66.7,1,17,6,35.3,10,4,3,2,0,0,2,2,6,2,0
13,4b40d9ca,55778d0d,943e8050,GK,29-180,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,ab651565,8bde822c,33c895d4,FW,27-224,90,0,0,0,0,0,0,1,0.0,1,28,8,28.6,1,11,16,3,0,0,3,0,0,0,0
1,97220da2,8bde822c,33c895d4,FW,20-036,80,2,2,0,1,1,1,1,100.0,0,27,6,22.2,2,5,20,1,0,0,1,1,3,0,0
2,1ecb65be,8bde822c,33c895d4,FW,32-214,10,0,0,0,0,0,0,0,,0,11,2,18.2,0,5,6,2,0,0,2,0,0,0,0
3,254147d4,8bde822c,33c895d4,LM,23-123,58,2,1,0,2,0,1,3,33.3,2,11,2,18.2,2,6,3,2,0,0,2,0,2,0,0
4,97333cf5,8bde822c,33c895d4,RM,29-200,32,0,0,0,0,0,0,2,0.0,2,13,5,38.5,2,9,2,0,0,0,0,1,1,0,0
5,68dc0dac,8bde822c,33c895d4,"RM,LM",27-073,89,3,1,0,2,1,0,0,,0,24,5,20.8,5,10,9,1,0,0,1,0,3,0,0
6,f1e94cd6,8bde822c,33c895d4,LM,22-103,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
7,4b511457,8bde822c,33c895d4,DM,30-022,90,2,2,0,2,0,0,1,0.0,1,12,4,33.3,1,9,2,0,0,0,0,1,3,1,0
8,11ff3d56,8bde822c,33c895d4,DM,22-222,90,3,3,1,1,1,1,2,50.0,1,26,10,38.5,7,17,2,0,0,0,0,1,4,0,0
9,6dfd8f05,8bde822c,33c895d4,LB,24-024,90,5,2,1,1,3,2,2,100.0,0,15,7,46.7,3,4,8,2,0,0,2,0,5,2,0
10,0b33f6ad,8bde822c,33c895d4,CB,22-182,90,2,2,1,0,1,2,3,66.7,1,13,5,38.5,4,7,2,3,1,0,2,2,4,7,1
11,4115ce4e,8bde822c,33c895d4,CB,25-187,90,1,1,1,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,3,4,3,0
12,afed6722,8bde822c,33c895d4,RB,18-338,90,3,2,2,1,0,3,4,75.0,1,9,1,11.1,3,4,2,0,0,0,0,1,4,0,0
13,36c2ca73,8bde822c,33c895d4,GK,31-317,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,1fb1c435,8bde822c,5bfb9659,FW,30-224,63,1,1,0,1,0,0,0,,0,18,7,38.9,3,5,10,1,0,0,1,0,1,0,0
1,9f1938ab,8bde822c,5bfb9659,DM,30-008,27,1,0,0,1,0,1,1,100.0,0,7,1,14.3,0,6,1,0,0,0,0,0,1,0,0
2,c931d9f9,8bde822c,5bfb9659,LW,23-340,90,1,1,1,0,0,1,2,50.0,1,13,1,7.7,3,6,4,2,0,0,2,2,3,1,0
3,aa849a12,8bde822c,5bfb9659,RW,24-330,90,2,1,0,2,0,2,3,66.7,1,14,6,42.9,5,6,3,0,0,0,0,1,3,0,0
4,282679b4,8bde822c,5bfb9659,DM,31-125,76,3,2,1,1,1,2,6,33.3,4,28,9,32.1,8,14,6,1,0,0,1,1,4,1,0
5,01962d0d,8bde822c,5bfb9659,DM,19-165,14,0,0,0,0,0,0,0,,0,5,1,20.0,0,3,2,0,0,0,0,0,0,0,0
6,6c17e046,8bde822c,5bfb9659,"DM,FW",22-277,80,2,2,1,1,0,2,3,66.7,1,15,4,26.7,3,8,4,0,0,0,0,1,3,1,0
7,df04eb4b,8bde822c,5bfb9659,FW,19-351,10,0,0,0,0,0,0,0,,0,5,1,20.0,1,2,2,1,0,0,1,2,2,0,0
8,67ca8566,8bde822c,5bfb9659,WB,30-180,90,1,0,1,0,0,1,4,25.0,3,13,3,23.1,6,5,2,2,2,0,0,3,4,8,0
9,8d03ca5a,8bde822c,5bfb9659,WB,22-008,90,5,5,3,1,1,2,3,66.7,1,15,6,40.0,7,8,0,1,0,0,1,2,7,2,0
10,dc64b8b3,8bde822c,5bfb9659,CB,30-047,90,2,1,2,0,0,0,2,0.0,2,14,4,28.6,7,7,0,3,1,0,2,4,6,9,0
11,f4d296e4,8bde822c,5bfb9659,CB,22-066,90,2,2,2,0,0,1,1,100.0,0,16,8,50.0,10,5,1,3,1,0,2,3,5,5,0
12,bba30585,8bde822c,5bfb9659,CB,28-061,90,0,0,0,0,0,0,0,,0,13,4,30.8,11,2,0,4,1,0,3,0,0,8,0
13,6b625ac2,8bde822c,5bfb9659,GK,21-228,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,aed3a70f,a1668499,8602292d,FW,25-290,90,0,0,0,0,0,0,0,,0,10,5,50.0,0,6,4,0,0,0,0,1,1,2,0
1,07802f7f,a1668499,8602292d,FW,29-085,90,0,0,0,0,0,0,0,,0,11,4,36.4,2,5,4,0,0,0,0,1,1,4,0
2,66b76d44,a1668499,8602292d,AM,24-295,73,1,1,0,1,0,0,1,0.0,1,9,1,11.1,3,3,3,0,0,0,0,2,3,1,0
3,1544f145,a1668499,8602292d,AM,20-141,17,1,0,0,1,0,1,2,50.0,1,5,0,0.0,3,2,0,1,0,0,1,0,1,0,0
4,6f7d826d,a1668499,8602292d,DM,23-160,66,1,1,1,0,0,0,2,0.0,2,10,3,30.0,4,4,2,3,1,0,2,2,3,0,0
5,de5b5570,a1668499,8602292d,DM,27-270,24,0,0,0,0,0,0,0,,0,6,1,16.7,3,3,0,0,0,0,0,1,1,0,0
6,90f91999,a1668499,8602292d,DM,26-363,90,4,2,0,3,1,1,2,50.0,1,11,5,45.5,2,8,1,1,0,0,1,1,5,0,0
7,e514ab62,a1668499,8602292d,WB,26-028,90,1,0,1,0,0,1,2,50.0,1,5,0,0.0,3,2,0,2,1,0,1,4,5,3,0
8,2389cdc2,a1668499,8602292d,WB,24-070,78,0,0,0,0,0,0,1,0.0,1,3,1,33.3,0,3,0,1,0,0,1,1,1,1,0
9,be927d03,a1668499,8602292d,WB,36-099,12,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
10,8397a50c,a1668499,8602292d,CB,28-217,90,0,0,0,0,0,0,0,,0,4,1,25.0,2,1,1,2,0,0,2,3,3,8,0
11,2baec6ce,a1668499,8602292d,CB,23-336,90,1,0,1,0,0,0,1,0.0,1,5,1,20.0,3,1,1,0,0,0,0,0,1,0,1
12,0313a347,a1668499,8602292d,CB,23-358,90,2,2,1,1,0,0,1,0.0,1,5,3,60.0,1,4,0,0,0,0,0,2,4,3,0
13,7956236f,a1668499,8602292d,GK,29-044,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,169fd162,a1668499,8cec06e1,"FW,LW",25-263,87,1,0,0,1,0,0,1,0.0,1,12,4,33.3,1,7,4,1,0,0,1,0,1,0,1
1,b561db50,a1668499,8cec06e1,LW,30-164,3,0,0,0,0,0,0,0,,0,4,1,25.0,0,2,2,0,0,0,0,0,0,0,0
2,9a28eba4,a1668499,8cec06e1,"LW,WB",25-264,90,2,2,2,0,0,1,1,100.0,0,10,4,40.0,3,4,3,2,0,0,2,0,2,0,0
3,5a7301ae,a1668499,8cec06e1,"RW,DM",26-184,90,1,1,0,1,0,0,0,,0,13,4,30.8,2,8,3,1,0,0,1,0,1,0,0
4,f5a00fa4,a1668499,8cec06e1,DM,35-038,73,2,2,1,0,1,1,4,25.0,3,20,8,40.0,9,7,4,1,0,0,1,3,5,0,0
5,e7aa9d7c,a1668499,8cec06e1,FW,19-089,17,0,0,0,0,0,0,0,,0,4,2,50.0,0,3,1,0,0,0,0,0,0,0,0
6,44bfb6c5,a1668499,8cec06e1,DM,24-217,90,0,0,0,0,0,0,2,0.0,2,10,3,30.0,1,5,4,1,1,0,0,3,3,3,0
7,9ae9eaea,a1668499,8cec06e1,WB,32-239,73,0,0,0,0,0,0,0,,0,7,1,14.3,3,3,1,4,1,0,3,2,2,4,0
8,7fcc71d8,a1668499,8cec06e1,RW,25-360,17,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
9,d04b94db,a1668499,8cec06e1,WB,27-334,90,1,0,0,1,0,0,0,,0,10,0,0.0,3,3,4,0,0,0,0,2,3,0,0
10,9fbbcf39,a1668499,8cec06e1,CB,31-204,90,2,1,1,0,1,0,0,,0,10,1,10.0,7,2,1,1,1,0,0,5,7,6,0
11,2928dca2,a1668499,8cec06e1,CB,28-233,90,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,3,1,0,2,0,0,2,0
12,d0f72bf1,a1668499,8cec06e1,CB,24-146,90,2,2,0,2,0,1,2,50.0,1,10,5,50.0,5,5,0,0,0,0,0,1,3,7,0
13,903b6e8b,a1668499,8cec06e1,GK,28-272,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,0745b37d,bc0a1eb5,1c781004,FW,31-201,89,1,1,0,0,1,0,0,,0,22,9,40.9,3,11,8,1,0,0,1,0,1,0,0
1,291e3ec3,bc0a1eb5,1c781004,FW,20-219,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2,a8d4428b,bc0a1eb5,1c781004,FW,21-238,75,0,0,0,0,0,0,0,,0,9,2,22.2,2,5,2,2,0,0,2,2,2,0,0
3,6c6a3300,bc0a1eb5,1c781004,FW,25-110,15,0,0,0,0,0,0,0,,0,4,1,25.0,2,1,1,0,0,0,0,0,0,0,0
4,471f16b3,bc0a1eb5,1c781004,CM,29-281,90,2,0,1,1,0,1,2,50.0,1,18,3,16.7,9,9,0,1,0,0,1,2,4,0,0
5,f5044e54,bc0a1eb5,1c781004,CM,28-144,90,5,3,1,2,2,1,3,33.3,2,31,6,19.4,11,12,8,6,0,0,6,3,8,2,0
6,8996350d,bc0a1eb5,1c781004,DM,25-141,82,0,0,0,0,0,0,0,,0,13,1,7.7,7,6,0,0,0,0,0,1,1,1,0
7,3faa1780,bc0a1eb5,1c781004,DM,30-281,8,0,0,0,0,0,0,0,,0,5,2,40.0,2,3,0,1,0,0,1,0,0,0,0
8,112c495e,bc0a1eb5,1c781004,WB,25-364,90,3,1,2,1,0,2,2,100.0,0,23,7,30.4,13,5,5,6,1,0,5,1,4,0,0
9,774cf58b,bc0a1eb5,1c781004,WB,21-285,90,0,0,0,0,0,0,1,0.0,1,11,1,9.1,6,3,2,0,0,0,0,1,1,1,0
10,bcfb0142,bc0a1eb5,1c781004,CB,28-274,90,0,0,0,0,0,0,0,,0,8,2,25.0,7,1,0,4,1,0,3,0,0,6,0
11,e9254eec,bc0a1eb5,1c781004,CB,29-330,90,2,2,2,0,0,0,0,,0,10,4,40.0,8,2,0,1,1,0,0,4,6,7,0
12,2d61d13a,bc0a1eb5,1c781004,CB,21-205,90,0,0,0,0,0,0,0,,0,12,5,41.7,8,4,0,2,1,0,1,1,1,2,0
13,f23f9d20,bc0a1eb5,1c781004,GK,33-196,90,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0,38ceb24a,bc0a1eb5,d07537b9,FW,26-316,90,2,1,2,0,0,0,1,0.0,1,21,7,33.3,4,7,10,2,0,0,2,2,4,0,0
1,4bcf39f6,bc0a1eb5,d07537b9,FW,25-063,90,1,1,0,0,1,0,2,0.0,2,24,9,37.5,3,12,9,0,0,0,0,0,1,0,0
2,f230bc30,bc0a1eb5,d07537b9,CM,22-192,83,1,0,0,1,0,1,3,33.3,2,18,4,22.2,10,6,2,0,0,0,0,0,1,1,0
3,83d074ff,bc0a1eb5,d07537b9,CM,22-296,7,0,0,0,0,0,0,1,0.0,1,3,0,0.0,0,2,1,0,0,0,0,0,0,0,0
4,8aec0537,bc0a1eb5,d07537b9,CM,30-123,90,3,1,3,0,0,2,2,100.0,0,23,8,34.8,9,10,4,2,0,0,2,1,4,1,0
5,99813635,bc0a1eb5,d07537b9,DM,33-159,90,1,1,1,0,0,0,0,,0,13,1,7.7,4,5,4,4,2,0,2,1,2,2,0
6,1daec722,bc0a1eb5,d07537b9,WB,23-086,65,1,1,0,1,0,1,1,100.0,0,16,8,50.0,5,5,6,5,0,0,5,0,1,0,0
7,bb5fbd2b,bc0a1eb5,d07537b9,WB,27-088,25,1,0,0,1,0,1,1,100.0,0,5,1,20.0,2,2,1,1,0,0,1,1,2,0,0
8,dad4b285,bc0a1eb5,d07537b9,WB,29-274,58,3,1,1,1,1,0,1,0.0,1,10,3,30.0,3,5,2,1,0,0,1,1,4,4,0
9,f4e433d4,bc0a1eb5,d07537b9,WB,21-016,32,0,0,0,0,0,0,0,,0,4,1,25.0,1,3,0,1,0,0,1,0,0,0,0
10,b2d31e83,bc0a1eb5,d07537b9,CB,29-160,90,4,4,3,0,1,2,3,66.7,1,14,4,28.6,6,4,4,4,2,0,2,0,4,3,0
11,282f75f3,bc0a1eb5,d07537b9,CB,29-329,90,6,3,4,2,0,0,0,,0,15,6,40.0,9,4,2,5,3,0,2,3,9,3,0
